n_neurons,rec_top,rec_random_mean,rec_random_sd,frac_of_window
10,0.5157365106323152,0.0005970404052666984,0.005118283276228391,4.650297619047619e-05
30,0.6399835313187326,-0.0011034227038127825,0.006040272573521162,0.00013950892857142856
100,0.7166916791068735,0.0008534191536421845,0.015516594144900978,0.0004650297619047619
300,0.8734153816492413,0.0015270290030607015,0.021543171583487713,0.0013950892857142857
