pair,layer,positions,rec
8,6,all,-0.09852625295519672
8,7,last,0.0017005765422578275
8,7,all,-0.0634203771394974
8,8,last,-0.0024742589836522656
8,8,all,0.020299732011336655
8,9,last,0.013589700409259569
8,9,all,0.018572639144553097
8,10,last,0.022964258236934626
8,10,all,-0.026923207154496778
8,11,last,0.014791904594152236
8,11,all,0.25826844028176144
8,12,last,-0.007956803393730756
8,12,all,-0.25061301481752396
8,13,last,0.021889029686398772
8,13,all,-0.02757658508757787
8,14,last,0.06581234021531929
8,14,all,-0.10267782362977874
8,15,last,-0.04975348227173481
8,15,all,-0.13777478592412587
8,16,last,-0.20914288475635365
8,16,all,-0.3354087449380729
8,17,last,-0.19865626703519687
8,17,all,-0.2815138948904108
8,18,last,-0.23490346600315684
8,18,all,-0.26594853209439495
8,19,last,0.1930268457323966
8,19,all,0.26012329362125985
8,20,last,-0.19502319421587586
8,20,all,-0.26145028710508333
8,21,last,0.3534792557131187
8,21,all,0.4915648936869172
8,22,last,-0.020905402984224525
8,22,all,0.009224205222224738
8,23,last,0.11520586198012027
8,23,all,0.09711881353967257
8,24,last,-0.08367285066970256
8,24,all,-0.07539437566893455
8,25,last,-0.185637256232009
8,25,all,-0.13290856386465172
8,26,last,0.041692183256617256
8,26,all,0.017566588489291553
8,27,last,-0.04787794283551335
8,27,all,-0.1298471336694086
8,28,last,-0.0585279190549111
8,28,all,-0.04309704391753636
8,29,last,-0.2737004926766733
8,29,all,-0.27222589352165266
8,30,last,-0.32795513505162105
8,30,all,-0.3344886901429011
8,31,last,-0.1863375002270425
8,31,all,-0.1863375002270425
9,0,last,-0.005004724996024423
9,0,all,-0.004430034957320684
9,1,last,-0.005653950755379926
9,1,all,-0.01752266417338701
9,2,last,-0.0013179486009523376
9,2,all,0.01833835981201834
9,3,last,-0.00566051748099593
9,3,all,-0.010025562164178837
9,4,last,0.004264851343887167
9,4,all,-0.024548045109478486
9,5,last,0.0006998640146211869
9,5,all,-0.17452203884509304
9,6,last,0.01591841987521732
9,6,all,-0.2296350775797703
9,7,last,9.552216334208694e-05
9,7,all,0.08062957432521309
9,8,last,0.00664647409822779
9,8,all,0.03987491809363758
9,9,last,-0.006298369942377321
9,9,all,-0.24254349998757738
9,10,last,0.02084299019980515
9,10,all,0.06898033847882545
9,11,last,0.045008134277488565
9,11,all,0.39246184580096144
