pair,set,direction,logodds_rec,entropy_rec
0,circuit,control_to_uncertain,0.18450347111747686,1.014380408314472
0,circuit,uncertain_to_control,1.2816539250781933,0.46260602149033775
0,random0,control_to_uncertain,-0.12917719306252554,-0.03858638605307726
0,random1,control_to_uncertain,-0.5021363242600878,0.07268743583226739
0,random2,control_to_uncertain,-0.09869990594757654,0.057568122272658166
0,random3,control_to_uncertain,0.04381375480116112,-0.06027528871731833
0,random4,control_to_uncertain,0.16825611695605566,-0.1093969083811584
0,random5,control_to_uncertain,-0.6047645075371869,0.10798953112728871
0,random6,control_to_uncertain,0.5002249222107626,-0.11126934371414468
0,random7,control_to_uncertain,-0.2662300482534572,0.07901184506370104
0,random8,control_to_uncertain,-0.11726341295215642,-0.02878366929634909
0,random9,control_to_uncertain,0.1415017291713844,-0.0859361053273703
0,random10,control_to_uncertain,-0.3433978015710052,0.06432713801904864
0,random11,control_to_uncertain,-1.0,0.32007644686055464
0,random12,control_to_uncertain,0.17167493455964708,-0.0900454991290202
0,random13,control_to_uncertain,0.12984344322275532,-0.07732391038415341
0,random14,control_to_uncertain,0.2808529399625843,-0.1713670729433843
0,random15,control_to_uncertain,0.08691856789626326,-0.029985610446420282
0,random16,control_to_uncertain,-0.09778165556286128,0.03925822368735234
0,random17,control_to_uncertain,-0.32083941405798755,0.11698886397074276
0,random18,control_to_uncertain,-0.06979893046213216,0.18455483931016767
0,random19,control_to_uncertain,0.21656198321119474,-0.07022600903220542
0,random20,control_to_uncertain,0.03910370901092969,0.0042768774045286615
0,random21,control_to_uncertain,0.5106598933781372,-0.12115087628399226
0,random22,control_to_uncertain,0.37498610614013617,-0.045457915850866906
0,random23,control_to_uncertain,0.4078875305965177,-0.22496428885875158
0,random24,control_to_uncertain,-0.16875542242684077,-0.023704863384186304
0,random25,control_to_uncertain,0.017563804207617613,-0.02177006951724048
0,random26,control_to_uncertain,-0.0602047971321763,-0.0478203750674096
0,random27,control_to_uncertain,-0.0824562640944883,-0.08263166279891451
0,random28,control_to_uncertain,-1.0,0.3694715148532927
0,random29,control_to_uncertain,-0.5586494491261991,0.16100212179250026
1,circuit,control_to_uncertain,-1.0,0.7058144878377166
1,circuit,uncertain_to_control,-0.2382945566987015,-0.18377007802605563
1,random0,control_to_uncertain,0.1190303098774195,-0.1237116779337591
1,random1,control_to_uncertain,0.6833832316945876,0.22325999720572481
1,random2,control_to_uncertain,-0.25598104926552395,-0.19746992496244625
1,random3,control_to_uncertain,0.10228877520194714,-0.0032887764272977638
1,random4,control_to_uncertain,-0.07180114254557779,0.17277347867707774
1,random5,control_to_uncertain,0.11467177602962955,0.0642991464512252
1,random6,control_to_uncertain,0.7130643652019717,0.10299325398783078
1,random7,control_to_uncertain,0.0532885025825165,0.010657867936961255
1,random8,control_to_uncertain,-0.7002837943712684,0.1571368028183075
1,random9,control_to_uncertain,0.11775133178275915,-0.06687640563500939
1,random10,control_to_uncertain,-0.031503201436286876,0.01666983256231797
1,random11,control_to_uncertain,-1.0,-0.1189320171494431
1,random12,control_to_uncertain,-0.22302817558656157,0.13030179078337206
1,random13,control_to_uncertain,0.2565529974629201,-0.016243310669663974
1,random14,control_to_uncertain,0.7396570398441894,0.4586317141428004
1,random15,control_to_uncertain,0.25256962233612745,0.11968458097461158
1,random16,control_to_uncertain,-0.2707193837327249,0.22976516823336418
1,random17,control_to_uncertain,0.21865367753787815,-0.015094783290234422
1,random18,control_to_uncertain,-1.0,0.011236663583641086
1,random19,control_to_uncertain,0.6919259211957923,0.08559791985764993
1,random20,control_to_uncertain,-0.09029812531160893,0.07542652512976611
1,random21,control_to_uncertain,-0.467393119675018,0.04024015228411278
1,random22,control_to_uncertain,0.024090593156024274,0.11892373014242127
1,random23,control_to_uncertain,0.355115052767824,0.26649551407476924
1,random24,control_to_uncertain,-0.7483925277715695,-0.00372617501666789
