neuron_id,mean_entropy_shift,std_entropy_shift
L21_N4450,0.002964564732142857,0.026610077110535355
L22_N11900,0.0023251488095238095,0.023864005300646002
L25_N2566,-0.00013950892857142856,0.02155546348019286
L27_N745,0.00015113467261904762,0.022111378656111343
L28_N3237,-0.0030343191964285715,0.022028873478544424
