neuron_id,layer,neuron_idx,kind,matched_to,w_norm,logit_var,nullfrac_k16,nullfrac_k64,nullfrac_k256,nullfrac_bottom10pct,w_norm_pctile_random,w_norm_pctile_matched,logit_var_pctile_random,logit_var_pctile_matched,nullfrac_bottom10pct_pctile_random,nullfrac_bottom10pct_pctile_matched,nullfrac_k16_pctile_random,nullfrac_k16_pctile_matched,nullfrac_k64_pctile_random,nullfrac_k64_pctile_matched,nullfrac_k256_pctile_random,nullfrac_k256_pctile_matched
L26_N6572,26,6572,random,,1.8578639030456543,0.0001859608746599406,0.0036151143722236156,0.012235352769494057,0.04968728497624397,0.28411728143692017,53.2,,30.599999999999998,,25.6,,59.8,,39.300000000000004,,28.000000000000004,
L26_N1084,26,1084,random,,1.8710097074508667,0.00019714009249582887,0.003388774348422885,0.014451004564762115,0.06111365929245949,0.30794188380241394,58.9,,93.0,,72.2,,54.2,,63.3,,74.2,
L24_N9292,24,9292,random,,1.8322731256484985,0.0001880293566500768,0.0036878525279462337,0.011189055629074574,0.042581044137477875,0.26471155881881714,37.1,,50.8,,4.9,,62.5,,24.7,,7.5,
L31_N5155,31,5155,random,,2.1338706016540527,0.00018826049927156419,0.0028725825250148773,0.014858425594866276,0.05527972802519798,0.2971765100955963,92.9,,53.5,,52.7,,37.6,,66.5,,53.6,
L24_N10738,24,10738,random,,1.765420913696289,0.00018938776338472962,0.003505975939333439,0.011133227497339249,0.05264484882354736,0.28862980008125305,17.0,,65.0,,34.2,,56.89999999999999,,24.099999999999998,,42.0,
L29_N6482,29,6482,random,,1.676401972770691,0.0001691925572231412,0.0032813071738928556,0.025700056925415993,0.10668639093637466,0.418648898601532,11.4,,6.5,,90.0,,50.6,,91.10000000000001,,89.8,
L31_N7517,31,7517,random,,1.6693189144134521,0.000145089827128686,0.15419960021972656,0.24290408194065094,0.3667367696762085,0.6497989296913147,11.3,,1.7999999999999998,,97.7,,99.7,,99.3,,98.4,
L24_N4339,24,4339,random,,1.8238974809646606,0.00018778300727717578,0.003973093815147877,0.015354679897427559,0.05730156600475311,0.30927804112434387,30.2,,48.0,,73.5,,69.5,,70.7,,61.9,
L24_N4040,24,4040,random,,1.8423727750778198,0.0001897698821267113,0.003761852625757456,0.00964841153472662,0.040707945823669434,0.2688220143318176,43.7,,68.7,,7.3,,64.0,,9.5,,4.1000000000000005,
L31_N9197,31,9197,random,,2.172518730163574,0.00018723266839515418,0.003042694414034486,0.011896438896656036,0.0519128181040287,0.2887662351131439,95.1,,43.6,,34.5,,43.8,,34.2,,38.800000000000004,
L30_N4304,30,4304,random,,2.051394462585449,0.00018657278269529343,0.0019781948067247868,0.010597036220133305,0.047485336661338806,0.281545490026474,88.6,,36.8,,21.0,,11.799999999999999,,17.4,,18.8,
L31_N9577,31,9577,random,,2.0947773456573486,0.0001846186933107674,0.00268471147865057,0.012078383937478065,0.054387323558330536,0.3013039827346802,91.2,,21.4,,61.4,,31.7,,37.0,,50.3,
L29_N9560,29,9560,random,,1.9502677917480469,0.00018906203331425786,0.0007245255401358008,0.016359195113182068,0.05464211106300354,0.30318212509155273,69.69999999999999,,61.8,,65.9,,0.2,,78.7,,51.300000000000004,
L29_N5930,29,5930,random,,1.9720255136489868,0.00019156878988724202,0.0027579781599342823,0.010910327546298504,0.04800910875201225,0.27553194761276245,75.1,,81.8,,13.0,,33.5,,21.2,,21.2,
L24_N2266,24,2266,random,,1.7012991905212402,0.0001776204735506326,0.0032317074947059155,0.017474526539444923,0.051481883972883224,0.3020600974559784,13.200000000000001,,11.899999999999999,,63.4,,49.4,,83.39999999999999,,37.2,
L30_N8085,30,8085,random,,2.0258285999298096,0.00018670644203666598,0.0021830720361322165,0.010423636063933372,0.044957369565963745,0.28482961654663086,84.3,,38.5,,26.700000000000003,,16.8,,15.9,,12.5,
L23_N12382,23,12382,random,,1.787758708000183,0.00017544935690239072,0.002459524665027857,0.01376038696616888,0.07879957556724548,0.39831265807151794,19.3,,10.8,,88.3,,24.2,,56.599999999999994,,86.3,
L23_N14108,23,14108,random,,1.7983604669570923,0.00019783149764407426,0.004564215894788504,0.013632194139063358,0.0553545206785202,0.29798516631126404,20.0,,93.89999999999999,,53.900000000000006,,77.60000000000001,,55.2,,53.900000000000006,
L23_N2504,23,2504,random,,1.8460832834243774,0.00018879871640820056,0.0029306085780262947,0.013432006351649761,0.061337586492300034,0.3100143373012543,46.1,,59.4,,74.2,,39.5,,52.800000000000004,,74.5,
L31_N2621,31,2621,random,,2.157853364944458,0.00018543517217040062,0.0021501409355551004,0.010884307324886322,0.045943669974803925,0.2797240614891052,94.1,,26.1,,18.3,,16.2,,21.099999999999998,,14.7,
