neuron_id,layer,neuron_idx,category,prompt_id,orig_entropy,ablated_entropy,entropy_shift,orig_top1_prob,ablated_top1_prob,direct_effect_score,split
L30_N1457,30,1457,contradictory_context,cc_0000,0.6299296617507935,0.6293550729751587,-0.0005745887756347656,0.8370646834373474,0.8371251821517944,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0001,1.1199073791503906,1.1109299659729004,-0.008977413177490234,0.8344322443008423,0.8359755873680115,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0002,0.1047506183385849,0.10598663240671158,0.0012360140681266785,0.9856582283973694,0.9854944944381714,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0003,0.39809995889663696,0.4259212017059326,0.027821242809295654,0.9468385577201843,0.9428956508636475,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0004,1.0117278099060059,0.9796801805496216,-0.03204762935638428,0.5643009543418884,0.5947049260139465,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0005,0.07797278463840485,0.0776139348745346,-0.00035884976387023926,0.9909936785697937,0.9910355806350708,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0006,2.779745101928711,2.8123857975006104,0.032640695571899414,0.3561628460884094,0.3373342752456665,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0007,0.24487793445587158,0.2394971251487732,-0.005380809307098389,0.9646271467208862,0.9656879901885986,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0008,0.4481751322746277,0.41304510831832886,-0.03513002395629883,0.8948598504066467,0.9058801531791687,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0009,1.2816970348358154,1.2674930095672607,-0.014204025268554688,0.739261269569397,0.7415870428085327,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0010,0.31889328360557556,0.3446592688560486,0.025765985250473022,0.9449734687805176,0.9391183257102966,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0011,0.07091890275478363,0.07111098617315292,0.0001920834183692932,0.9887306094169617,0.9887109398841858,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0012,2.027132272720337,2.110027551651001,0.08289527893066406,0.5133385062217712,0.5042553544044495,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0013,0.3893941044807434,0.36025670170783997,-0.029137402772903442,0.8880059719085693,0.8998283743858337,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0014,0.22923746705055237,0.22925497591495514,1.7508864402770996e-05,0.9634141325950623,0.963413417339325,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0015,0.031362175941467285,0.028263848274946213,-0.0030983276665210724,0.9968308806419373,0.9971784353256226,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0016,0.12019767612218857,0.11998138576745987,-0.00021629035472869873,0.9844098091125488,0.9844356179237366,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0017,0.7188857197761536,0.7104232311248779,-0.008462488651275635,0.787394642829895,0.7891381978988647,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0018,0.2490357756614685,0.25106674432754517,0.00203096866607666,0.9665740132331848,0.9662824273109436,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0019,0.033727698028087616,0.032555319368839264,-0.001172378659248352,0.9963496923446655,0.9964531660079956,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0020,3.9191744327545166,4.003347396850586,0.08417296409606934,0.2532861530780792,0.24105685949325562,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0021,0.125209778547287,0.11387280374765396,-0.011336974799633026,0.9845996499061584,0.9862164258956909,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0022,0.11356920003890991,0.10352106392383575,-0.010048136115074158,0.9868965744972229,0.9882127642631531,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0023,0.6044975519180298,0.646507740020752,0.04201018810272217,0.879651665687561,0.8683502078056335,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0024,0.04435009881854057,0.04544851928949356,0.0010984204709529877,0.9946892261505127,0.9945729374885559,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0025,1.4160435199737549,1.4180951118469238,0.0020515918731689453,0.36782675981521606,0.36763671040534973,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0026,1.3382644653320312,1.338883876800537,0.0006194114685058594,0.4738397002220154,0.4738112986087799,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0027,0.6842143535614014,0.7381229996681213,0.05390864610671997,0.8526657223701477,0.8367201089859009,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0028,0.7381426095962524,0.6955872178077698,-0.042555391788482666,0.7538321614265442,0.776242196559906,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0029,0.8791288137435913,0.8849093914031982,0.005780577659606934,0.7031260132789612,0.7024461627006531,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0030,0.3785534203052521,0.3994388282299042,0.0208854079246521,0.9492768049240112,0.9466433525085449,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0031,1.2766779661178589,1.2714431285858154,-0.005234837532043457,0.779301643371582,0.7797963619232178,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0032,0.1783924102783203,0.17828001081943512,-0.00011239945888519287,0.9736330509185791,0.9736426472663879,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0033,0.8687458038330078,0.8678616285324097,-0.0008841753005981445,0.7921058535575867,0.7922105193138123,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0034,1.0489639043807983,1.0541088581085205,0.005144953727722168,0.6124805212020874,0.6116304397583008,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0035,0.7064056396484375,0.7066522240638733,0.000246584415435791,0.8113985061645508,0.8113845586776733,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0036,0.05080249160528183,0.04784397408366203,-0.0029585175216197968,0.9944636225700378,0.994816243648529,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0037,1.8652693033218384,1.8744456768035889,0.009176373481750488,0.42676401138305664,0.4244934618473053,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0038,0.12628111243247986,0.12632286548614502,4.175305366516113e-05,0.986270546913147,0.9862526059150696,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0039,0.02770828641951084,0.022541631013154984,-0.005166655406355858,0.9967548251152039,0.9974422454833984,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0040,0.7410397529602051,0.7384635806083679,-0.002576172351837158,0.8682467937469482,0.8686726689338684,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0041,0.051235735416412354,0.051426131278276443,0.00019039586186408997,0.9947227239608765,0.994696855545044,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0042,1.2744603157043457,1.3061902523040771,0.031729936599731445,0.7223949432373047,0.7098991274833679,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0043,1.246443271636963,1.1651432514190674,-0.08130002021789551,0.793451189994812,0.8101301193237305,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0044,0.14979490637779236,0.13475817441940308,-0.015036731958389282,0.9799287915229797,0.9822396039962769,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0045,1.3894813060760498,1.4753904342651367,0.08590912818908691,0.7083242535591125,0.6830880641937256,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0046,0.9118369817733765,0.9119111895561218,7.420778274536133e-05,0.6537724733352661,0.6537679433822632,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0047,0.5549570322036743,0.5576499104499817,0.002692878246307373,0.8246476650238037,0.8242697715759277,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0048,1.083688735961914,1.0778778791427612,-0.005810856819152832,0.5324453711509705,0.5039843916893005,0.22265625,working
L30_N1457,30,1457,contradictory_context,cc_0049,0.10128656029701233,0.11178766191005707,0.010501101613044739,0.9888228178024292,0.9875091910362244,0.22265625,working
