neuron_id,layer,neuron_idx,kind,matched_to,w_norm,logit_var,nullfrac_k16,nullfrac_k64,nullfrac_k256,nullfrac_bottom10pct,w_norm_pctile_random,w_norm_pctile_matched,logit_var_pctile_random,logit_var_pctile_matched,nullfrac_bottom10pct_pctile_random,nullfrac_bottom10pct_pctile_matched,nullfrac_k16_pctile_random,nullfrac_k16_pctile_matched,nullfrac_k64_pctile_random,nullfrac_k64_pctile_matched,nullfrac_k256_pctile_random,nullfrac_k256_pctile_matched
L29_N11791,29,11791,candidate,,1.6250261068344116,0.00020827008120249957,0.0062513346783816814,0.02472984790802002,0.10226017236709595,0.40573179721832275,7.7,32.0,98.7,90.0,91.60000000000001,74.0,90.3,72.0,91.10000000000001,72.0,91.7,80.0
L29_N13925,29,13925,candidate,,1.7516944408416748,0.00018447902402840555,0.008021675981581211,0.018827566877007484,0.06395119428634644,0.32673540711402893,14.2,24.0,17.8,40.0,81.39999999999999,56.00000000000001,94.19999999999999,88.0,85.0,66.0,76.4,50.0
L28_N11622,28,11622,candidate,,1.7743504047393799,0.00017709883104544133,0.00936060305684805,0.026257779449224472,0.08690665662288666,0.36539071798324585,16.5,4.0,8.5,10.0,88.3,90.0,95.3,98.0,91.3,94.0,89.3,94.0
L30_N13098,30,13098,candidate,,1.7938883304595947,0.00017726689111441374,0.009411006234586239,0.029501184821128845,0.10700967907905579,0.40730026364326477,19.5,44.0,8.5,36.0,91.7,66.0,95.39999999999999,86.0,92.60000000000001,72.0,91.8,70.0
L29_N5866,29,5866,candidate,,1.7731884717941284,0.00018830625049304217,0.006921972613781691,0.04073464870452881,0.13300290703773499,0.4631248414516449,16.1,26.0,56.2,64.0,94.3,96.0,92.5,88.0,95.19999999999999,92.0,94.1,92.0
L31_N11541,31,11541,candidate,,1.37295401096344,0.0001611678017070517,0.05015737563371658,0.14008966088294983,0.4362676441669464,0.7123703360557556,3.3000000000000003,60.0,3.5000000000000004,26.0,99.2,90.0,98.9,92.0,98.6,82.0,99.1,94.0
L29_N12400,29,12400,candidate,,1.4885709285736084,0.00020467281865421683,0.014211069792509079,0.035057760775089264,0.10529101639986038,0.39495062828063965,4.9,42.0,98.0,92.0,91.10000000000001,68.0,97.2,90.0,94.0,78.0,91.8,74.0
L27_N45,27,45,candidate,,1.7943915128707886,0.0001912377920234576,0.0057339794002473354,0.028350165113806725,0.09716059267520905,0.38505682349205017,19.7,12.0,80.4,84.0,90.4,96.0,87.6,98.0,92.10000000000001,98.0,91.4,96.0
L28_N5085,28,5085,candidate,,1.5729315280914307,0.00018292342429049313,0.009860558435320854,0.028775671496987343,0.10549335926771164,0.40594083070755005,6.1,20.0,12.8,46.0,91.60000000000001,72.0,95.7,88.0,92.2,84.0,91.8,78.0
L29_N3447,29,3447,candidate,,1.8087904453277588,0.00018221716163679957,0.005308085586875677,0.026407215744256973,0.09615717083215714,0.3840690851211548,23.3,10.0,12.4,8.0,90.4,96.0,84.6,94.0,91.4,98.0,91.10000000000001,96.0
L29_N2646,29,2646,candidate,,1.8001010417938232,0.00016769292415119708,0.011272553354501724,0.04305560886859894,0.1495884209871292,0.4854680299758911,21.0,12.0,5.0,4.0,94.89999999999999,98.0,96.2,100.0,95.39999999999999,98.0,94.8,98.0
