category,n_uncertain,n_control,uncertain_mean_entropy,control_mean_entropy,uncertain_median_entropy,control_median_entropy,gap_entropy,welch_p_entropy,mannwhitney_p_entropy,cohens_d_entropy,uncertain_mean_top1_prob,control_mean_top1_prob,uncertain_median_top1_prob,control_median_top1_prob,gap_top1_prob,welch_p_top1_prob,mannwhitney_p_top1_prob,cohens_d_top1_prob,uncertain_mean_top1_working,control_mean_top1_working,uncertain_mean_top1_held_out,control_mean_top1_held_out
conflict,240,240,1.8284033643702666,0.4809450699637334,1.8350778818130493,0.35024067759513855,1.3474582944065332,1.0114354368344906e-145,7.060716554670487e-75,3.4602543058439554,0.4739816611011823,0.8559924044956764,0.4579209089279175,0.9068952202796936,-0.3820107433944941,3.7592739129370946e-113,1.150259586856848e-66,-2.762636584176748,0.46699230931699276,0.8543038503045127,0.49029014859762454,0.8599323642750581
