category,n_uncertain,n_control,uncertain_mean_entropy,control_mean_entropy,uncertain_median_entropy,control_median_entropy,gap_entropy,welch_p_entropy,mannwhitney_p_entropy,cohens_d_entropy,uncertain_mean_top1_prob,control_mean_top1_prob,uncertain_median_top1_prob,control_median_top1_prob,gap_top1_prob,welch_p_top1_prob,mannwhitney_p_top1_prob,cohens_d_top1_prob,uncertain_mean_top1_working,control_mean_top1_working,uncertain_mean_top1_held_out,control_mean_top1_held_out
familiarity_v2,207,207,3.7237945236445626,0.9119102112624956,3.638153553009033,0.6440416574478149,2.811884312382067,5.737928168130016e-122,7.768175715465848e-66,3.369475626545303,0.2882990378724492,0.7840409080907342,0.2774878144264221,0.8710767030715942,-0.49574187021828503,7.24649628606942e-92,8.322216909065775e-59,-2.858387899459904,0.29283224330801105,0.7737816371437576,0.2779374254483079,0.8074906702552523
