neuron_id,layer,neuron_idx,kind,sets,freq_corr,freq_slope,direct_logit_std,abs_freq_corr_pctile
L20_N1832,20,1832,random,,-0.042963527143001556,-0.0007741827866993845,0.02498551644384861,42.8
L20_N1889,20,1889,random,,0.03898489102721214,0.0007076345500536263,0.02516850456595421,38.800000000000004
L20_N2068,20,2068,random,,0.07713519036769867,0.0013007491361349821,0.023382222279906273,67.0
L20_N2076,20,2076,random,,-0.09943316876888275,-0.0016854198183864355,0.023502908647060394,77.3
L20_N2159,20,2159,random,,0.11047486215829849,0.0017121024429798126,0.021488744765520096,81.5
L20_N2485,20,2485,random,,-0.021150926128029823,-0.0003737378283403814,0.024500925093889236,23.1
L20_N2718,20,2718,random,,-0.05141550302505493,-0.0009145027142949402,0.024662422016263008,51.0
L20_N2938,20,2938,random,,0.05792006477713585,0.0010363952023908496,0.024810820817947388,55.7
L20_N3335,20,3335,random,,-0.04007907956838608,-0.000721345713827759,0.024955743923783302,40.300000000000004
L20_N3349,20,3349,random,,-0.02239326946437359,-0.0003938332083635032,0.02438594587147236,24.3
L20_N3388,20,3388,random,,-0.130772203207016,-0.0023627025075256824,0.025051767006516457,87.9
L20_N3750,20,3750,random,,-0.0427548848092556,-0.000725546560715884,0.023530129343271255,42.5
L20_N3752,20,3752,random,,-0.08459066599607468,-0.0015467421617358923,0.025353632867336273,71.0
L20_N3946,20,3946,random,,-0.08359736949205399,-0.001482516760006547,0.024589616805315018,70.7
L20_N4051,20,4051,random,,-0.15038317441940308,-0.002839914755895734,0.026184896007180214,93.0
L20_N4136,20,4136,random,,0.22350828349590302,0.0039055494125932455,0.02422887459397316,98.7
L20_N4262,20,4262,random,,0.14142709970474243,0.0025592497549951077,0.025091398507356644,91.8
L20_N4634,20,4634,random,,-0.008613363839685917,-0.00015732744941487908,0.025326574221253395,10.4
L20_N4712,20,4712,random,,-0.017943399026989937,-0.00031991858850233257,0.024721767753362656,20.0
L20_N4806,20,4806,random,,-0.11401110887527466,-0.0020746763329952955,0.02523178607225418,82.8
L20_N4978,20,4978,random,,0.035825178027153015,0.0006427517510019243,0.024877095595002174,36.1
L20_N4986,20,4986,random,,0.028200391680002213,0.0005041451076976955,0.024788210168480873,29.799999999999997
L20_N5050,20,5050,random,,-0.13725420832633972,-0.0024025780148804188,0.024271497502923012,90.4
L20_N5061,20,5061,random,,0.09228122979402542,0.0016520163044333458,0.02482251450419426,74.4
L20_N5111,20,5111,random,,0.18320077657699585,0.0032336132135242224,0.02447403408586979,96.3
L20_N5314,20,5314,random,,0.0009104015189222991,1.6519068594789132e-05,0.025159230455756187,1.6
L20_N5321,20,5321,random,,0.009373888373374939,0.00016809503722470254,0.02486450970172882,11.200000000000001
L20_N5464,20,5464,random,,-0.09604867547750473,-0.001710559823550284,0.024694008752703667,76.0
L20_N5688,20,5688,random,,0.14644576609134674,0.002703197067603469,0.025594443082809448,92.4
L20_N5766,20,5766,random,,-0.09150206297636032,-0.0019125425023958087,0.028981778770685196,73.9
L20_N5862,20,5862,random,,0.012212737463414669,0.0002238618617411703,0.02541627362370491,14.7
L20_N5869,20,5869,random,,0.014779037795960903,0.0002631191164255142,0.024686016142368317,17.1
L20_N6041,20,6041,random,,0.09223553538322449,0.001479889964684844,0.022247228771448135,74.3
L20_N6396,20,6396,random,,-0.031139662489295006,-0.0005666560027748346,0.025231923907995224,32.6
L20_N6455,20,6455,random,,0.12199830263853073,0.0021653277799487114,0.02461017295718193,85.5
L20_N6495,20,6495,random,,-0.2056814283132553,-0.0038941625971347094,0.026252081617712975,97.8
L20_N6797,20,6797,random,,0.014924372546374798,0.000268732663244009,0.02496716007590294,17.299999999999997
L20_N7078,20,7078,random,,0.010553437285125256,0.00018934263789560646,0.024877071380615234,12.5
L20_N7147,20,7147,random,,0.008235783316195011,0.0001414083963027224,0.023807566612958908,9.9
L20_N7368,20,7368,random,,-0.10081747174263,-0.0016158403595909476,0.02222324162721634,78.10000000000001
L20_N7381,20,7381,random,,0.10590799897909164,0.0019588477443903685,0.025645824149250984,79.9
L20_N7532,20,7532,random,,0.12192611396312714,0.002197831403464079,0.0249943807721138,85.39999999999999
L20_N8098,20,8098,random,,0.06616261601448059,0.0011793915182352066,0.024716677144169807,62.1
L20_N8149,20,8149,random,,0.12187552452087402,0.0021598474122583866,0.02457261271774769,85.3
L20_N8320,20,8320,random,,0.049241844564676285,0.0008555500535294414,0.024091055616736412,48.6
L20_N8464,20,8464,random,,0.1347254365682602,0.0022730014752596617,0.023393481969833374,89.60000000000001
L20_N9066,20,9066,random,,0.011945093981921673,0.00021522544557228684,0.0249832421541214,14.299999999999999
L20_N9132,20,9132,random,,0.07125077396631241,0.001295055029913783,0.025202486664056778,64.7
L20_N9272,20,9272,random,,-0.12626688182353973,-0.002310974756255746,0.02537759765982628,87.0
L20_N9405,20,9405,random,,-0.08128562569618225,-0.0014657637802883983,0.025003163143992424,69.6
L20_N9571,20,9571,random,,0.20644482970237732,0.003860240336507559,0.025927167385816574,97.89999999999999
L20_N9608,20,9608,random,,0.09776582568883896,0.0017768626566976309,0.02520063892006874,76.6
L20_N9935,20,9935,random,,-0.05684410408139229,-0.001002559089101851,0.024455098435282707,54.900000000000006
L20_N10150,20,10150,random,,-0.025060199201107025,-0.0004469559935387224,0.024730049073696136,26.700000000000003
L20_N10179,20,10179,random,,-0.02478177100419998,-0.00044176573283039033,0.02471749298274517,26.0
L20_N10322,20,10322,random,,0.10759273171424866,0.0019752110820263624,0.025455128401517868,81.0
L20_N10684,20,10684,random,,-0.0756535530090332,-0.0010760814184322953,0.019722437486052513,66.2
L20_N10775,20,10775,random,,0.000459238508483395,8.219199116865639e-06,0.02481624111533165,0.8999999999999999
L20_N10813,20,10813,random,,0.008327286690473557,0.00014838503557257354,0.024707643315196037,10.2
L20_N11032,20,11032,random,,0.08074046671390533,0.001326587749645114,0.022781874984502792,69.19999999999999
L20_N11145,20,11145,random,,-0.0779033973813057,-0.0014201849699020386,0.025277450680732727,67.30000000000001
L20_N11309,20,11309,random,,0.08848980069160461,0.0015389934414997697,0.024115055799484253,72.5
L20_N11600,20,11600,random,,-0.12449834495782852,-0.0022819670848548412,0.025415023788809776,86.4
L20_N11830,20,11830,random,,-0.08259078115224838,-0.0012376856757327914,0.020778946578502655,70.0
L20_N11836,20,11836,random,,-0.055490877479314804,-0.0010203480487689376,0.025495970621705055,54.0
L20_N11915,20,11915,random,,-0.13908295333385468,-0.002336027566343546,0.023288890719413757,90.9
L20_N11955,20,11955,random,,0.05471215024590492,0.0010036800522357225,0.025436434894800186,53.0
L20_N12272,20,12272,random,,-0.18211865425109863,-0.0034046287182718515,0.025921499356627464,96.2
L20_N12303,20,12303,random,,-0.10044866800308228,-0.001847670180723071,0.025504983961582184,77.8
L20_N12357,20,12357,random,,-0.04711395874619484,-0.0008485338767059147,0.02497263438999653,47.099999999999994
L20_N12432,20,12432,random,,0.09151002764701843,0.0016326026525348425,0.02473754622042179,74.0
L20_N12502,20,12502,random,,-0.06407183408737183,-0.0010644926223903894,0.02303669974207878,61.0
L20_N12529,20,12529,random,,0.20495133101940155,0.0037802045699208975,0.02557463012635708,97.7
L20_N12890,20,12890,random,,-0.02473692037165165,-0.00045033692731522024,0.025242753326892853,25.900000000000002
L20_N13183,20,13183,random,,0.03773339465260506,0.0006754972273483872,0.024822324514389038,37.9
L20_N13189,20,13189,random,,-0.04246068373322487,-0.0007383631891570985,0.024111701175570488,42.1
L20_N13674,20,13674,random,,-0.015619149431586266,-0.0002825020346790552,0.025078928098082542,18.2
L20_N14036,20,14036,random,,-0.007958563044667244,-0.00013079927884973586,0.022788487374782562,9.3
L20_N14067,20,14067,random,,-0.04060283303260803,-0.0007499205530621111,0.025609655305743217,41.0
L20_N14108,20,14108,random,,-0.05770913138985634,-0.000836968538351357,0.020109873265028,55.50000000000001
L22_N152,22,152,random,,-0.08338240534067154,-0.0015039339195936918,0.0250091589987278,70.39999999999999
L22_N409,22,409,random,,-0.02457151934504509,-0.000435126043157652,0.024554314091801643,25.8
L22_N514,22,514,random,,0.05754746496677399,0.0010146840941160917,0.024448342621326447,55.400000000000006
L22_N750,22,750,random,,-0.019442280754446983,-0.0003433524107094854,0.024487117305397987,21.6
L22_N861,22,861,random,,0.06414534151554108,0.0011592303635552526,0.02505817450582981,61.1
L22_N993,22,993,random,,0.026674756780266762,0.00048785642138682306,0.025359243154525757,28.299999999999997
L22_N1527,22,1527,random,,-0.08446764945983887,-0.0014942970592528582,0.024529648944735527,70.8
L22_N1588,22,1588,random,,-0.07958482205867767,-0.0014240831369534135,0.02481132000684738,68.5
L22_N2067,22,2067,random,,-0.002946911845356226,-5.358770431485027e-05,0.0252140611410141,4.2
L22_N2200,22,2200,random,,-0.046049632132053375,-0.0008210061932913959,0.024720944464206696,45.6
L22_N2267,22,2267,random,,0.07868674397468567,0.0014246235368773341,0.025104021653532982,67.80000000000001
L22_N2306,22,2306,random,,-0.09906449913978577,-0.0018223430961370468,0.02550685405731201,77.2
L22_N2399,22,2399,random,,-0.08036206662654877,-0.0012533817207440734,0.02162604220211506,69.0
L22_N2504,22,2504,random,,-0.19149714708328247,-0.003542396007105708,0.0256495401263237,96.6
L22_N2573,22,2573,random,,0.1780303418636322,0.003698849817737937,0.028808288276195526,95.39999999999999
