category,n_uncertain,n_control,uncertain_mean_entropy,control_mean_entropy,uncertain_median_entropy,control_median_entropy,gap_entropy,welch_p_entropy,mannwhitney_p_entropy,cohens_d_entropy,uncertain_mean_top1_prob,control_mean_top1_prob,uncertain_median_top1_prob,control_median_top1_prob,gap_top1_prob,welch_p_top1_prob,mannwhitney_p_top1_prob,cohens_d_top1_prob,uncertain_mean_top1_working,control_mean_top1_working,uncertain_mean_top1_held_out,control_mean_top1_held_out
familiarity,195,195,3.690766302133218,0.9292152771105369,3.659684419631958,0.7777562737464905,2.761551025022681,5.41230465231917e-113,3.3123960066838753e-62,3.327096661846888,0.29287504538511616,0.7870985764723558,0.28224608302116394,0.8556312322616577,-0.49422353108723965,3.9206373795528223e-91,1.1765065475203417e-56,-2.9569923323675815,0.2858504306744127,0.7780185001080527,0.3090673775996192,0.8080289219900713
