neuron_id,group,weight_norm,null_space_fraction,logit_var
L30_N8085,random,2.0258288383483887,0.284829589266413,0.0007662398857064545
L23_N12382,random,1.787758708000183,0.3983126541313675,0.000560750428121537
L23_N14108,random,1.7983604669570923,0.2979851967331291,0.000639806967228651
L23_N2504,random,1.8460832834243774,0.3100143425513564,0.0006434304523281753
L31_N2621,random,2.157853364944458,0.2797240774692806,0.0008634475525468588
L31_N6916,random,2.149548053741455,0.2952262003101838,0.00087369215907529
L30_N1040,random,1.9516831636428833,0.33292591788925735,0.0006579633918590844
L29_N6252,random,1.9563771486282349,0.2786667902259572,0.0007202796405181289
L30_N7668,random,1.2700142860412598,0.2940264755929096,0.0002732147404458374
L30_N4119,random,2.077162265777588,0.28668159773649254,0.0008052333723753691
L30_N14103,random,2.0374975204467773,0.28400716062620074,0.0007794000557623804
L23_N11145,random,1.823682427406311,0.2800692919915164,0.0006490751402452588
L31_N1876,random,1.9170652627944946,0.45382171533898386,0.0006289339507929981
L31_N8797,random,2.2166593074798584,0.25896826113561483,0.000931067275814712
L26_N12592,random,1.8685823678970337,0.30946713530027326,0.0006484696641564369
L31_N5573,random,1.8937780857086182,0.4232294433133043,0.000667929241899401
L23_N4808,random,1.5281106233596802,0.287267154013183,0.00043381756404414773
L29_N2591,random,1.987703800201416,0.2833860039291119,0.0007519299979321659
L29_N53,random,1.7633520364761353,0.43716446966501304,0.0005724760121665895
L31_N11791,random,1.9450185298919678,0.2994837336795932,0.0006835541571490467
L26_N8201,random,1.864707589149475,0.29090902289605397,0.0006647369591519237
L24_N8317,random,1.8086339235305786,0.30502472295658056,0.0006250160513445735
L23_N14262,random,1.818655014038086,0.40876671735216175,0.0005634364206343889
L31_N4889,random,2.2416839599609375,0.2851263902848078,0.0009605679661035538
L31_N8317,random,2.216810941696167,0.2861927844620817,0.0009226162219420075
L30_N3258,random,1.925071120262146,0.528840491884338,0.0006183203076943755
L24_N6126,random,1.8395015001296997,0.3088178122408201,0.0006214372115209699
L24_N8837,random,1.8311823606491089,0.3008807784136668,0.0006396108656190336
L30_N9,random,2.0217976570129395,0.28036918836438685,0.000766158860642463
L30_N5310,random,1.3455770015716553,0.4973558845782383,0.00029586063465103507
L29_N319,random,1.8726483583450317,0.28302139681864585,0.0006618330953642726
L23_N5947,random,1.8498599529266357,0.3041230526168345,0.0006247166893444955
L26_N3923,random,1.782760500907898,0.42154042166749633,0.0005530709750019014
L23_N3946,random,1.822205662727356,0.317033215648755,0.000632639043033123
L30_N1290,random,2.013016700744629,0.2844703858725532,0.0007649872568435967
L23_N11991,random,1.8514134883880615,0.28648286993917504,0.0006534167332574725
L29_N13369,random,1.9986218214035034,0.2704870462724599,0.000761940551456064
L23_N12461,random,1.8242933750152588,0.286402681448316,0.0006754093919880688
L30_N12547,random,1.7987523078918457,0.36277164438263915,0.000611727824434638
