layer,head,group,mean_score,mean_abs,n
0,0,prefix,-2.3435613911715336e-06,3.006137194461189e-06,80
0,1,prefix,-2.618818882638152e-06,2.618818882638152e-06,80
0,2,prefix,-7.428940170939313e-06,2.6164167229580927e-05,80
0,3,prefix,3.0978994232100376e-06,3.0978994232100376e-06,80
0,4,prefix,-5.7434405505318866e-06,1.1717794444621177e-05,80
0,5,prefix,-4.059099637743202e-06,4.059099637743202e-06,80
0,6,prefix,5.364301273402816e-07,1.8954702375140188e-05,80
0,7,prefix,1.8143357124245084e-06,1.9276457237538127e-06,80
0,8,prefix,-2.2140027340356027e-07,3.0279011070888374e-06,80
0,9,prefix,2.079903265439498e-06,7.89736134265695e-06,80
0,10,prefix,-6.675791041743651e-07,2.0390373254031147e-05,80
0,11,prefix,-7.827216904843226e-07,1.9104868442809675e-06,80
0,12,prefix,8.604974141235288e-07,4.457764600829251e-06,80
0,13,prefix,8.307195670909096e-07,1.6964821739406943e-06,80
0,14,prefix,2.9905799081575424e-06,2.9905799081575424e-06,80
0,15,prefix,-6.537868557643378e-07,6.537868557643378e-07,80
0,16,prefix,-3.785390509847275e-06,7.184366705814682e-06,80
0,17,prefix,6.630298514664901e-07,7.24141449381932e-07,80
0,18,prefix,-2.432508324545779e-07,3.2309038147104727e-07,80
0,19,prefix,-2.4743081098677067e-06,2.4743081098677067e-06,80
0,20,prefix,-4.884993586529163e-06,2.3760275234963045e-05,80
0,21,prefix,3.658881325918628e-07,9.341217889868858e-07,80
0,22,prefix,8.67284683181424e-07,1.694460257795072e-06,80
0,23,prefix,-1.9250666412062856e-06,1.065137981299813e-05,80
0,24,prefix,2.958387540274998e-06,1.708987738311407e-05,80
0,25,prefix,8.54580252962478e-07,4.968866073795653e-06,80
0,26,prefix,8.584588954363426e-07,8.584588954363426e-07,80
0,27,prefix,1.3880131660926055e-06,7.71808798560869e-06,80
0,28,prefix,-8.724337021703832e-07,8.724337021703832e-07,80
0,29,prefix,-1.5820665822730006e-06,1.8051458056334014e-06,80
0,30,prefix,-1.8363685853728385e-06,3.5732299807023083e-06,80
0,31,prefix,-2.0177722035441547e-07,6.254649633774534e-07,80
0,0,entity,-0.01930176065361593,0.1516599392198259,80
0,1,entity,0.0008573576065828093,0.14038746866426663,80
0,2,entity,-0.19851328264921903,0.5800706999143586,80
0,3,entity,-0.029340202214734747,0.2621067898664478,80
0,4,entity,0.000759492104043602,0.026893549450687716,80
0,5,entity,-0.0071043906416889515,0.024825583698475383,80
0,6,entity,-0.006296125987137202,0.1679228690438322,80
0,7,entity,0.017694315094922787,0.03972131369773706,80
0,8,entity,-0.016632875114737544,0.04886238282342674,80
0,9,entity,0.010296012873004657,0.033896491875930225,80
0,10,entity,-0.0006907896749908105,0.02634364644472953,80
0,11,entity,0.023576943820808084,0.10192372976453043,80
0,12,entity,0.03521841688707354,0.03986066034995019,80
0,13,entity,0.00034011266670859187,0.00689838098751352,80
0,14,entity,-0.00186299506258365,0.007974782991914254,80
0,15,entity,0.0032249251300527247,0.024649724488699575,80
0,16,entity,0.017860227940309413,0.022385417355963,80
0,17,entity,-0.0002555633516749367,0.012369218694948359,80
0,18,entity,0.011917171197274002,0.01843807204750192,80
0,19,entity,-0.00033484238965684197,0.003160369473425817,80
0,20,entity,-0.0015512467994994949,0.020450138937303564,80
0,21,entity,0.00860597478786076,0.021172009827932926,80
0,22,entity,0.002994240774114587,0.009231309390179377,80
0,23,entity,0.02224550909231766,0.09258345418420504,80
0,24,entity,0.1790024167377851,0.4126299016774283,80
0,25,entity,0.005159288067079615,0.04640763046045322,80
0,26,entity,0.011441749692312441,0.09493403742380906,80
0,27,entity,-0.0005613157525658607,0.03716024094610475,80
0,28,entity,0.0027180939809113625,0.008630223430191108,80
0,29,entity,0.00032106300941450174,0.0015703936730460555,80
0,30,entity,-0.0010364356148784282,0.006314820850093383,80
0,31,entity,-2.174615474359598e-08,2.3280017558136025e-08,80
0,0,last,8.974030788522214e-05,0.0022514069627504797,80
0,1,last,9.246738336514682e-05,0.0013630567089421674,80
0,2,last,-0.0004547412754618563,0.0010628575619193725,80
0,3,last,-0.00010958331295114476,0.0013083411224215525,80
0,4,last,0.0001396834109982592,0.0010130240390935797,80
0,5,last,-0.0003775519089685986,0.0010198187028436223,80
0,6,last,-6.636667421844322e-05,0.0011366251579602248,80
0,7,last,0.0001734244269755436,0.005734232609756873,80
0,8,last,-0.00047061845179996453,0.0033964402762649117,80
