cell,pair,set,direction,condition,lp_264,lp_279,lp_304,lp_358,lp_430,lp_539,lp_912,lp_7566,lp_9987,lp_10035,lp_25420
circuit,32,random18,control_to_uncertain,patched,-4.381143093109131,-6.006143093109131,-6.568643093109131,-3.381143093109131,-6.881143093109131,-1.5686429738998413,-5.506143093109131,-13.459267616271973,-3.693643093109131,-11.928017616271973,-2.818643093109131
circuit,32,random19,control_to_uncertain,patched,-3.7971372604370117,-4.484637260437012,-7.078387260437012,-3.9221372604370117,-7.297137260437012,-3.9221372604370117,-5.859637260437012,-12.969012260437012,-9.890887260437012,-11.765887260437012,-8.765887260437012
circuit,32,random20,control_to_uncertain,patched,-3.8106048107147217,-4.998105049133301,-6.748105049133301,-2.8106048107147217,-7.029355049133301,-3.4981048107147217,-4.998105049133301,-12.7949800491333,-8.9668550491333,-11.7793550491333,-8.0606050491333
circuit,32,random21,control_to_uncertain,patched,-5.180697441101074,-6.305697441101074,-6.930697441101074,-3.743197441101074,-6.993197441101074,-1.3056975603103638,-5.993197441101074,-13.797884941101074,-3.243197441101074,-12.118197441101074,-2.493197441101074
circuit,32,random22,control_to_uncertain,patched,-4.461828708648682,-5.399328708648682,-7.211828708648682,-2.0868287086486816,-7.149328708648682,-3.7743287086486816,-6.649328708648682,-13.875890731811523,-7.649328708648682,-12.664953231811523,-8.243078231811523
circuit,32,random23,control_to_uncertain,patched,-4.883609771728516,-6.133609771728516,-6.571109771728516,-3.8836095333099365,-7.071109771728516,-1.1336095333099365,-5.758609771728516,-13.688297271728516,-2.9461095333099365,-12.258609771728516,-2.8211095333099365
circuit,32,random24,control_to_uncertain,patched,-4.528145790100098,-5.028145790100098,-7.246895790100098,-3.5906457901000977,-7.371895790100098,-3.5906457901000977,-5.965645790100098,-12.575020790100098,-11.246895790100098,-11.856270790100098,-8.934395790100098
circuit,32,random25,control_to_uncertain,patched,-5.167844772338867,-6.480344772338867,-6.605344772338867,-3.355344772338867,-7.449094772338867,-1.3553448915481567,-5.355344772338867,-13.995969772338867,-2.792844772338867,-12.667844772338867,-3.980344772338867
circuit,32,random26,control_to_uncertain,patched,-4.285577297210693,-5.035577297210693,-6.941827297210693,-2.9730772972106934,-7.410577297210693,-2.8480772972106934,-5.535577297210693,-12.269952774047852,-8.910577774047852,-11.348077774047852,-7.754327297210693
circuit,32,random27,control_to_uncertain,patched,-4.358206748962402,-4.920706748962402,-7.264456748962402,-2.7332069873809814,-7.576956748962402,-4.233206748962402,-6.545706748962402,-13.030081748962402,-11.139456748962402,-12.467581748962402,-9.764456748962402
circuit,32,random28,control_to_uncertain,patched,-4.200847625732422,-5.825847625732422,-6.950847625732422,-4.138347625732422,-6.325847625732422,-1.200847864151001,-5.325847625732422,-12.700847625732422,-4.513347625732422,-11.247722625732422,-4.075847625732422
circuit,32,random29,control_to_uncertain,patched,-4.066218852996826,-6.128718852996826,-7.066218852996826,-4.878718852996826,-8.003719329833984,-3.003718852996826,-4.941218852996826,-13.019344329833984,-7.253718852996826,-11.456844329833984,-5.066218852996826
circuit,33,baseline,,baseline_u,-4.482422828674316,-6.044922828674316,-6.669922828674316,-5.107422828674316,-6.294922828674316,-2.0449225902557373,-7.169922828674316,-10.482422828674316,-3.6699225902557373,-9.357422828674316,-3.8574225902557373
circuit,33,baseline,,baseline_c,-8.12465763092041,-7.874657154083252,-9.81215763092041,-7.999657154083252,-7.437157154083252,-5.812157154083252,-8.68715763092041,-16.515281677246094,-7.874657154083252,-15.26528263092041,-10.06215763092041
circuit,33,circuit,control_to_uncertain,patched,-4.473740577697754,-5.286240577697754,-6.286240577697754,-4.786240577697754,-4.286240577697754,-4.098740577697754,-7.629990577697754,-8.879990577697754,-8.692490577697754,-9.348740577697754,-7.817490577697754
circuit,33,circuit,uncertain_to_control,patched,-6.387834548950195,-7.200334548950195,-8.512834548950195,-6.262834548950195,-7.387834548950195,-3.0128347873687744,-6.637834548950195,-15.739397048950195,-2.6378347873687744,-14.200334548950195,-4.387834548950195
circuit,33,random0,control_to_uncertain,patched,-4.155437469482422,-5.280437469482422,-7.217937469482422,-5.905437469482422,-7.217937469482422,-2.967937469482422,-8.249187469482422,-11.280437469482422,-3.217937469482422,-10.342937469482422,-5.155437469482422
circuit,33,random1,control_to_uncertain,patched,-4.9400739669799805,-5.8775739669799805,-6.9400739669799805,-4.8775739669799805,-5.9400739669799805,-2.5650739669799805,-7.2525739669799805,-10.90882396697998,-5.0025739669799805,-9.90882396697998,-4.8775739669799805
circuit,33,random2,control_to_uncertain,patched,-5.157031059265137,-6.782031059265137,-6.844531059265137,-5.907031059265137,-7.094531059265137,-1.7820308208465576,-7.407031059265137,-12.172656059265137,-3.0945308208465576,-10.188281059265137,-3.4070308208465576
circuit,33,random3,control_to_uncertain,patched,-4.045366287231445,-5.670366287231445,-6.482866287231445,-4.920366287231445,-5.545366287231445,-2.4203665256500244,-7.545366287231445,-10.076616287231445,-4.295366287231445,-9.295366287231445,-3.9828665256500244
circuit,33,random4,control_to_uncertain,patched,-4.706517219543457,-6.081517219543457,-7.206517219543457,-5.206517219543457,-5.831517219543457,-3.644017219543457,-8.144017219543457,-10.081517219543457,-5.894017219543457,-9.206517219543457,-6.206517219543457
circuit,33,random5,control_to_uncertain,patched,-4.657075881958008,-6.032075881958008,-6.719575881958008,-4.969575881958008,-6.282075881958008,-1.8445757627487183,-7.157075881958008,-10.438325881958008,-3.657075881958008,-9.375825881958008,-3.782075881958008
circuit,33,random6,control_to_uncertain,patched,-4.247793197631836,-5.685293197631836,-6.872793197631836,-5.060293197631836,-6.435293197631836,-2.060293436050415,-7.185293197631836,-11.310293197631836,-3.935293436050415,-9.685293197631836,-4.685293197631836
circuit,33,random7,control_to_uncertain,patched,-4.568234443664551,-5.818234443664551,-6.443234443664551,-5.130734443664551,-6.130734443664551,-2.130734443664551,-7.380734443664551,-10.34948444366455,-3.818234443664551,-9.44323444366455,-4.193234443664551
circuit,33,random8,control_to_uncertain,patched,-4.422046661376953,-6.109546661376953,-6.484546661376953,-5.359546661376953,-6.234546661376953,-2.109546661376953,-7.172046661376953,-10.453296661376953,-3.234546661376953,-9.265796661376953,-4.172046661376953
circuit,33,random9,control_to_uncertain,patched,-4.482032775878906,-6.232032775878906,-6.982032775878906,-5.732032775878906,-6.982032775878906,-2.1070327758789062,-7.669532775878906,-11.263282775878906,-3.4820327758789062,-9.732032775878906,-3.6070327758789062
circuit,33,random10,control_to_uncertain,patched,-4.56498908996582,-6.37748908996582,-6.75248908996582,-5.37748908996582,-6.62748908996582,-2.0649893283843994,-7.18998908996582,-10.78373908996582,-3.2524893283843994,-9.34623908996582,-3.8774893283843994
circuit,33,random11,control_to_uncertain,patched,-4.644334316253662,-5.519334316253662,-6.769334316253662,-4.956834316253662,-5.956834316253662,-2.331834316253662,-7.144334316253662,-10.58183479309082,-4.394334316253662,-9.73808479309082,-4.831834316253662
circuit,33,random12,control_to_uncertain,patched,-4.5239057540893555,-6.6489057540893555,-6.5239057540893555,-5.7114057540893555,-6.9614057540893555,-1.5864059925079346,-7.2739057540893555,-11.211405754089355,-3.2739059925079346,-9.523905754089355,-3.0864059925079346
circuit,33,random13,control_to_uncertain,patched,-4.229696750640869,-6.729696750640869,-6.729696750640869,-5.854696750640869,-7.042196750640869,-1.6046967506408691,-7.542196750640869,-11.604696273803711,-3.042196750640869,-10.042196273803711,-3.229696750640869
circuit,33,random14,control_to_uncertain,patched,-4.674504280090332,-5.987004280090332,-6.424504280090332,-4.924504280090332,-6.174504280090332,-1.9870045185089111,-7.174504280090332,-10.549504280090332,-3.674504518508911,-9.330754280090332,-3.862004518508911
circuit,33,random15,control_to_uncertain,patched,-5.05357027053833,-6.24107027053833,-7.11607027053833,-4.67857027053833,-6.49107027053833,-2.67857027053833,-7.55357027053833,-10.022319793701172,-4.67857027053833,-9.084819793701172,-4.80357027053833
circuit,33,random16,control_to_uncertain,patched,-4.396415710449219,-5.958915710449219,-6.458915710449219,-5.021415710449219,-6.271415710449219,-2.5214154720306396,-7.208915710449219,-10.958915710449219,-3.8964154720306396,-9.833915710449219,-4.646415710449219
circuit,33,random17,control_to_uncertain,patched,-4.926756381988525,-6.239256381988525,-6.676756381988525,-5.114256381988525,-6.364256381988525,-2.4267563819885254,-7.426756381988525,-10.520505905151367,-3.8017563819885254,-9.426755905151367,-3.9267563819885254
circuit,33,random18,control_to_uncertain,patched,-4.511949062347412,-6.386949062347412,-7.324449062347412,-6.074449062347412,-6.449449062347412,-2.386949062347412,-7.886949062347412,-10.824448585510254,-3.261949062347412,-9.668198585510254,-3.886949062347412
circuit,33,random19,control_to_uncertain,patched,-4.411158561706543,-5.411158561706543,-6.411158561706543,-4.723658561706543,-5.661158561706543,-3.598658561706543,-7.317408561706543,-9.879908561706543,-4.848658561706543,-9.286158561706543,-5.223658561706543
circuit,33,random20,control_to_uncertain,patched,-4.264869689941406,-6.014869689941406,-6.764869689941406,-5.639869689941406,-6.389869689941406,-1.8273699283599854,-7.139869689941406,-10.608619689941406,-3.6398699283599854,-9.358619689941406,-3.6398699283599854
circuit,33,random21,control_to_uncertain,patched,-5.005145072937012,-6.130145072937012,-6.942645072937012,-5.317645072937012,-6.317645072937012,-2.130145311355591,-7.255145072937012,-11.098895072937012,-3.942645311355591,-9.911395072937012,-4.005145072937012
circuit,33,random22,control_to_uncertain,patched,-4.795039176940918,-6.357539176940918,-7.045039176940918,-5.357539176940918,-5.795039176940918,-1.6700392961502075,-6.670039176940918,-11.201289176940918,-3.795039176940918,-9.920039176940918,-3.607539176940918
circuit,33,random23,control_to_uncertain,patched,-4.395374774932861,-5.770374774932861,-6.520374774932861,-5.020374774932861,-6.020374774932861,-2.3328747749328613,-7.332874774932861,-10.395374298095703,-3.9578747749328613,-9.364124298095703,-4.145374774932861
circuit,33,random24,control_to_uncertain,patched,-4.150294303894043,-5.587794303894043,-6.650294303894043,-4.275294303894043,-5.837794303894043,-2.150294303894043,-7.431544303894043,-10.900294303894043,-3.962794303894043,-9.619044303894043,-4.587794303894043
circuit,33,random25,control_to_uncertain,patched,-4.088637828826904,-6.026137828826904,-6.338637828826904,-5.026137828826904,-6.026137828826904,-2.3386378288269043,-6.838637828826904,-10.401138305664062,-3.2761378288269043,-9.776138305664062,-3.7136378288269043
circuit,33,random26,control_to_uncertain,patched,-4.488349914550781,-5.925849914550781,-6.675849914550781,-5.300849914550781,-6.238349914550781,-2.425849676132202,-7.800849914550781,-10.269599914550781,-4.113349914550781,-9.675849914550781,-3.925849676132202
circuit,33,random27,control_to_uncertain,patched,-4.370423316955566,-6.057923316955566,-6.495423316955566,-5.370423316955566,-6.370423316955566,-2.4329235553741455,-7.370423316955566,-10.714173316955566,-3.6829235553741455,-9.682923316955566,-3.9329235553741455
circuit,33,random28,control_to_uncertain,patched,-4.5239105224609375,-5.7739105224609375,-6.5239105224609375,-4.5239105224609375,-5.5239105224609375,-2.9614102840423584,-7.3989105224609375,-9.742660522460938,-4.5239105224609375,-8.898910522460938,-5.0239105224609375
circuit,33,random29,control_to_uncertain,patched,-4.488864898681641,-6.488864898681641,-6.801364898681641,-5.676364898681641,-6.801364898681641,-1.613864779472351,-7.551364898681641,-11.33261489868164,-3.3013648986816406,-9.95761489868164,-3.1763648986816406
circuit,34,baseline,,baseline_u,-4.34709358215332,-7.84709358215332,-6.84709358215332,-4.72209358215332,-5.84709358215332,-1.1595933437347412,-9.28459358215332,-13.47209358215332,-3.472093343734741,-11.90959358215332,-3.534593343734741
circuit,34,baseline,,baseline_c,-6.606494426727295,-6.981494426727295,-11.231493949890137,-13.418993949890137,-8.481493949890137,-12.731493949890137,-13.825243949890137,-17.012744903564453,-14.856493949890137,-14.200243949890137,-19.239307403564453
circuit,34,circuit,control_to_uncertain,patched,-4.831178665161133,-5.518678665161133,-10.581178665161133,-7.393678665161133,-6.706178665161133,-9.581178665161133,-12.799928665161133,-15.253053665161133,-11.299928665161133,-13.799928665161133,-13.112428665161133
circuit,34,circuit,uncertain_to_control,patched,-5.812527179718018,-7.562527179718018,-6.687527179718018,-5.375027179718018,-6.937527179718018,-0.8125271797180176,-9.87502670288086,-15.54690170288086,-4.187527179718018,-13.71877670288086,-5.250027179718018
circuit,34,random0,control_to_uncertain,patched,-4.5764265060424805,-8.63892650604248,-7.0764265060424805,-5.0764265060424805,-6.2014265060424805,-0.8889267444610596,-9.38892650604248,-14.24830150604248,-2.8889267444610596,-12.10767650604248,-3.0764267444610596
circuit,34,random1,control_to_uncertain,patched,-4.724142074584961,-7.349142074584961,-7.411642074584961,-5.099142074584961,-5.661642074584961,-1.411642074584961,-9.942892074584961,-13.786642074584961,-3.849142074584961,-12.474142074584961,-4.286642074584961
circuit,34,random2,control_to_uncertain,patched,-5.241399765014648,-7.553899765014648,-7.116399765014648,-4.366399765014648,-5.491399765014648,-1.303899884223938,-9.178899765014648,-12.772649765014648,-3.4913997650146484,-11.647649765014648,-3.8663997650146484
circuit,34,random3,control_to_uncertain,patched,-3.534888505935669,-7.22238826751709,-7.15988826751709,-3.784888505935669,-5.03488826751709,-1.284888505935669,-9.34738826751709,-13.56613826751709,-4.09738826751709,-11.65988826751709,-3.597388505935669
circuit,34,random4,control_to_uncertain,patched,-4.993842601776123,-8.181343078613281,-5.993842601776123,-4.743842601776123,-5.868842601776123,-0.9313427805900574,-8.806343078613281,-13.462593078613281,-3.431342840194702,-11.806343078613281,-3.931342840194702
circuit,34,random5,control_to_uncertain,patched,-3.777723550796509,-7.90272331237793,-6.96522331237793,-4.46522331237793,-6.46522331237793,-1.0902235507965088,-9.65272331237793,-14.24647331237793,-3.715223550796509,-11.87147331237793,-3.340223550796509
circuit,34,random6,control_to_uncertain,patched,-4.098281383514404,-7.723281383514404,-6.973281383514404,-4.723281383514404,-6.723281383514404,-1.1607815027236938,-9.723281860351562,-14.067031860351562,-3.7857813835144043,-12.473281860351562,-3.7857813835144043
circuit,34,random7,control_to_uncertain,patched,-4.4676337242126465,-8.092634201049805,-6.9051337242126465,-4.7176337242126465,-6.4676337242126465,-0.967633843421936,-9.655134201049805,-13.686384201049805,-3.4051337242126465,-12.092634201049805,-3.5301337242126465
circuit,34,random8,control_to_uncertain,patched,-4.354474067687988,-7.604474067687988,-7.166974067687988,-4.541974067687988,-5.541974067687988,-1.1669741868972778,-9.354474067687988,-14.166974067687988,-4.291974067687988,-12.666974067687988,-4.416974067687988
circuit,34,random9,control_to_uncertain,patched,-4.2391252517700195,-7.8641252517700195,-6.5516252517700195,-4.9891252517700195,-7.3641252517700195,-0.9891253709793091,-9.30162525177002,-14.17662525177002,-3.6766252517700195,-12.45787525177002,-3.8641252517700195
circuit,34,random10,control_to_uncertain,patched,-4.2721405029296875,-7.8346405029296875,-7.6471405029296875,-5.7721405029296875,-6.5221405029296875,-1.084640622138977,-9.772140502929688,-14.381515502929688,-3.3971405029296875,-12.834640502929688,-3.5846405029296875
circuit,34,random11,control_to_uncertain,patched,-3.2312471866607666,-7.7937469482421875,-6.4812469482421875,-5.1062469482421875,-6.6687469482421875,-0.9812471866607666,-10.043746948242188,-14.184371948242188,-3.7937471866607666,-12.262496948242188,-3.4187471866607666
circuit,34,random12,control_to_uncertain,patched,-4.140161514282227,-6.827661514282227,-7.390161514282227,-3.3901615142822266,-5.827661514282227,-1.5151616334915161,-9.858911514282227,-14.608911514282227,-4.577661514282227,-12.452661514282227,-3.8901615142822266
circuit,34,random13,control_to_uncertain,patched,-4.934287071228027,-7.684287071228027,-7.059287071228027,-4.746787071228027,-5.496787071228027,-1.1842873096466064,-8.996787071228027,-13.465537071228027,-3.2467873096466064,-11.903037071228027,-3.6842873096466064
circuit,34,random14,control_to_uncertain,patched,-4.481267929077148,-7.793767929077148,-6.918767929077148,-4.481267929077148,-4.981267929077148,-1.4187681674957275,-8.981267929077148,-12.950017929077148,-3.7937681674957275,-11.418767929077148,-3.4812681674957275
circuit,34,random15,control_to_uncertain,patched,-4.904613494873047,-8.342113494873047,-7.092113494873047,-5.029613494873047,-5.904613494873047,-1.2171134948730469,-9.342113494873047,-13.842113494873047,-3.904613494873047,-12.342113494873047,-3.529613494873047
circuit,34,random16,control_to_uncertain,patched,-3.77046275138855,-7.207962989807129,-6.770462989807129,-4.832962989807129,-5.957962989807129,-1.6454627513885498,-8.957962989807129,-13.207962989807129,-3.83296275138855,-11.707962989807129,-3.83296275138855
circuit,34,random17,control_to_uncertain,patched,-4.241072654724121,-7.678572654724121,-6.803572654724121,-5.053572654724121,-5.991072654724121,-1.1160728931427002,-9.241072654724121,-13.522322654724121,-3.5535728931427,-11.928572654724121,-3.5535728931427
circuit,34,random18,control_to_uncertain,patched,-4.275149822235107,-7.900149822235107,-6.587649822235107,-4.775149822235107,-5.962649822235107,-1.2126498222351074,-9.462650299072266,-13.337650299072266,-3.5251498222351074,-11.775150299072266,-3.5251498222351074
circuit,34,random19,control_to_uncertain,patched,-3.8514668941497803,-7.476467132568359,-6.913967132568359,-4.663967132568359,-5.476467132568359,-1.2889668941497803,-9.16396713256836,-13.16396713256836,-3.7264668941497803,-11.53896713256836,-3.6014668941497803
circuit,34,random20,control_to_uncertain,patched,-3.7694735527038574,-7.706973552703857,-7.206973552703857,-4.456973552703857,-5.956973552703857,-1.206973671913147,-9.331974029541016,-13.519474029541016,-3.6444735527038574,-12.050724029541016,-3.3319735527038574
circuit,34,random21,control_to_uncertain,patched,-4.631562232971191,-8.506562232971191,-6.569062232971191,-4.194062232971191,-5.944062232971191,-0.9440621137619019,-9.194062232971191,-13.600312232971191,-3.7565622329711914,-12.100312232971191,-3.9440622329711914
circuit,34,random22,control_to_uncertain,patched,-3.855184316635132,-7.480184555053711,-7.542684555053711,-4.480184555053711,-5.292684555053711,-1.4176843166351318,-9.480184555053711,-13.917684555053711,-4.417684555053711,-12.136434555053711,-3.792684316635132
circuit,34,random23,control_to_uncertain,patched,-3.592484474182129,-7.967484474182129,-8.029984474182129,-4.779984474182129,-5.904984474182129,-1.029984474182129,-9.779984474182129,-14.154984474182129,-3.967484474182129,-12.529984474182129,-3.217484474182129
circuit,34,random24,control_to_uncertain,patched,-3.915046453475952,-7.915046691894531,-7.665046691894531,-4.290046691894531,-5.102546691894531,-1.3525464534759521,-8.977546691894531,-14.086921691894531,-3.852546453475952,-12.352546691894531,-3.352546453475952
circuit,34,random25,control_to_uncertain,patched,-4.177191257476807,-7.802191257476807,-7.489691257476807,-4.614691257476807,-6.177191257476807,-1.2396912574768066,-9.552190780639648,-13.552190780639648,-3.4896912574768066,-11.958440780639648,-3.3646912574768066
circuit,34,random26,control_to_uncertain,patched,-4.852895736694336,-8.165395736694336,-6.852895736694336,-4.790395736694336,-5.415395736694336,-1.165395975112915,-9.165395736694336,-13.602895736694336,-3.477895975112915,-11.852895736694336,-3.727895975112915
circuit,34,random27,control_to_uncertain,patched,-4.127529144287109,-8.69002914428711,-7.815029144287109,-4.440029144287109,-5.690029144287109,-1.5650291442871094,-10.84627914428711,-13.89315414428711,-4.002529144287109,-12.15877914428711,-3.0025291442871094
circuit,34,random28,control_to_uncertain,patched,-4.637721538543701,-8.38772201538086,-7.137721538543701,-5.325221538543701,-6.262721538543701,-1.0127215385437012,-9.07522201538086,-13.70022201538086,-2.887721538543701,-12.23147201538086,-3.075221538543701
circuit,34,random29,control_to_uncertain,patched,-4.626321792602539,-7.813821792602539,-6.938821792602539,-4.438821792602539,-5.751321792602539,-1.0013216733932495,-8.938821792602539,-13.563821792602539,-3.313821792602539,-12.001321792602539,-3.688821792602539
circuit,35,baseline,,baseline_u,-4.8342437744140625,-8.459243774414062,-6.6467437744140625,-4.9592437744140625,-5.3342437744140625,-1.2717440128326416,-9.271743774414062,-13.693618774414062,-3.5842440128326416,-12.302993774414062,-3.5842440128326416
circuit,35,baseline,,baseline_c,-8.237289428710938,-7.612289905548096,-9.987289428710938,-13.831039428710938,-7.549789905548096,-11.112289428710938,-10.799789428710938,-17.331039428710938,-13.081039428710938,-15.268539428710938,-15.846664428710938
circuit,35,circuit,control_to_uncertain,patched,-4.468377113342285,-5.593377113342285,-9.093377113342285,-8.405877113342285,-5.593377113342285,-8.655877113342285,-11.593377113342285,-14.499627113342285,-10.280877113342285,-14.249627113342285,-11.999627113342285
circuit,35,circuit,uncertain_to_control,patched,-4.8813371658325195,-8.69383716583252,-6.1313371658325195,-5.5688371658325195,-6.7563371658325195,-0.7563372850418091,-8.69383716583252,-15.49852466583252,-4.4438371658325195,-13.35008716583252,-4.1313371658325195
circuit,35,random0,control_to_uncertain,patched,-5.2919464111328125,-8.666946411132812,-6.8544464111328125,-4.6669464111328125,-6.0419464111328125,-1.1669464111328125,-9.229446411132812,-14.057571411132812,-3.6044464111328125,-12.604446411132812,-3.4169464111328125
circuit,35,random1,control_to_uncertain,patched,-4.490706920623779,-8.678207397460938,-6.803206920623779,-5.053206920623779,-5.553206920623779,-1.6157069206237793,-8.928207397460938,-13.428207397460938,-3.5532069206237793,-11.896957397460938,-3.7407069206237793
circuit,35,random2,control_to_uncertain,patched,-5.154633522033691,-8.154633522033691,-6.779633522033691,-4.592133522033691,-4.279633522033691,-1.1546334028244019,-8.717133522033691,-13.795258522033691,-3.7171335220336914,-12.404633522033691,-3.4046335220336914
circuit,35,random3,control_to_uncertain,patched,-5.16560173034668,-7.97810173034668,-6.47810173034668,-4.60310173034668,-4.79060173034668,-1.3531017303466797,-8.97810173034668,-13.35310173034668,-3.5406017303466797,-11.94685173034668,-3.6656017303466797
circuit,35,random4,control_to_uncertain,patched,-4.956407070159912,-6.518907070159912,-6.893907070159912,-4.581407070159912,-4.331407070159912,-1.5189071893692017,-9.36265754699707,-14.22203254699707,-4.331407070159912,-12.67515754699707,-4.331407070159912
circuit,35,random5,control_to_uncertain,patched,-4.83683443069458,-8.586833953857422,-6.71183443069458,-4.83683443069458,-5.46183443069458,-1.39933443069458,-9.149333953857422,-13.477458953857422,-3.46183443069458,-12.180583953857422,-2.96183443069458
circuit,35,random6,control_to_uncertain,patched,-4.437949180603027,-8.437949180603027,-6.687949180603027,-4.500449180603027,-5.500449180603027,-1.3129490613937378,-9.625449180603027,-13.750449180603027,-3.6879491806030273,-12.531699180603027,-3.1879491806030273
circuit,35,random7,control_to_uncertain,patched,-5.130077838897705,-8.692577362060547,-6.692577838897705,-4.817577838897705,-5.505077838897705,-1.1925777196884155,-9.192577362060547,-13.739452362060547,-3.505077838897705,-12.286327362060547,-3.255077838897705
circuit,35,random8,control_to_uncertain,patched,-4.711450576782227,-7.648950576782227,-6.336450576782227,-5.273950576782227,-4.836450576782227,-1.1489506959915161,-9.086450576782227,-13.367700576782227,-4.086450576782227,-11.930200576782227,-3.5864505767822266
circuit,35,random9,control_to_uncertain,patched,-4.925192832946777,-8.612692832946777,-6.800192832946777,-5.237692832946777,-5.675192832946777,-1.9251928329467773,-10.143942832946777,-13.487692832946777,-3.9251928329467773,-12.550192832946777,-3.4251928329467773
circuit,35,random10,control_to_uncertain,patched,-4.640329837799072,-7.952829837799072,-6.452829837799072,-4.390329837799072,-4.827829837799072,-1.2028298377990723,-9.202829360961914,-13.530954360961914,-4.202829837799072,-12.109079360961914,-3.7028298377990723
circuit,35,random11,control_to_uncertain,patched,-4.491662979125977,-7.679162979125977,-7.366662979125977,-4.679162979125977,-5.554162979125977,-1.2416627407073975,-9.585412979125977,-14.007287979125977,-3.9916627407073975,-12.429162979125977,-3.4916627407073975
circuit,35,random12,control_to_uncertain,patched,-5.208781719207764,-8.208782196044922,-6.583781719207764,-4.646281719207764,-4.896281719207764,-1.3962818384170532,-9.083782196044922,-13.599407196044922,-3.9587817192077637,-12.240032196044922,-3.9587817192077637
circuit,35,random13,control_to_uncertain,patched,-4.47286319732666,-7.78536319732666,-6.72286319732666,-4.84786319732666,-6.03536319732666,-1.2228630781173706,-9.50411319732666,-13.45723819732666,-3.53536319732666,-12.22286319732666,-3.53536319732666
circuit,35,random14,control_to_uncertain,patched,-4.134599685668945,-7.947099685668945,-6.697099685668945,-5.572099685668945,-5.572099685668945,-1.2595995664596558,-9.322099685668945,-13.556474685668945,-3.3845996856689453,-12.290849685668945,-3.5095996856689453
circuit,35,random15,control_to_uncertain,patched,-5.398862361907959,-8.8988618850708,-6.461362361907959,-4.961362361907959,-5.023862361907959,-1.2738622426986694,-9.0863618850708,-13.5863618850708,-3.648862361907959,-12.2426118850708,-3.586362361907959
circuit,35,random16,control_to_uncertain,patched,-4.711662292480469,-8.774162292480469,-6.836662292480469,-4.711662292480469,-4.774162292480469,-1.2116622924804688,-9.149162292480469,-13.930412292480469,-3.5866622924804688,-12.492912292480469,-3.3991622924804688
circuit,35,random17,control_to_uncertain,patched,-4.538651943206787,-8.476152420043945,-6.726151943206787,-4.913651943206787,-4.976151943206787,-1.163651943206787,-9.351152420043945,-13.866777420043945,-3.788651943206787,-12.444902420043945,-3.476151943206787
circuit,35,random18,control_to_uncertain,patched,-4.059811592102051,-7.809811592102051,-6.559811592102051,-4.372311592102051,-5.559811592102051,-1.4973118305206299,-9.74731159210205,-13.80981159210205,-4.122311592102051,-12.37231159210205,-3.62231183052063
circuit,35,random19,control_to_uncertain,patched,-5.332114219665527,-8.269614219665527,-6.957114219665527,-5.082114219665527,-6.644614219665527,-1.207114338874817,-9.582114219665527,-14.035239219665527,-3.8321142196655273,-12.832114219665527,-3.3946142196655273
circuit,35,random20,control_to_uncertain,patched,-4.775727272033691,-8.713227272033691,-6.900727272033691,-4.900727272033691,-4.963227272033691,-1.3382272720336914,-9.213227272033691,-13.510102272033691,-3.9007272720336914,-12.275727272033691,-3.1507272720336914
circuit,35,random21,control_to_uncertain,patched,-5.342532634735107,-8.967533111572266,-6.467532634735107,-5.280032634735107,-5.592532634735107,-1.030032753944397,-8.780033111572266,-13.998783111572266,-2.8425326347351074,-12.498783111572266,-3.3425326347351074
circuit,35,random22,control_to_uncertain,patched,-5.156264305114746,-7.781264305114746,-6.468764305114746,-5.343764305114746,-5.031264305114746,-1.281264066696167,-9.156264305114746,-13.406264305114746,-3.156264066696167,-11.781264305114746,-3.531264066696167
circuit,35,random23,control_to_uncertain,patched,-5.364887714385986,-9.052388191223145,-7.052387714385986,-5.614887714385986,-6.177387714385986,-1.1148878335952759,-9.364888191223145,-14.364888191223145,-3.0523877143859863,-13.146138191223145,-3.0523877143859863
circuit,35,random24,control_to_uncertain,patched,-3.840160846710205,-7.715160846710205,-7.590160846710205,-4.402660846710205,-4.777660846710205,-1.9026607275009155,-9.090160369873047,-13.871410369873047,-4.340160846710205,-12.652660369873047,-3.590160846710205
circuit,35,random25,control_to_uncertain,patched,-4.687603950500488,-8.750103950500488,-6.937603950500488,-4.625103950500488,-5.125103950500488,-1.2501039505004883,-9.562603950500488,-13.921978950500488,-3.6876039505004883,-12.562603950500488,-3.3751039505004883
circuit,35,random26,control_to_uncertain,patched,-4.575128078460693,-8.075128555297852,-6.637628078460693,-5.012628078460693,-5.325128078460693,-1.4501280784606934,-9.481378555297852,-13.372003555297852,-3.7626280784606934,-12.137628555297852,-3.7001280784606934
circuit,35,random27,control_to_uncertain,patched,-4.5769453048706055,-7.3894453048706055,-7.0144453048706055,-4.7019453048706055,-4.9519453048706055,-1.514445424079895,-9.295695304870605,-13.936320304870605,-4.0144453048706055,-12.858195304870605,-3.7019453048706055
circuit,35,random28,control_to_uncertain,patched,-4.548031806945801,-8.4855318069458,-7.423031806945801,-4.110531806945801,-5.610531806945801,-1.4855320453643799,-9.2355318069458,-13.7511568069458,-3.67303204536438,-12.3605318069458,-3.61053204536438
circuit,35,random29,control_to_uncertain,patched,-5.503150939941406,-8.628150939941406,-6.690650939941406,-4.753150939941406,-4.440650939941406,-1.1281507015228271,-8.628150939941406,-13.518775939941406,-3.128150701522827,-12.034400939941406,-3.190650701522827
