n_neurons,rec_top,rec_random_mean,rec_random_sd,frac_of_window
10,0.28749460369091673,0.00769203927542432,0.00615069471158566,4.650297619047619e-05
30,0.49039691882362835,0.010381113957965081,0.006375553135163051,0.00013950892857142856
100,0.5442346932239261,0.006423181976981241,0.009334226229072115,0.0004650297619047619
300,0.6585800115988365,0.013327824299464242,0.027276711233572896,0.0013950892857142857
