neuron_id,score_all,cos_out_with_direction,corr_act_with_prev_direction
L17_N5607,-0.3776843547821045,-0.2081691324710846,-0.5283670088123796
L18_N6394,-0.35042718052864075,0.10257971286773682,0.3871473468984103
L18_N8429,-0.24593380093574524,-0.16191810369491577,-0.8362003201547092
L16_N12347,0.23080459237098694,0.01192119624465704,-0.31620190043008334
L17_N11316,-0.21102187037467957,-0.09881475567817688,-0.45936253078426204
L21_N8761,-0.20419558882713318,0.1297500729560852,0.5449856677449312
L24_N10925,-0.20226657390594482,-0.06957811862230301,-0.30205378368847435
L16_N9086,-0.1991967409849167,0.0483691543340683,0.37318157991078926
L14_N1518,-0.18915261328220367,0.09139752388000488,0.3479041989383435
L16_N1227,0.18189026415348053,-0.03723899647593498,0.434571152709022
L13_N2212,-0.17620821297168732,-0.10359055548906326,-0.05173604280574506
L21_N6349,-0.15696603059768677,-0.06365308910608292,-0.48858004792532106
L18_N2351,0.14252285659313202,-0.049235887825489044,-0.8064287691434762
L17_N9172,-0.14107468724250793,0.18042795360088348,0.42505299738407115
L17_N2810,0.1406814306974411,0.016997607424855232,-0.3544830361823943
L20_N8953,0.14056886732578278,-0.02160957269370556,-0.5786565067969471
L20_N9424,0.12981317937374115,0.06379266083240509,0.3563567437139842
L20_N12078,0.1274450421333313,-0.06283143907785416,0.6781185411743083
L17_N8326,-0.12548966705799103,-0.13219505548477173,-0.5267175025139627
L20_N9082,-0.12168630212545395,-0.08994761854410172,-0.6075787146950038
L15_N11966,-0.1211235299706459,0.08789075911045074,0.21615221698045797
L22_N3334,0.11837824434041977,-0.045242320746183395,0.49305172738055303
L18_N7056,0.11806678771972656,-0.027873829007148743,0.6773339848149569
L16_N9686,-0.10877637565135956,0.06900075823068619,0.6688707990606892
L18_N2546,-0.10674916207790375,-0.11081051826477051,-0.4765136308349476
L19_N14030,-0.10269112884998322,-0.21219980716705322,0.3310271504657162
L19_N12457,-0.10142775624990463,0.00773413572460413,0.27003203271805026
L16_N6443,0.10019862651824951,0.012246603146195412,0.14086139433290443
L24_N6721,0.0964188352227211,0.032173193991184235,0.48393474876648696
L15_N5679,-0.09630339592695236,0.055104002356529236,0.10701762690811996
L21_N4937,-0.09457594901323318,0.0834268257021904,0.7737397466348321
L14_N3405,0.09345176070928574,-0.2303016632795334,-0.19762218978339183
L14_N11430,-0.0898737758398056,-0.009032143279910088,-0.5876942321589188
L26_N6522,0.08921191841363907,0.0956253632903099,0.03287412272191324
L21_N4332,0.08840100467205048,0.039796341210603714,-0.5731939592609524
L14_N4589,0.08520398288965225,0.012705189175903797,0.0012953833638488692
L17_N10179,-0.08493270725011826,0.06641558557748795,0.21401943376060117
L17_N10831,0.08459882438182831,0.1387137621641159,0.04947656939816679
L14_N2672,0.08176501840353012,-0.010699838399887085,-0.03180214671649797
L19_N2223,-0.08028355985879898,-0.04606730490922928,-0.8229349340216502
L17_N2578,-0.07978076487779617,0.050533805042505264,0.1548808100124032
L16_N2991,-0.07886064052581787,-0.06466471403837204,-0.2507614026361995
L20_N12816,0.0781753808259964,-0.029829595237970352,-0.42591959994800843
L19_N9441,0.07727092504501343,0.0171053484082222,0.5416335805340782
L16_N4434,-0.07496525347232819,-0.02087845653295517,-0.08704938871350061
L22_N11208,-0.07458305358886719,-0.08085226267576218,-0.6171548900557072
L13_N5122,-0.07223732769489288,0.10603880137205124,-0.11778613165375404
L23_N2789,-0.07112941890954971,-0.09221307188272476,-0.5734251386392306
L20_N2452,0.07082097232341766,0.04088139533996582,-0.8310901352664996
L16_N3669,-0.06979572772979736,-0.055425480008125305,-0.5068974132374416
