neuron_id,layer,neuron,score_last,score_all,abs_all
L13_N4038,13,4038,-0.014964452013373375,-0.025952452793717384,0.025952452793717384
L12_N13758,12,13758,9.423497976968065e-05,0.025942018255591393,0.025942018255591393
L15_N3218,15,3218,-0.013388186693191528,-0.02580723538994789,0.02580723538994789
L17_N12760,17,12760,-0.00034133452572859824,-0.025800298899412155,0.025800298899412155
L14_N6249,14,6249,0.004978145472705364,0.02576237916946411,0.02576237916946411
L19_N6557,19,6557,-0.0016260606935247779,0.02574368380010128,0.02574368380010128
L22_N6590,22,6590,0.0005841236561536789,-0.025604132562875748,0.025604132562875748
L18_N126,18,126,-0.0007977393688634038,0.025449026376008987,0.025449026376008987
L20_N12648,20,12648,0.001368948956951499,-0.02544694021344185,0.02544694021344185
L12_N10054,12,10054,-0.002024836139753461,-0.025379622355103493,0.025379622355103493
L14_N9157,14,9157,-0.003444407135248184,-0.025375282391905785,0.025375282391905785
L25_N4969,25,4969,0.018832098692655563,0.025366419926285744,0.025366419926285744
L25_N5344,25,5344,-0.025656651705503464,-0.02534780278801918,0.02534780278801918
L24_N10782,24,10782,-0.024486273527145386,-0.02527289092540741,0.02527289092540741
L13_N4847,13,4847,0.0018261272925883532,-0.02526826784014702,0.02526826784014702
L16_N3238,16,3238,-0.0006636626203544438,-0.02526051737368107,0.02526051737368107
L19_N525,19,525,-0.0007969138096086681,0.025225529447197914,0.025225529447197914
L17_N10466,17,10466,0.0014958068495616317,0.025203844532370567,0.025203844532370567
L20_N10194,20,10194,-0.0009599266340956092,-0.025197815150022507,0.025197815150022507
L20_N1486,20,1486,0.017550615593791008,0.025145435705780983,0.025145435705780983
L15_N9694,15,9694,0.0003130371624138206,-0.025125112384557724,0.025125112384557724
L14_N11411,14,11411,-0.0032888706773519516,0.02512005902826786,0.02512005902826786
L17_N5919,17,5919,0.00043074562563560903,-0.025114651769399643,0.025114651769399643
L15_N2278,15,2278,-0.014617575332522392,-0.025023087859153748,0.025023087859153748
L15_N12757,15,12757,-0.021716291084885597,-0.024996254593133926,0.024996254593133926
L13_N12759,13,12759,-0.0007798924925737083,0.024990025907754898,0.024990025907754898
L14_N3236,14,3236,-0.016917431727051735,-0.024967407807707787,0.024967407807707787
L15_N12870,15,12870,-0.00033166498178616166,0.024901915341615677,0.024901915341615677
L14_N8999,14,8999,-0.0020488030277192593,0.024813583120703697,0.024813583120703697
L13_N8648,13,8648,0.016334420070052147,0.024805348366498947,0.024805348366498947
L14_N13899,14,13899,0.0012364413123577833,-0.024700019508600235,0.024700019508600235
L19_N6904,19,6904,0.010088523849844933,0.024698862805962563,0.024698862805962563
L25_N1003,25,1003,0.0018101080786436796,-0.02466082200407982,0.02466082200407982
L14_N75,14,75,0.0009497792343609035,0.02456275001168251,0.02456275001168251
L18_N13565,18,13565,0.0008923462592065334,-0.024525057524442673,0.024525057524442673
L13_N10918,13,10918,0.000403679528972134,-0.02444339171051979,0.02444339171051979
L17_N11981,17,11981,0.0005338133196346462,0.02441178821027279,0.02441178821027279
L13_N4357,13,4357,-0.00022939042537473142,-0.02433101460337639,0.02433101460337639
L18_N4138,18,4138,0.0017667632782831788,0.024328632280230522,0.024328632280230522
L24_N3448,24,3448,0.02213827706873417,0.024316899478435516,0.024316899478435516
L18_N1483,18,1483,-0.005823309998959303,-0.0242939293384552,0.0242939293384552
L19_N2110,19,2110,-0.0011891251197084785,-0.02428499050438404,0.02428499050438404
