kind,layer,index,drop_recovery,marginal
neuron,14,1518,0.8137707306000533,0.005571068515226041
neuron,16,1227,0.8137962250489502,0.005545574066329162
neuron,20,8953,0.813819054016262,0.005522745099017401
neuron,16,4434,0.813847055406671,0.005494743708608363
neuron,24,10925,0.8138512141022671,0.00549058501301225
neuron,19,12457,0.813891572594892,0.005450226520387402
neuron,14,7309,0.8140907362654882,0.005251062849791155
neuron,21,6349,0.814091822920384,0.005249976194895423
neuron,14,11430,0.8141363936671452,0.005205405448134193
neuron,14,4109,0.8142031713288281,0.005138627786451244
neuron,14,2672,0.8142553991945889,0.0050863999206904875
neuron,20,8899,0.8142743997303592,0.005067399384920179
neuron,14,3444,0.8143076356556067,0.005034163459672669
neuron,25,1472,0.8143257205727308,0.0050160785425485965
neuron,20,7469,0.8143960263108169,0.0049457728044625116
neuron,20,9082,0.814488389821507,0.004853409293772426
neuron,16,13602,0.8145041995753765,0.004837599539902926
neuron,21,4332,0.814509852090087,0.004831947025192407
neuron,16,9086,0.8145500788845375,0.004791720230741925
neuron,17,10831,0.8146729490096627,0.004668850105616684
neuron,18,8429,0.8147355847364818,0.004606214378797602
neuron,13,14007,0.8148571087955583,0.004484690319721096
neuron,16,11462,0.8148984844499917,0.00444331466528769
neuron,21,13120,0.8149087532121484,0.004433045903130983
neuron,17,2578,0.8150304359216665,0.004311363193612916
head,10,24,0.8151088161055173,0.004232983009762048
neuron,23,5876,0.8151936030021442,0.004148196113135216
neuron,13,5122,0.8152014105364418,0.004140388578837584
neuron,17,2810,0.815205400050347,0.00413639906493235
neuron,14,4754,0.8152353441680503,0.004106454947229055
neuron,18,6394,0.81526977826679,0.004072020848489344
neuron,24,679,0.8152882325197679,0.004053566595511482
neuron,22,3127,0.8154038767079852,0.003937922407294181
neuron,12,11760,0.8156604850524779,0.0036813140628014773
neuron,19,144,0.8156846855885509,0.0036571135267284838
head,11,4,0.8157317137651647,0.0036100853501146446
neuron,20,2673,0.8157488789329959,0.003592920182283521
neuron,20,12078,0.8157927558721461,0.0035490432431333208
neuron,17,8326,0.8158172305428667,0.0035245685724126785
neuron,19,2045,0.8158424897265725,0.003499309388706906
neuron,15,12132,0.8158455230480243,0.0034962760672551108
neuron,15,10929,0.8158698386997526,0.003471960415526776
neuron,23,2789,0.8158967544330423,0.003445044682237053
neuron,20,2452,0.8159000133161645,0.003441785799114916
neuron,18,10965,0.8159313298317942,0.003410469283485207
neuron,16,11339,0.815975590038996,0.0033662090762833774
neuron,15,5679,0.8160794697619369,0.0032623293533424746
neuron,19,14030,0.8160797328690618,0.0032620662462176098
neuron,14,14173,0.8160987565798311,0.0032430425354482706
neuron,19,7074,0.8161116891540676,0.003230109961211758
neuron,18,8841,0.8161752355251933,0.0031665635900860467
neuron,24,6721,0.8163763731654784,0.0029654259498009816
neuron,16,11035,0.8164037632466301,0.002938035868649269
neuron,18,7056,0.816533567345374,0.0028082317699054116
neuron,17,9172,0.8166523089688092,0.0026894901464701304
neuron,20,12816,0.8166749985004589,0.002666800614820497
neuron,16,13926,0.8167068412720176,0.0026349578432617315
neuron,20,9424,0.8167097820074932,0.0026320171077861554
neuron,14,2585,0.816762962690474,0.0025788364248053863
neuron,18,7148,0.8172517658584553,0.0020900332568241087
neuron,22,11208,0.8172596735824057,0.00208212553287368
neuron,13,5922,0.8173108601312096,0.0020309389840698078
neuron,19,2223,0.8176118427962316,0.0017299563190478207
neuron,15,6388,0.8178090991923557,0.0015326999229237082
neuron,21,13209,0.8178654462163304,0.001476352898948985
neuron,22,3766,0.8178694557567228,0.001472343358556616
neuron,21,3205,0.8179743794953427,0.001367419619936694
neuron,17,9282,0.8180692474124508,0.0012725517028285838
neuron,16,2991,0.8180852673629058,0.001256531752373613
neuron,14,5792,0.8184284858146783,0.0009133133006010707
neuron,16,458,0.8184801117731353,0.0008616873421440907
neuron,17,10179,0.8188791412781575,0.00046265783712184927
head,7,1,0.8189714391024318,0.0003703600128476259
neuron,19,10869,0.8194144684548287,-7.266933954930277e-05
neuron,19,9441,0.8207926649097247,-0.0014508657944453107
neuron,15,4419,0.8219195229620324,-0.002577723846753033
head,8,6,0.8254272435267909,-0.006085444411511487
neuron,21,8761,0.8258187794404864,-0.006476980325207049
head,31,24,0.827860266815136,-0.008518467699856647
neuron,22,456,0.831675580375314,-0.012333781260034593
head,10,27,0.8341618834281753,-0.014820084312895943
