pair,layer,positions,rec
10,8,last,0.011219663263504721
10,8,all,0.06034739078909307
10,9,last,0.009204324265738481
10,9,all,0.15622886037424888
10,10,last,0.014037874969969515
10,10,all,0.11041652166367905
10,11,last,-0.017573043499034734
10,11,all,0.015093944871734278
10,12,last,-0.032904052096208
10,12,all,-0.01622633848573548
10,13,last,0.023232943175755204
10,13,all,0.017418896489429837
10,14,last,-0.029356654191842028
10,14,all,0.03466927063592028
10,15,last,-0.012000093905055164
10,15,all,0.13144840997954255
10,16,last,-0.04538010915118207
10,16,all,0.0073347811396867685
10,17,last,-0.01945106703755716
10,17,all,0.02482604553919445
10,18,last,0.15098460432825775
10,18,all,0.1516363162701574
10,19,last,-0.006995228526949252
10,19,all,0.1443852274937868
10,20,last,0.060829223004959694
10,20,all,0.09179842245712505
10,21,last,0.15991480184637194
10,21,all,0.2830592333024557
10,22,last,0.038341134106243645
10,22,all,0.05962461661037707
10,23,last,0.07576074729394693
10,23,all,0.1182780708633608
10,24,last,0.055393588870223935
10,24,all,0.11306654714111333
10,25,last,0.03181830075079574
10,25,all,0.021548624668423628
10,26,last,-0.0470896103467651
10,26,all,-0.08067106124398757
10,27,last,-0.04095594518799161
10,27,all,-0.11815008902881799
10,28,last,0.06844385775618007
10,28,all,0.12051056530119271
10,29,last,-0.06027903039100596
10,29,all,-0.06541133465041724
10,30,last,0.019630603574742063
10,30,all,0.020954065018495057
10,31,last,0.18959535349927156
10,31,all,0.18959535349927156
11,0,last,0.0005011644484919358
11,0,all,-0.11413761982213894
11,1,last,0.008449626143269289
11,1,all,-0.121722188335856
11,2,last,0.0013600866885329797
11,2,all,-0.2988420356460318
11,3,last,0.0004836947341469527
11,3,all,0.3190424504048211
11,4,last,0.0011072763491487422
11,4,all,-0.10881035798415513
11,5,last,0.002075957478392369
11,5,all,-0.17793113955269588
11,6,last,-0.018924156865893205
