neuron_id,layer,neuron,score_last,score_all,abs_all
L20_N10528,20,10528,0.0007218969985842705,-0.010341816581785679,0.010341816581785679
L19_N8506,19,8506,0.0005609630607068539,-0.01034148596227169,0.01034148596227169
L21_N6871,21,6871,-0.009612927213311195,-0.01033621747046709,0.01033621747046709
L15_N8573,15,8573,0.00587477395310998,0.010325967334210873,0.010325967334210873
L14_N7276,14,7276,-0.002017986262217164,-0.010312504135072231,0.010312504135072231
L22_N8118,22,8118,-0.010832817293703556,-0.010309798642992973,0.010309798642992973
L17_N14159,17,14159,0.002146998653188348,0.010309016332030296,0.010309016332030296
L13_N4511,13,4511,-0.00032363299396820366,0.01030818559229374,0.01030818559229374
L16_N1800,16,1800,0.008224147371947765,0.010307750664651394,0.010307750664651394
L13_N1289,13,1289,-0.00826934352517128,-0.010307560674846172,0.010307560674846172
L15_N9706,15,9706,0.0011417482746765018,0.010306457057595253,0.010306457057595253
L19_N9535,19,9535,0.0017785331001505256,0.010304833762347698,0.010304833762347698
L12_N591,12,591,-0.0005202085012570024,-0.0102913286536932,0.0102913286536932
L13_N2861,13,2861,0.0038558938540518284,0.010289456695318222,0.010289456695318222
L24_N5318,24,5318,-0.00030543317552655935,0.010285584256052971,0.010285584256052971
L15_N326,15,326,0.009801273234188557,0.010275119915604591,0.010275119915604591
L20_N3914,20,3914,0.0001206082888529636,0.010274110361933708,0.010274110361933708
L15_N1451,15,1451,-0.0015391928609460592,-0.010273125022649765,0.010273125022649765
L19_N1399,19,1399,0.004035561345517635,0.010270960628986359,0.010270960628986359
L17_N12447,17,12447,-0.0008199537405744195,-0.010268603451550007,0.010268603451550007
L12_N5503,12,5503,-0.0035794961731880903,-0.010261407122015953,0.010261407122015953
L16_N2744,16,2744,-8.157128831953742e-06,0.010259831324219704,0.010259831324219704
L20_N9768,20,9768,-0.0021576862782239914,-0.01025865226984024,0.01025865226984024
L15_N692,15,692,0.008968438021838665,0.010257639922201633,0.010257639922201633
L16_N6084,16,6084,0.002533162012696266,0.010247694328427315,0.010247694328427315
L15_N2011,15,2011,0.00016356744163203984,-0.010240807197988033,0.010240807197988033
L15_N1381,15,1381,-0.00037190242437645793,-0.01023204904049635,0.01023204904049635
L20_N11668,20,11668,-0.006468163337558508,-0.010231133550405502,0.010231133550405502
