pair,arm,layer,group,pos,rank_unknown
10,uncertain,27,entity,37,86413
10,uncertain,27,entity,38,108372
10,uncertain,27,entity,39,35070
10,uncertain,27,readout,49,4235
10,uncertain,28,entity,35,6135
10,uncertain,28,entity,36,12237
10,uncertain,28,entity,37,82206
10,uncertain,28,entity,38,82053
10,uncertain,28,entity,39,25107
10,uncertain,28,readout,49,944
10,uncertain,29,entity,35,7650
10,uncertain,29,entity,36,16282
10,uncertain,29,entity,37,93318
10,uncertain,29,entity,38,60466
10,uncertain,29,entity,39,21398
10,uncertain,29,readout,49,674
10,uncertain,30,entity,35,5627
10,uncertain,30,entity,36,16360
10,uncertain,30,entity,37,61413
10,uncertain,30,entity,38,39419
10,uncertain,30,entity,39,17625
10,uncertain,30,readout,49,585
10,control,0,entity,35,57646
10,control,0,entity,36,30772
10,control,0,entity,37,23598
10,control,0,entity,38,2089
10,control,0,entity,39,10499
10,control,0,entity,40,69364
10,control,0,entity,41,46057
10,control,0,readout,51,15179
10,control,1,entity,35,58378
10,control,1,entity,36,118877
10,control,1,entity,37,52369
10,control,1,entity,38,18836
10,control,1,entity,39,15984
10,control,1,entity,40,110734
10,control,1,entity,41,87160
10,control,1,readout,51,14971
10,control,2,entity,35,18942
10,control,2,entity,36,69884
10,control,2,entity,37,11550
10,control,2,entity,38,2107
10,control,2,entity,39,5364
10,control,2,entity,40,8753
10,control,2,entity,41,25663
10,control,2,readout,51,438
10,control,3,entity,35,42806
10,control,3,entity,36,111112
10,control,3,entity,37,40813
10,control,3,entity,38,16108
10,control,3,entity,39,45980
10,control,3,entity,40,40580
10,control,3,entity,41,67393
10,control,3,readout,51,1370
10,control,4,entity,35,16054
10,control,4,entity,36,123408
10,control,4,entity,37,10073
10,control,4,entity,38,3218
10,control,4,entity,39,15989
10,control,4,entity,40,27248
10,control,4,entity,41,56410
10,control,4,readout,51,594
10,control,5,entity,35,13089
10,control,5,entity,36,120340
10,control,5,entity,37,19072
10,control,5,entity,38,8801
10,control,5,entity,39,80101
10,control,5,entity,40,41030
10,control,5,entity,41,32326
10,control,5,readout,51,461
10,control,6,entity,35,37993
10,control,6,entity,36,125804
10,control,6,entity,37,12119
10,control,6,entity,38,9872
10,control,6,entity,39,117935
10,control,6,entity,40,92465
10,control,6,entity,41,43481
10,control,6,readout,51,388
10,control,7,entity,35,6561
10,control,7,entity,36,122399
10,control,7,entity,37,8118
10,control,7,entity,38,8301
10,control,7,entity,39,114722
10,control,7,entity,40,114907
10,control,7,entity,41,10295
10,control,7,readout,51,655
10,control,8,entity,35,533
10,control,8,entity,36,106307
10,control,8,entity,37,4242
10,control,8,entity,38,7875
10,control,8,entity,39,96583
10,control,8,entity,40,18286
10,control,8,entity,41,5854
10,control,8,readout,51,671
10,control,9,entity,35,479
10,control,9,entity,36,102814
10,control,9,entity,37,9586
10,control,9,entity,38,11363
10,control,9,entity,39,86690
10,control,9,entity,40,70303
10,control,9,entity,41,9074
10,control,9,readout,51,176
10,control,10,entity,35,302
10,control,10,entity,36,69660
10,control,10,entity,37,5455
10,control,10,entity,38,14070
10,control,10,entity,39,103137
10,control,10,entity,40,80547
10,control,10,entity,41,13396
10,control,10,readout,51,223
10,control,11,entity,35,612
10,control,11,entity,36,35001
10,control,11,entity,37,5906
10,control,11,entity,38,19370
10,control,11,entity,39,68885
10,control,11,entity,40,33325
10,control,11,entity,41,3278
10,control,11,readout,51,527
10,control,12,entity,35,427
10,control,12,entity,36,61072
10,control,12,entity,37,11345
10,control,12,entity,38,14821
10,control,12,entity,39,59648
10,control,12,entity,40,10276
10,control,12,entity,41,2564
10,control,12,readout,51,708
10,control,13,entity,35,2652
10,control,13,entity,36,111261
10,control,13,entity,37,35114
10,control,13,entity,38,59523
10,control,13,entity,39,104253
10,control,13,entity,40,57294
10,control,13,entity,41,15767
10,control,13,readout,51,8206
10,control,14,entity,35,4629
10,control,14,entity,36,111057
10,control,14,entity,37,32865
10,control,14,entity,38,33950
10,control,14,entity,39,70766
10,control,14,entity,40,51195
10,control,14,entity,41,7222
10,control,14,readout,51,1638
10,control,15,entity,35,5723
10,control,15,entity,36,125775
10,control,15,entity,37,51373
10,control,15,entity,38,19815
10,control,15,entity,39,16358
10,control,15,entity,40,34071
10,control,15,entity,41,11901
10,control,15,readout,51,3443
10,control,16,entity,35,14482
10,control,16,entity,36,121715
10,control,16,entity,37,29175
10,control,16,entity,38,10997
10,control,16,entity,39,22365
10,control,16,entity,40,67207
10,control,16,entity,41,33593
10,control,16,readout,51,4486
10,control,17,entity,35,10158
10,control,17,entity,36,124584
10,control,17,entity,37,35837
10,control,17,entity,38,13917
10,control,17,entity,39,17470
10,control,17,entity,40,90335
10,control,17,entity,41,24467
10,control,17,readout,51,739
10,control,18,entity,35,11854
10,control,18,entity,36,88498
10,control,18,entity,37,35836
10,control,18,entity,38,44192
10,control,18,entity,39,18851
10,control,18,entity,40,89401
10,control,18,entity,41,41351
10,control,18,readout,51,605
10,control,19,entity,35,15056
10,control,19,entity,36,77434
10,control,19,entity,37,25021
10,control,19,entity,38,11048
10,control,19,entity,39,15889
10,control,19,entity,40,55898
10,control,19,entity,41,67746
10,control,19,readout,51,356
10,control,20,entity,35,21168
10,control,20,entity,36,79296
10,control,20,entity,37,72232
10,control,20,entity,38,22374
10,control,20,entity,39,39442
10,control,20,entity,40,76380
10,control,20,entity,41,71743
10,control,20,readout,51,680
10,control,21,entity,35,20735
10,control,21,entity,36,63095
10,control,21,entity,37,27185
10,control,21,entity,38,13972
10,control,21,entity,39,44939
10,control,21,entity,40,41468
10,control,21,entity,41,25788
10,control,21,readout,51,262
10,control,22,entity,35,20421
10,control,22,entity,36,74280
10,control,22,entity,37,12213
10,control,22,entity,38,21649
10,control,22,entity,39,10953
10,control,22,entity,40,42598
10,control,22,entity,41,20562
10,control,22,readout,51,282
10,control,23,entity,35,13386
10,control,23,entity,36,68414
10,control,23,entity,37,9478
10,control,23,entity,38,5475
10,control,23,entity,39,8296
10,control,23,entity,40,16607
10,control,23,entity,41,15356
10,control,23,readout,51,168
10,control,24,entity,35,20051
10,control,24,entity,36,68684
10,control,24,entity,37,48669
10,control,24,entity,38,25295
10,control,24,entity,39,19539
10,control,24,entity,40,19656
10,control,24,entity,41,27425
10,control,24,readout,51,322
10,control,25,entity,35,13327
10,control,25,entity,36,64965
10,control,25,entity,37,55115
10,control,25,entity,38,8517
10,control,25,entity,39,11950
10,control,25,entity,40,16554
10,control,25,entity,41,19745
10,control,25,readout,51,287
10,control,26,entity,35,13410
10,control,26,entity,36,83133
10,control,26,entity,37,70300
10,control,26,entity,38,11557
10,control,26,entity,39,9702
10,control,26,entity,40,18610
10,control,26,entity,41,27616
10,control,26,readout,51,262
10,control,27,entity,35,6295
10,control,27,entity,36,48274
10,control,27,entity,37,66491
10,control,27,entity,38,7079
10,control,27,entity,39,12964
10,control,27,entity,40,10238
10,control,27,entity,41,14432
10,control,27,readout,51,102
10,control,28,entity,35,6161
10,control,28,entity,36,38624
10,control,28,entity,37,37938
10,control,28,entity,38,2665
10,control,28,entity,39,11701
10,control,28,entity,40,11166
10,control,28,entity,41,7582
10,control,28,readout,51,70
10,control,29,entity,35,7573
10,control,29,entity,36,58586
10,control,29,entity,37,47029
10,control,29,entity,38,18273
10,control,29,entity,39,11296
10,control,29,entity,40,5143
10,control,29,entity,41,26778
10,control,29,readout,51,173
10,control,30,entity,35,5572
10,control,30,entity,36,49775
10,control,30,entity,37,30235
10,control,30,entity,38,9909
10,control,30,entity,39,4719
10,control,30,entity,40,2252
10,control,30,entity,41,9155
10,control,30,readout,51,103
11,uncertain,0,entity,35,57701
11,uncertain,0,entity,36,21734
11,uncertain,0,entity,37,125672
11,uncertain,0,entity,38,70616
11,uncertain,0,entity,39,44782
11,uncertain,0,readout,49,15936
11,uncertain,1,entity,35,58508
11,uncertain,1,entity,36,65096
11,uncertain,1,entity,37,125379
11,uncertain,1,entity,38,82882
11,uncertain,1,entity,39,79091
11,uncertain,1,readout,49,14231
11,uncertain,2,entity,35,19367
11,uncertain,2,entity,36,19456
11,uncertain,2,entity,37,71252
11,uncertain,2,entity,38,3217
11,uncertain,2,entity,39,40957
11,uncertain,2,readout,49,350
11,uncertain,3,entity,35,42882
11,uncertain,3,entity,36,64569
11,uncertain,3,entity,37,121958
11,uncertain,3,entity,38,77556
11,uncertain,3,entity,39,99161
11,uncertain,3,readout,49,1262
11,uncertain,4,entity,35,16305
11,uncertain,4,entity,36,58060
11,uncertain,4,entity,37,112320
11,uncertain,4,entity,38,33366
11,uncertain,4,entity,39,100690
11,uncertain,4,readout,49,581
11,uncertain,5,entity,35,13383
11,uncertain,5,entity,36,85860
11,uncertain,5,entity,37,118380
11,uncertain,5,entity,38,32330
11,uncertain,5,entity,39,111530
11,uncertain,5,readout,49,510
11,uncertain,6,entity,35,38833
11,uncertain,6,entity,36,114806
11,uncertain,6,entity,37,121400
11,uncertain,6,entity,38,99835
11,uncertain,6,entity,39,119953
11,uncertain,6,readout,49,400
11,uncertain,7,entity,35,6489
11,uncertain,7,entity,36,112927
11,uncertain,7,entity,37,108622
11,uncertain,7,entity,38,66760
11,uncertain,7,entity,39,106347
11,uncertain,7,readout,49,876
11,uncertain,8,entity,35,519
11,uncertain,8,entity,36,71539
11,uncertain,8,entity,37,23533
11,uncertain,8,entity,38,15916
11,uncertain,8,entity,39,53896
11,uncertain,8,readout,49,756
11,uncertain,9,entity,35,468
11,uncertain,9,entity,36,67631
11,uncertain,9,entity,37,69337
11,uncertain,9,entity,38,11857
11,uncertain,9,entity,39,73101
11,uncertain,9,readout,49,190
11,uncertain,10,entity,35,305
11,uncertain,10,entity,36,54763
11,uncertain,10,entity,37,48991
11,uncertain,10,entity,38,21032
11,uncertain,10,entity,39,46830
11,uncertain,10,readout,49,234
11,uncertain,11,entity,35,635
11,uncertain,11,entity,36,26110
11,uncertain,11,entity,37,30781
11,uncertain,11,entity,38,5996
11,uncertain,11,entity,39,30978
11,uncertain,11,readout,49,303
11,uncertain,12,entity,35,450
11,uncertain,12,entity,36,92666
11,uncertain,12,entity,37,91280
11,uncertain,12,entity,38,15231
11,uncertain,12,entity,39,58268
11,uncertain,12,readout,49,367
11,uncertain,13,entity,35,2549
11,uncertain,13,entity,36,107991
11,uncertain,13,entity,37,108796
11,uncertain,13,entity,38,26208
11,uncertain,13,entity,39,89414
11,uncertain,13,readout,49,1129
11,uncertain,14,entity,35,4650
11,uncertain,14,entity,36,109584
11,uncertain,14,entity,37,59871
11,uncertain,14,entity,38,5989
11,uncertain,14,entity,39,32068
11,uncertain,14,readout,49,464
11,uncertain,15,entity,35,5722
11,uncertain,15,entity,36,121357
11,uncertain,15,entity,37,120002
11,uncertain,15,entity,38,12706
11,uncertain,15,entity,39,41469
11,uncertain,15,readout,49,682
11,uncertain,16,entity,35,14699
11,uncertain,16,entity,36,106703
11,uncertain,16,entity,37,126031
11,uncertain,16,entity,38,14980
11,uncertain,16,entity,39,41744
11,uncertain,16,readout,49,2396
11,uncertain,17,entity,35,10348
11,uncertain,17,entity,36,69687
11,uncertain,17,entity,37,119344
11,uncertain,17,entity,38,19328
11,uncertain,17,entity,39,25206
11,uncertain,17,readout,49,64
11,uncertain,18,entity,35,12163
11,uncertain,18,entity,36,74053
11,uncertain,18,entity,37,111566
11,uncertain,18,entity,38,33185
11,uncertain,18,entity,39,58201
11,uncertain,18,readout,49,148
11,uncertain,19,entity,35,15380
11,uncertain,19,entity,36,63979
11,uncertain,19,entity,37,100877
11,uncertain,19,entity,38,26018
11,uncertain,19,entity,39,65783
11,uncertain,19,readout,49,3
11,uncertain,20,entity,35,21443
11,uncertain,20,entity,36,27548
11,uncertain,20,entity,37,79777
11,uncertain,20,entity,38,38542
11,uncertain,20,entity,39,62907
11,uncertain,20,readout,49,4
11,uncertain,21,entity,35,20813
11,uncertain,21,entity,36,18221
11,uncertain,21,entity,37,66946
11,uncertain,21,entity,38,29663
11,uncertain,21,entity,39,51815
11,uncertain,21,readout,49,1
11,uncertain,22,entity,35,20507
11,uncertain,22,entity,36,30404
11,uncertain,22,entity,37,84093
11,uncertain,22,entity,38,24699
11,uncertain,22,entity,39,39076
11,uncertain,22,readout,49,9
11,uncertain,23,entity,35,13600
11,uncertain,23,entity,36,15077
11,uncertain,23,entity,37,25255
11,uncertain,23,entity,38,21963
11,uncertain,23,entity,39,29831
11,uncertain,23,readout,49,9
11,uncertain,24,entity,35,20386
11,uncertain,24,entity,36,21847
11,uncertain,24,entity,37,39415
11,uncertain,24,entity,38,38481
11,uncertain,24,entity,39,59719
11,uncertain,24,readout,49,7
11,uncertain,25,entity,35,13402
11,uncertain,25,entity,36,18205
11,uncertain,25,entity,37,23378
11,uncertain,25,entity,38,38769
11,uncertain,25,entity,39,44064
11,uncertain,25,readout,49,15
11,uncertain,26,entity,35,13634
11,uncertain,26,entity,36,27012
11,uncertain,26,entity,37,31975
11,uncertain,26,entity,38,55090
11,uncertain,26,entity,39,52725
11,uncertain,26,readout,49,29
11,uncertain,27,entity,35,6263
11,uncertain,27,entity,36,17180
11,uncertain,27,entity,37,13878
11,uncertain,27,entity,38,25768
11,uncertain,27,entity,39,44371
11,uncertain,27,readout,49,8
11,uncertain,28,entity,35,6135
11,uncertain,28,entity,36,8937
11,uncertain,28,entity,37,3351
11,uncertain,28,entity,38,18679
11,uncertain,28,entity,39,48323
11,uncertain,28,readout,49,17
11,uncertain,29,entity,35,7650
11,uncertain,29,entity,36,9312
11,uncertain,29,entity,37,10061
11,uncertain,29,entity,38,19676
11,uncertain,29,entity,39,48892
11,uncertain,29,readout,49,50
11,uncertain,30,entity,35,5627
11,uncertain,30,entity,36,17728
11,uncertain,30,entity,37,39864
11,uncertain,30,entity,38,19956
11,uncertain,30,entity,39,38555
11,uncertain,30,readout,49,46
11,control,0,entity,35,57646
11,control,0,entity,36,75309
11,control,0,entity,37,83202
11,control,0,entity,38,16177
11,control,0,entity,39,118885
11,control,0,entity,40,5152
11,control,0,entity,41,18615
11,control,0,readout,51,14536
11,control,1,entity,35,58378
11,control,1,entity,36,119924
11,control,1,entity,37,116171
11,control,1,entity,38,100004
11,control,1,entity,39,124042
11,control,1,entity,40,22034
11,control,1,entity,41,46506
11,control,1,readout,51,14184
11,control,2,entity,35,18942
11,control,2,entity,36,99756
11,control,2,entity,37,82577
11,control,2,entity,38,7301
11,control,2,entity,39,109514
11,control,2,entity,40,1428
11,control,2,entity,41,3813
11,control,2,readout,51,378
11,control,3,entity,35,42806
11,control,3,entity,36,104090
11,control,3,entity,37,117797
11,control,3,entity,38,62645
11,control,3,entity,39,122851
11,control,3,entity,40,38803
11,control,3,entity,41,13721
11,control,3,readout,51,1207
11,control,4,entity,35,16054
11,control,4,entity,36,108357
11,control,4,entity,37,114714
11,control,4,entity,38,16169
11,control,4,entity,39,119316
11,control,4,entity,40,16775
11,control,4,entity,41,2234
11,control,4,readout,51,570
11,control,5,entity,35,13089
11,control,5,entity,36,99238
11,control,5,entity,37,124274
11,control,5,entity,38,24165
11,control,5,entity,39,115748
11,control,5,entity,40,13703
11,control,5,entity,41,5801
11,control,5,readout,51,509
11,control,6,entity,35,37993
11,control,6,entity,36,118788
11,control,6,entity,37,126774
11,control,6,entity,38,35893
11,control,6,entity,39,122711
11,control,6,entity,40,43444
11,control,6,entity,41,6958
11,control,6,readout,51,417
11,control,7,entity,35,6561
11,control,7,entity,36,50013
11,control,7,entity,37,125961
11,control,7,entity,38,13037
11,control,7,entity,39,124895
11,control,7,entity,40,18765
11,control,7,entity,41,4655
11,control,7,readout,51,1015
11,control,8,entity,35,533
11,control,8,entity,36,90753
11,control,8,entity,37,122328
11,control,8,entity,38,9895
11,control,8,entity,39,103884
11,control,8,entity,40,8160
11,control,8,entity,41,1703
11,control,8,readout,51,771
11,control,9,entity,35,479
11,control,9,entity,36,42113
11,control,9,entity,37,125068
11,control,9,entity,38,10360
11,control,9,entity,39,107011
11,control,9,entity,40,13534
11,control,9,entity,41,5298
11,control,9,readout,51,236
11,control,10,entity,35,302
11,control,10,entity,36,23164
11,control,10,entity,37,121426
11,control,10,entity,38,15915
11,control,10,entity,39,90817
11,control,10,entity,40,19705
11,control,10,entity,41,3221
11,control,10,readout,51,238
11,control,11,entity,35,612
11,control,11,entity,36,15814
11,control,11,entity,37,114623
11,control,11,entity,38,16475
11,control,11,entity,39,43584
11,control,11,entity,40,14378
11,control,11,entity,41,1955
11,control,11,readout,51,416
11,control,12,entity,35,427
11,control,12,entity,36,21259
11,control,12,entity,37,127224
11,control,12,entity,38,38374
11,control,12,entity,39,83024
11,control,12,entity,40,25078
11,control,12,entity,41,2897
11,control,12,readout,51,935
11,control,13,entity,35,2652
11,control,13,entity,36,31204
11,control,13,entity,37,127815
11,control,13,entity,38,103596
11,control,13,entity,39,126266
11,control,13,entity,40,95051
11,control,13,entity,41,17400
11,control,13,readout,51,9328
11,control,14,entity,35,4629
11,control,14,entity,36,25147
11,control,14,entity,37,127731
11,control,14,entity,38,91326
11,control,14,entity,39,125522
11,control,14,entity,40,79633
11,control,14,entity,41,28993
11,control,14,readout,51,16975
11,control,15,entity,35,5723
11,control,15,entity,36,34753
11,control,15,entity,37,127809
11,control,15,entity,38,89424
11,control,15,entity,39,125074
11,control,15,entity,40,34746
11,control,15,entity,41,9035
11,control,15,readout,51,5757
11,control,16,entity,35,14482
11,control,16,entity,36,39295
11,control,16,entity,37,127591
11,control,16,entity,38,59534
11,control,16,entity,39,125545
11,control,16,entity,40,81612
11,control,16,entity,41,12045
11,control,16,readout,51,6787
11,control,17,entity,35,10158
11,control,17,entity,36,38601
11,control,17,entity,37,127075
11,control,17,entity,38,69623
11,control,17,entity,39,122772
11,control,17,entity,40,105620
11,control,17,entity,41,17190
11,control,17,readout,51,5053
11,control,18,entity,35,11854
11,control,18,entity,36,41911
11,control,18,entity,37,125823
11,control,18,entity,38,77271
11,control,18,entity,39,123286
11,control,18,entity,40,101889
11,control,18,entity,41,22043
11,control,18,readout,51,10434
11,control,19,entity,35,15056
11,control,19,entity,36,15956
11,control,19,entity,37,113783
11,control,19,entity,38,27231
11,control,19,entity,39,110973
11,control,19,entity,40,61843
11,control,19,entity,41,35400
11,control,19,readout,51,5207
11,control,20,entity,35,21168
11,control,20,entity,36,24346
11,control,20,entity,37,89657
11,control,20,entity,38,11313
11,control,20,entity,39,120949
11,control,20,entity,40,72508
11,control,20,entity,41,39843
11,control,20,readout,51,13017
11,control,21,entity,35,20735
11,control,21,entity,36,12775
11,control,21,entity,37,16689
11,control,21,entity,38,1024
11,control,21,entity,39,88870
11,control,21,entity,40,18997
11,control,21,entity,41,15744
11,control,21,readout,51,6253
11,control,22,entity,35,20421
11,control,22,entity,36,12393
11,control,22,entity,37,19564
11,control,22,entity,38,852
11,control,22,entity,39,50950
11,control,22,entity,40,10808
11,control,22,entity,41,11050
11,control,22,readout,51,8187
11,control,23,entity,35,13386
11,control,23,entity,36,7197
11,control,23,entity,37,16109
11,control,23,entity,38,892
11,control,23,entity,39,26948
11,control,23,entity,40,3144
11,control,23,entity,41,8187
11,control,23,readout,51,2229
11,control,24,entity,35,20051
11,control,24,entity,36,14302
11,control,24,entity,37,22704
11,control,24,entity,38,3203
11,control,24,entity,39,51056
11,control,24,entity,40,17243
11,control,24,entity,41,21856
11,control,24,readout,51,6543
11,control,25,entity,35,13327
11,control,25,entity,36,16828
11,control,25,entity,37,19379
11,control,25,entity,38,4424
11,control,25,entity,39,39980
11,control,25,entity,40,18364
11,control,25,entity,41,26315
11,control,25,readout,51,4646
11,control,26,entity,35,13410
11,control,26,entity,36,30668
11,control,26,entity,37,26733
11,control,26,entity,38,4270
11,control,26,entity,39,78789
11,control,26,entity,40,23174
11,control,26,entity,41,15203
11,control,26,readout,51,4557
11,control,27,entity,35,6295
11,control,27,entity,36,17218
11,control,27,entity,37,21901
11,control,27,entity,38,2475
11,control,27,entity,39,35439
11,control,27,entity,40,8510
11,control,27,entity,41,18198
11,control,27,readout,51,2513
11,control,28,entity,35,6161
11,control,28,entity,36,12252
11,control,28,entity,37,14304
11,control,28,entity,38,1059
11,control,28,entity,39,29950
11,control,28,entity,40,3652
11,control,28,entity,41,20909
11,control,28,readout,51,2606
11,control,29,entity,35,7573
11,control,29,entity,36,16045
11,control,29,entity,37,22592
11,control,29,entity,38,9430
11,control,29,entity,39,70636
11,control,29,entity,40,12795
11,control,29,entity,41,72064
11,control,29,readout,51,1963
11,control,30,entity,35,5572
11,control,30,entity,36,16035
11,control,30,entity,37,23046
11,control,30,entity,38,6360
11,control,30,entity,39,72645
11,control,30,entity,40,14829
11,control,30,entity,41,23798
11,control,30,readout,51,3017
12,uncertain,0,entity,35,57646
12,uncertain,0,entity,36,53128
12,uncertain,0,entity,37,11553
12,uncertain,0,entity,38,27712
12,uncertain,0,entity,39,70839
12,uncertain,0,entity,40,108284
12,uncertain,0,entity,41,59299
12,uncertain,0,readout,51,15515
12,uncertain,1,entity,35,58378
12,uncertain,1,entity,36,107312
12,uncertain,1,entity,37,50374
12,uncertain,1,entity,38,53525
12,uncertain,1,entity,39,121507
12,uncertain,1,entity,40,124785
12,uncertain,1,entity,41,58706
12,uncertain,1,readout,51,14975
12,uncertain,2,entity,35,18942
12,uncertain,2,entity,36,76989
12,uncertain,2,entity,37,2590
12,uncertain,2,entity,38,8837
12,uncertain,2,entity,39,49839
12,uncertain,2,entity,40,105516
12,uncertain,2,entity,41,11019
12,uncertain,2,readout,51,399
12,uncertain,3,entity,35,42806
12,uncertain,3,entity,36,104972
12,uncertain,3,entity,37,40724
12,uncertain,3,entity,38,78749
12,uncertain,3,entity,39,106073
12,uncertain,3,entity,40,124413
12,uncertain,3,entity,41,35806
12,uncertain,3,readout,51,1210
12,uncertain,4,entity,35,16054
12,uncertain,4,entity,36,109064
12,uncertain,4,entity,37,49080
12,uncertain,4,entity,38,63823
12,uncertain,4,entity,39,118171
12,uncertain,4,entity,40,107754
12,uncertain,4,entity,41,5094
12,uncertain,4,readout,51,572
12,uncertain,5,entity,35,13089
12,uncertain,5,entity,36,80802
12,uncertain,5,entity,37,80890
12,uncertain,5,entity,38,67101
12,uncertain,5,entity,39,108954
12,uncertain,5,entity,40,114209
12,uncertain,5,entity,41,21626
12,uncertain,5,readout,51,471
12,uncertain,6,entity,35,37993
12,uncertain,6,entity,36,119906
12,uncertain,6,entity,37,78584
12,uncertain,6,entity,38,64775
12,uncertain,6,entity,39,122083
12,uncertain,6,entity,40,125465
12,uncertain,6,entity,41,73144
12,uncertain,6,readout,51,397
12,uncertain,7,entity,35,6561
12,uncertain,7,entity,36,102872
12,uncertain,7,entity,37,52946
12,uncertain,7,entity,38,61242
12,uncertain,7,entity,39,114981
12,uncertain,7,entity,40,94455
12,uncertain,7,entity,41,26432
12,uncertain,7,readout,51,897
12,uncertain,8,entity,35,533
12,uncertain,8,entity,36,52092
12,uncertain,8,entity,37,58859
12,uncertain,8,entity,38,22645
12,uncertain,8,entity,39,29791
12,uncertain,8,entity,40,44770
12,uncertain,8,entity,41,3293
12,uncertain,8,readout,51,852
12,uncertain,9,entity,35,479
12,uncertain,9,entity,36,33320
12,uncertain,9,entity,37,28721
12,uncertain,9,entity,38,20252
12,uncertain,9,entity,39,35385
12,uncertain,9,entity,40,55237
12,uncertain,9,entity,41,8561
12,uncertain,9,readout,51,225
12,uncertain,10,entity,35,302
12,uncertain,10,entity,36,31233
12,uncertain,10,entity,37,16671
12,uncertain,10,entity,38,24227
12,uncertain,10,entity,39,59446
12,uncertain,10,entity,40,72378
12,uncertain,10,entity,41,21430
12,uncertain,10,readout,51,234
12,uncertain,11,entity,35,612
12,uncertain,11,entity,36,23381
12,uncertain,11,entity,37,15963
12,uncertain,11,entity,38,28566
12,uncertain,11,entity,39,39966
12,uncertain,11,entity,40,27239
12,uncertain,11,entity,41,7433
12,uncertain,11,readout,51,351
12,uncertain,12,entity,35,427
12,uncertain,12,entity,36,35060
12,uncertain,12,entity,37,29105
12,uncertain,12,entity,38,58639
12,uncertain,12,entity,39,68959
12,uncertain,12,entity,40,48596
12,uncertain,12,entity,41,17946
12,uncertain,12,readout,51,423
12,uncertain,13,entity,35,2652
12,uncertain,13,entity,36,56421
12,uncertain,13,entity,37,70730
12,uncertain,13,entity,38,122138
12,uncertain,13,entity,39,120822
12,uncertain,13,entity,40,118683
12,uncertain,13,entity,41,33413
12,uncertain,13,readout,51,542
12,uncertain,14,entity,35,4629
12,uncertain,14,entity,36,29212
12,uncertain,14,entity,37,89104
12,uncertain,14,entity,38,125831
12,uncertain,14,entity,39,125350
12,uncertain,14,entity,40,125765
12,uncertain,14,entity,41,16771
12,uncertain,14,readout,51,349
12,uncertain,15,entity,35,5723
12,uncertain,15,entity,36,80935
12,uncertain,15,entity,37,87779
12,uncertain,15,entity,38,124448
12,uncertain,15,entity,39,116827
12,uncertain,15,entity,40,123757
12,uncertain,15,entity,41,43319
12,uncertain,15,readout,51,275
12,uncertain,16,entity,35,14482
12,uncertain,16,entity,36,49614
12,uncertain,16,entity,37,54273
12,uncertain,16,entity,38,120799
12,uncertain,16,entity,39,125537
12,uncertain,16,entity,40,127101
12,uncertain,16,entity,41,81630
12,uncertain,16,readout,51,817
12,uncertain,17,entity,35,10158
12,uncertain,17,entity,36,34735
12,uncertain,17,entity,37,32113
12,uncertain,17,entity,38,88286
12,uncertain,17,entity,39,126754
12,uncertain,17,entity,40,128045
12,uncertain,17,entity,41,113245
12,uncertain,17,readout,51,2
12,uncertain,18,entity,35,11854
12,uncertain,18,entity,36,32357
12,uncertain,18,entity,37,9222
12,uncertain,18,entity,38,62000
12,uncertain,18,entity,39,127405
12,uncertain,18,entity,40,127522
12,uncertain,18,entity,41,99802
12,uncertain,18,readout,51,5
12,uncertain,19,entity,35,15056
12,uncertain,19,entity,36,51394
12,uncertain,19,entity,37,19720
12,uncertain,19,entity,38,77509
12,uncertain,19,entity,39,127502
12,uncertain,19,entity,40,127437
12,uncertain,19,entity,41,75015
12,uncertain,19,readout,51,4
12,uncertain,20,entity,35,21168
12,uncertain,20,entity,36,29369
12,uncertain,20,entity,37,24810
12,uncertain,20,entity,38,117462
12,uncertain,20,entity,39,128133
12,uncertain,20,entity,40,127994
12,uncertain,20,entity,41,71112
12,uncertain,20,readout,51,10
12,uncertain,21,entity,35,20735
12,uncertain,21,entity,36,30717
12,uncertain,21,entity,37,15686
12,uncertain,21,entity,38,92236
12,uncertain,21,entity,39,125725
12,uncertain,21,entity,40,122051
12,uncertain,21,entity,41,66214
12,uncertain,21,readout,51,2
12,uncertain,22,entity,35,20421
12,uncertain,22,entity,36,33983
12,uncertain,22,entity,37,18062
12,uncertain,22,entity,38,92060
12,uncertain,22,entity,39,121101
12,uncertain,22,entity,40,92100
12,uncertain,22,entity,41,36831
12,uncertain,22,readout,51,2
12,uncertain,23,entity,35,13386
12,uncertain,23,entity,36,55278
12,uncertain,23,entity,37,7130
12,uncertain,23,entity,38,34886
12,uncertain,23,entity,39,115190
12,uncertain,23,entity,40,74217
12,uncertain,23,entity,41,37846
12,uncertain,23,readout,51,2
12,uncertain,24,entity,35,20051
12,uncertain,24,entity,36,93766
12,uncertain,24,entity,37,24338
12,uncertain,24,entity,38,63069
12,uncertain,24,entity,39,115914
12,uncertain,24,entity,40,97895
12,uncertain,24,entity,41,64835
12,uncertain,24,readout,51,1
12,uncertain,25,entity,35,13327
12,uncertain,25,entity,36,97582
12,uncertain,25,entity,37,26474
12,uncertain,25,entity,38,72455
12,uncertain,25,entity,39,99437
12,uncertain,25,entity,40,95617
12,uncertain,25,entity,41,97021
12,uncertain,25,readout,51,1
12,uncertain,26,entity,35,13410
12,uncertain,26,entity,36,109179
12,uncertain,26,entity,37,47787
12,uncertain,26,entity,38,63963
