pair,arm,layer,group,pos,rank_unknown
19,control,17,readout,46,4013
19,control,18,entity,35,12163
19,control,18,entity,36,123745
19,control,18,readout,46,5637
19,control,19,entity,35,15380
19,control,19,entity,36,114960
19,control,19,readout,46,3988
19,control,20,entity,35,21443
19,control,20,entity,36,98117
19,control,20,readout,46,2962
19,control,21,entity,35,20813
19,control,21,entity,36,82863
19,control,21,readout,46,2974
19,control,22,entity,35,20507
19,control,22,entity,36,75808
19,control,22,readout,46,8272
19,control,23,entity,35,13600
19,control,23,entity,36,44890
19,control,23,readout,46,7493
19,control,24,entity,35,20386
19,control,24,entity,36,59263
19,control,24,readout,46,5478
19,control,25,entity,35,13402
19,control,25,entity,36,56001
19,control,25,readout,46,6519
19,control,26,entity,35,13634
19,control,26,entity,36,72666
19,control,26,readout,46,8294
19,control,27,entity,35,6263
19,control,27,entity,36,44162
19,control,27,readout,46,1556
19,control,28,entity,35,6135
19,control,28,entity,36,46407
19,control,28,readout,46,1213
19,control,29,entity,35,7650
19,control,29,entity,36,43526
19,control,29,readout,46,2216
19,control,30,entity,35,5627
19,control,30,entity,36,41487
19,control,30,readout,46,713
20,uncertain,0,entity,35,57701
20,uncertain,0,entity,36,47770
20,uncertain,0,readout,46,16167
20,uncertain,1,entity,35,58508
20,uncertain,1,entity,36,66485
20,uncertain,1,readout,46,14978
20,uncertain,2,entity,35,19367
20,uncertain,2,entity,36,23260
20,uncertain,2,readout,46,322
20,uncertain,3,entity,35,42882
20,uncertain,3,entity,36,57475
20,uncertain,3,readout,46,1080
20,uncertain,4,entity,35,16305
20,uncertain,4,entity,36,43025
20,uncertain,4,readout,46,564
20,uncertain,5,entity,35,13383
20,uncertain,5,entity,36,48224
20,uncertain,5,readout,46,498
20,uncertain,6,entity,35,38833
20,uncertain,6,entity,36,21426
20,uncertain,6,readout,46,378
20,uncertain,7,entity,35,6489
20,uncertain,7,entity,36,14417
20,uncertain,7,readout,46,780
20,uncertain,8,entity,35,519
20,uncertain,8,entity,36,8040
20,uncertain,8,readout,46,719
20,uncertain,9,entity,35,468
20,uncertain,9,entity,36,8184
20,uncertain,9,readout,46,172
20,uncertain,10,entity,35,305
20,uncertain,10,entity,36,5510
20,uncertain,10,readout,46,222
20,uncertain,11,entity,35,635
20,uncertain,11,entity,36,7357
20,uncertain,11,readout,46,358
20,uncertain,12,entity,35,450
20,uncertain,12,entity,36,17707
20,uncertain,12,readout,46,378
20,uncertain,13,entity,35,2549
20,uncertain,13,entity,36,55014
20,uncertain,13,readout,46,532
20,uncertain,14,entity,35,4650
20,uncertain,14,entity,36,70018
20,uncertain,14,readout,46,65
20,uncertain,15,entity,35,5722
20,uncertain,15,entity,36,105473
20,uncertain,15,readout,46,16
20,uncertain,16,entity,35,14699
20,uncertain,16,entity,36,87759
20,uncertain,16,readout,46,375
20,uncertain,17,entity,35,10348
20,uncertain,17,entity,36,104602
20,uncertain,17,readout,46,2
20,uncertain,18,entity,35,12163
20,uncertain,18,entity,36,95486
20,uncertain,18,readout,46,69
20,uncertain,19,entity,35,15380
20,uncertain,19,entity,36,61906
20,uncertain,19,readout,46,5
20,uncertain,20,entity,35,21443
20,uncertain,20,entity,36,43784
20,uncertain,20,readout,46,44
20,uncertain,21,entity,35,20813
20,uncertain,21,entity,36,56127
20,uncertain,21,readout,46,2
20,uncertain,22,entity,35,20507
20,uncertain,22,entity,36,88792
20,uncertain,22,readout,46,2
20,uncertain,23,entity,35,13600
20,uncertain,23,entity,36,45258
20,uncertain,23,readout,46,1
20,uncertain,24,entity,35,20386
20,uncertain,24,entity,36,99896
20,uncertain,24,readout,46,1
20,uncertain,25,entity,35,13402
20,uncertain,25,entity,36,110882
20,uncertain,25,readout,46,1
20,uncertain,26,entity,35,13634
20,uncertain,26,entity,36,117839
20,uncertain,26,readout,46,1
20,uncertain,27,entity,35,6263
20,uncertain,27,entity,36,117544
20,uncertain,27,readout,46,1
20,uncertain,28,entity,35,6135
20,uncertain,28,entity,36,95973
20,uncertain,28,readout,46,1
20,uncertain,29,entity,35,7650
20,uncertain,29,entity,36,107811
20,uncertain,29,readout,46,2
20,uncertain,30,entity,35,5627
20,uncertain,30,entity,36,88320
20,uncertain,30,readout,46,4
20,control,0,entity,35,57701
20,control,0,entity,36,67119
20,control,0,entity,37,83833
20,control,0,entity,38,68189
20,control,0,entity,39,123555
20,control,0,readout,49,15974
20,control,1,entity,35,58508
20,control,1,entity,36,99417
20,control,1,entity,37,119110
20,control,1,entity,38,87543
20,control,1,entity,39,126871
20,control,1,readout,49,15440
20,control,2,entity,35,19367
20,control,2,entity,36,52474
20,control,2,entity,37,35609
20,control,2,entity,38,14722
20,control,2,entity,39,109396
20,control,2,readout,49,367
20,control,3,entity,35,42882
20,control,3,entity,36,91839
20,control,3,entity,37,94624
20,control,3,entity,38,104060
20,control,3,entity,39,125010
20,control,3,readout,49,1155
20,control,4,entity,35,16305
20,control,4,entity,36,101654
20,control,4,entity,37,72266
20,control,4,entity,38,90062
20,control,4,entity,39,124767
20,control,4,readout,49,584
20,control,5,entity,35,13383
20,control,5,entity,36,89592
20,control,5,entity,37,43098
20,control,5,entity,38,67576
20,control,5,entity,39,123936
20,control,5,readout,49,502
20,control,6,entity,35,38833
20,control,6,entity,36,96752
20,control,6,entity,37,61301
20,control,6,entity,38,124481
20,control,6,entity,39,124806
20,control,6,readout,49,390
20,control,7,entity,35,6489
20,control,7,entity,36,89789
20,control,7,entity,37,100263
20,control,7,entity,38,125666
20,control,7,entity,39,123534
20,control,7,readout,49,818
20,control,8,entity,35,519
20,control,8,entity,36,57293
20,control,8,entity,37,65580
20,control,8,entity,38,86135
20,control,8,entity,39,116907
20,control,8,readout,49,729
20,control,9,entity,35,468
20,control,9,entity,36,52263
20,control,9,entity,37,43171
20,control,9,entity,38,94932
20,control,9,entity,39,118142
20,control,9,readout,49,223
20,control,10,entity,35,305
20,control,10,entity,36,39637
20,control,10,entity,37,54490
20,control,10,entity,38,83859
20,control,10,entity,39,108626
20,control,10,readout,49,258
20,control,11,entity,35,635
20,control,11,entity,36,25096
20,control,11,entity,37,19055
20,control,11,entity,38,59656
20,control,11,entity,39,90647
20,control,11,readout,49,504
20,control,12,entity,35,450
20,control,12,entity,36,49959
20,control,12,entity,37,65728
20,control,12,entity,38,49306
20,control,12,entity,39,122232
20,control,12,readout,49,474
20,control,13,entity,35,2549
20,control,13,entity,36,91203
20,control,13,entity,37,115059
20,control,13,entity,38,109269
20,control,13,entity,39,120530
20,control,13,readout,49,1608
20,control,14,entity,35,4650
20,control,14,entity,36,84901
20,control,14,entity,37,110287
20,control,14,entity,38,102776
20,control,14,entity,39,106976
20,control,14,readout,49,476
20,control,15,entity,35,5722
20,control,15,entity,36,118028
20,control,15,entity,37,68873
20,control,15,entity,38,98239
20,control,15,entity,39,119262
20,control,15,readout,49,715
20,control,16,entity,35,14699
20,control,16,entity,36,104401
20,control,16,entity,37,66561
20,control,16,entity,38,103943
20,control,16,entity,39,122764
20,control,16,readout,49,5967
20,control,17,entity,35,10348
20,control,17,entity,36,121087
20,control,17,entity,37,56449
20,control,17,entity,38,77445
20,control,17,entity,39,123764
20,control,17,readout,49,2935
20,control,18,entity,35,12163
20,control,18,entity,36,109499
20,control,18,entity,37,83673
20,control,18,entity,38,102400
20,control,18,entity,39,123579
20,control,18,readout,49,2426
20,control,19,entity,35,15380
20,control,19,entity,36,52826
20,control,19,entity,37,63745
20,control,19,entity,38,100010
20,control,19,entity,39,118724
20,control,19,readout,49,2055
20,control,20,entity,35,21443
20,control,20,entity,36,60501
20,control,20,entity,37,87367
20,control,20,entity,38,106049
20,control,20,entity,39,115796
20,control,20,readout,49,1643
20,control,21,entity,35,20813
20,control,21,entity,36,85424
20,control,21,entity,37,65922
20,control,21,entity,38,85493
20,control,21,entity,39,89911
20,control,21,readout,49,1310
20,control,22,entity,35,20507
20,control,22,entity,36,72065
20,control,22,entity,37,25313
20,control,22,entity,38,104361
20,control,22,entity,39,64377
20,control,22,readout,49,1801
20,control,23,entity,35,13600
20,control,23,entity,36,39546
20,control,23,entity,37,3633
20,control,23,entity,38,71425
20,control,23,entity,39,17195
20,control,23,readout,49,842
20,control,24,entity,35,20386
20,control,24,entity,36,32085
20,control,24,entity,37,6802
20,control,24,entity,38,82370
20,control,24,entity,39,46670
20,control,24,readout,49,1230
20,control,25,entity,35,13402
20,control,25,entity,36,42586
20,control,25,entity,37,6881
20,control,25,entity,38,59486
20,control,25,entity,39,85209
20,control,25,readout,49,1052
20,control,26,entity,35,13634
20,control,26,entity,36,57015
20,control,26,entity,37,6068
20,control,26,entity,38,43735
20,control,26,entity,39,78728
20,control,26,readout,49,919
20,control,27,entity,35,6263
20,control,27,entity,36,17952
20,control,27,entity,37,2569
20,control,27,entity,38,29848
20,control,27,entity,39,19319
20,control,27,readout,49,528
20,control,28,entity,35,6135
20,control,28,entity,36,10775
20,control,28,entity,37,1591
20,control,28,entity,38,36841
20,control,28,entity,39,26696
20,control,28,readout,49,363
20,control,29,entity,35,7650
20,control,29,entity,36,6061
20,control,29,entity,37,4647
20,control,29,entity,38,49653
20,control,29,entity,39,86306
20,control,29,readout,49,436
20,control,30,entity,35,5627
20,control,30,entity,36,6338
20,control,30,entity,37,3274
20,control,30,entity,38,20478
20,control,30,entity,39,36242
20,control,30,readout,49,213
21,uncertain,0,entity,35,57701
21,uncertain,0,entity,36,31403
21,uncertain,0,readout,46,17193
21,uncertain,1,entity,35,58508
21,uncertain,1,entity,36,78479
21,uncertain,1,readout,46,16536
21,uncertain,2,entity,35,19367
21,uncertain,2,entity,36,3303
21,uncertain,2,readout,46,365
21,uncertain,3,entity,35,42882
21,uncertain,3,entity,36,28679
21,uncertain,3,readout,46,1100
21,uncertain,4,entity,35,16305
21,uncertain,4,entity,36,44896
21,uncertain,4,readout,46,547
21,uncertain,5,entity,35,13383
21,uncertain,5,entity,36,48887
21,uncertain,5,readout,46,467
21,uncertain,6,entity,35,38833
21,uncertain,6,entity,36,71828
21,uncertain,6,readout,46,335
21,uncertain,7,entity,35,6489
21,uncertain,7,entity,36,53767
21,uncertain,7,readout,46,807
21,uncertain,8,entity,35,519
21,uncertain,8,entity,36,30795
21,uncertain,8,readout,46,800
21,uncertain,9,entity,35,468
21,uncertain,9,entity,36,30349
21,uncertain,9,readout,46,200
21,uncertain,10,entity,35,305
21,uncertain,10,entity,36,21527
21,uncertain,10,readout,46,239
21,uncertain,11,entity,35,635
21,uncertain,11,entity,36,18297
21,uncertain,11,readout,46,366
21,uncertain,12,entity,35,450
21,uncertain,12,entity,36,25491
21,uncertain,12,readout,46,388
21,uncertain,13,entity,35,2549
21,uncertain,13,entity,36,67168
21,uncertain,13,readout,46,779
21,uncertain,14,entity,35,4650
21,uncertain,14,entity,36,57424
21,uncertain,14,readout,46,165
21,uncertain,15,entity,35,5722
21,uncertain,15,entity,36,119297
21,uncertain,15,readout,46,222
21,uncertain,16,entity,35,14699
21,uncertain,16,entity,36,108107
21,uncertain,16,readout,46,2021
21,uncertain,17,entity,35,10348
21,uncertain,17,entity,36,119171
21,uncertain,17,readout,46,122
21,uncertain,18,entity,35,12163
21,uncertain,18,entity,36,123301
21,uncertain,18,readout,46,314
21,uncertain,19,entity,35,15380
21,uncertain,19,entity,36,126409
21,uncertain,19,readout,46,240
21,uncertain,20,entity,35,21443
21,uncertain,20,entity,36,127603
21,uncertain,20,readout,46,566
21,uncertain,21,entity,35,20813
21,uncertain,21,entity,36,123438
21,uncertain,21,readout,46,121
21,uncertain,22,entity,35,20507
21,uncertain,22,entity,36,121217
21,uncertain,22,readout,46,137
21,uncertain,23,entity,35,13600
21,uncertain,23,entity,36,97608
21,uncertain,23,readout,46,162
21,uncertain,24,entity,35,20386
21,uncertain,24,entity,36,118189
21,uncertain,24,readout,46,429
21,uncertain,25,entity,35,13402
21,uncertain,25,entity,36,114073
21,uncertain,25,readout,46,37
21,uncertain,26,entity,35,13634
21,uncertain,26,entity,36,124588
21,uncertain,26,readout,46,61
21,uncertain,27,entity,35,6263
21,uncertain,27,entity,36,115875
21,uncertain,27,readout,46,15
21,uncertain,28,entity,35,6135
21,uncertain,28,entity,36,91604
21,uncertain,28,readout,46,5
21,uncertain,29,entity,35,7650
21,uncertain,29,entity,36,102908
21,uncertain,29,readout,46,22
21,uncertain,30,entity,35,5627
21,uncertain,30,entity,36,90569
21,uncertain,30,readout,46,37
21,control,0,entity,35,57701
21,control,0,entity,36,27811
21,control,0,readout,46,16170
21,control,1,entity,35,58508
21,control,1,entity,36,51906
21,control,1,readout,46,14910
21,control,2,entity,35,19367
21,control,2,entity,36,4768
21,control,2,readout,46,345
21,control,3,entity,35,42882
21,control,3,entity,36,38622
21,control,3,readout,46,1128
21,control,4,entity,35,16305
21,control,4,entity,36,25712
21,control,4,readout,46,577
21,control,5,entity,35,13383
21,control,5,entity,36,23329
21,control,5,readout,46,450
21,control,6,entity,35,38833
21,control,6,entity,36,58033
21,control,6,readout,46,331
21,control,7,entity,35,6489
21,control,7,entity,36,77940
21,control,7,readout,46,764
21,control,8,entity,35,519
21,control,8,entity,36,49741
21,control,8,readout,46,755
21,control,9,entity,35,468
21,control,9,entity,36,30457
21,control,9,readout,46,234
21,control,10,entity,35,305
21,control,10,entity,36,22879
21,control,10,readout,46,284
21,control,11,entity,35,635
21,control,11,entity,36,15062
21,control,11,readout,46,456
21,control,12,entity,35,450
21,control,12,entity,36,34498
21,control,12,readout,46,434
21,control,13,entity,35,2549
21,control,13,entity,36,90852
21,control,13,readout,46,2238
21,control,14,entity,35,4650
21,control,14,entity,36,103882
21,control,14,readout,46,137
21,control,15,entity,35,5722
21,control,15,entity,36,119671
21,control,15,readout,46,191
21,control,16,entity,35,14699
21,control,16,entity,36,110572
21,control,16,readout,46,2015
21,control,17,entity,35,10348
21,control,17,entity,36,114591
21,control,17,readout,46,710
21,control,18,entity,35,12163
21,control,18,entity,36,104557
21,control,18,readout,46,1128
21,control,19,entity,35,15380
21,control,19,entity,36,123700
21,control,19,readout,46,611
21,control,20,entity,35,21443
21,control,20,entity,36,125639
21,control,20,readout,46,1322
21,control,21,entity,35,20813
21,control,21,entity,36,122450
21,control,21,readout,46,911
21,control,22,entity,35,20507
21,control,22,entity,36,121222
21,control,22,readout,46,1747
21,control,23,entity,35,13600
21,control,23,entity,36,103573
21,control,23,readout,46,1689
21,control,24,entity,35,20386
21,control,24,entity,36,117496
21,control,24,readout,46,2263
21,control,25,entity,35,13402
21,control,25,entity,36,114059
21,control,25,readout,46,1453
21,control,26,entity,35,13634
21,control,26,entity,36,122258
21,control,26,readout,46,3467
21,control,27,entity,35,6263
21,control,27,entity,36,119743
21,control,27,readout,46,1852
21,control,28,entity,35,6135
21,control,28,entity,36,109775
21,control,28,readout,46,728
21,control,29,entity,35,7650
21,control,29,entity,36,103542
21,control,29,readout,46,718
21,control,30,entity,35,5627
21,control,30,entity,36,75395
21,control,30,readout,46,430
22,uncertain,0,entity,35,57701
22,uncertain,0,entity,36,24703
22,uncertain,0,readout,46,16491
22,uncertain,1,entity,35,58508
22,uncertain,1,entity,36,54554
22,uncertain,1,readout,46,14330
22,uncertain,2,entity,35,19367
22,uncertain,2,entity,36,10025
22,uncertain,2,readout,46,324
22,uncertain,3,entity,35,42882
22,uncertain,3,entity,36,40170
22,uncertain,3,readout,46,1159
22,uncertain,4,entity,35,16305
22,uncertain,4,entity,36,43790
22,uncertain,4,readout,46,587
22,uncertain,5,entity,35,13383
22,uncertain,5,entity,36,47838
22,uncertain,5,readout,46,476
22,uncertain,6,entity,35,38833
22,uncertain,6,entity,36,75794
22,uncertain,6,readout,46,350
22,uncertain,7,entity,35,6489
22,uncertain,7,entity,36,62725
22,uncertain,7,readout,46,768
22,uncertain,8,entity,35,519
22,uncertain,8,entity,36,26317
22,uncertain,8,readout,46,694
22,uncertain,9,entity,35,468
22,uncertain,9,entity,36,17696
22,uncertain,9,readout,46,207
22,uncertain,10,entity,35,305
22,uncertain,10,entity,36,12759
22,uncertain,10,readout,46,220
22,uncertain,11,entity,35,635
22,uncertain,11,entity,36,5833
22,uncertain,11,readout,46,403
22,uncertain,12,entity,35,450
22,uncertain,12,entity,36,17953
22,uncertain,12,readout,46,477
22,uncertain,13,entity,35,2549
22,uncertain,13,entity,36,49300
22,uncertain,13,readout,46,787
22,uncertain,14,entity,35,4650
22,uncertain,14,entity,36,29700
22,uncertain,14,readout,46,159
22,uncertain,15,entity,35,5722
22,uncertain,15,entity,36,40143
22,uncertain,15,readout,46,167
22,uncertain,16,entity,35,14699
22,uncertain,16,entity,36,39174
22,uncertain,16,readout,46,483
22,uncertain,17,entity,35,10348
22,uncertain,17,entity,36,62715
22,uncertain,17,readout,46,2
22,uncertain,18,entity,35,12163
22,uncertain,18,entity,36,79814
22,uncertain,18,readout,46,11
22,uncertain,19,entity,35,15380
22,uncertain,19,entity,36,87493
22,uncertain,19,readout,46,2
22,uncertain,20,entity,35,21443
22,uncertain,20,entity,36,56303
22,uncertain,20,readout,46,2
22,uncertain,21,entity,35,20813
22,uncertain,21,entity,36,34031
22,uncertain,21,readout,46,1
22,uncertain,22,entity,35,20507
22,uncertain,22,entity,36,26565
22,uncertain,22,readout,46,3
22,uncertain,23,entity,35,13600
22,uncertain,23,entity,36,19209
22,uncertain,23,readout,46,1
22,uncertain,24,entity,35,20386
22,uncertain,24,entity,36,35599
22,uncertain,24,readout,46,1
22,uncertain,25,entity,35,13402
22,uncertain,25,entity,36,38557
22,uncertain,25,readout,46,1
22,uncertain,26,entity,35,13634
22,uncertain,26,entity,36,63080
22,uncertain,26,readout,46,1
22,uncertain,27,entity,35,6263
22,uncertain,27,entity,36,40396
22,uncertain,27,readout,46,1
22,uncertain,28,entity,35,6135
22,uncertain,28,entity,36,21926
22,uncertain,28,readout,46,1
22,uncertain,29,entity,35,7650
22,uncertain,29,entity,36,41713
22,uncertain,29,readout,46,1
22,uncertain,30,entity,35,5627
22,uncertain,30,entity,36,32215
22,uncertain,30,readout,46,2
22,control,0,entity,35,57701
22,control,0,entity,36,75094
22,control,0,entity,37,7552
22,control,0,entity,38,21041
22,control,0,readout,48,15979
22,control,1,entity,35,58508
22,control,1,entity,36,119867
22,control,1,entity,37,11413
22,control,1,entity,38,49585
22,control,1,readout,48,15360
22,control,2,entity,35,19367
22,control,2,entity,36,99837
22,control,2,entity,37,1009
22,control,2,entity,38,968
22,control,2,readout,48,383
22,control,3,entity,35,42882
22,control,3,entity,36,104112
22,control,3,entity,37,7449
22,control,3,entity,38,17715
22,control,3,readout,48,1190
22,control,4,entity,35,16305
22,control,4,entity,36,108466
22,control,4,entity,37,1798
22,control,4,entity,38,2845
22,control,4,readout,48,593
22,control,5,entity,35,13383
22,control,5,entity,36,99724
22,control,5,entity,37,4062
22,control,5,entity,38,5817
22,control,5,readout,48,492
22,control,6,entity,35,38833
22,control,6,entity,36,119063
22,control,6,entity,37,12393
22,control,6,entity,38,6340
22,control,6,readout,48,382
22,control,7,entity,35,6489
22,control,7,entity,36,53103
22,control,7,entity,37,9840
22,control,7,entity,38,17878
22,control,7,readout,48,818
22,control,8,entity,35,519
22,control,8,entity,36,92668
22,control,8,entity,37,3840
22,control,8,entity,38,26071
22,control,8,readout,48,716
22,control,9,entity,35,468
22,control,9,entity,36,44130
22,control,9,entity,37,4513
22,control,9,entity,38,15791
22,control,9,readout,48,221
22,control,10,entity,35,305
22,control,10,entity,36,23832
22,control,10,entity,37,3955
22,control,10,entity,38,21889
22,control,10,readout,48,228
22,control,11,entity,35,635
22,control,11,entity,36,16326
22,control,11,entity,37,4357
22,control,11,entity,38,25492
22,control,11,readout,48,492
22,control,12,entity,35,450
22,control,12,entity,36,21923
22,control,12,entity,37,36579
22,control,12,entity,38,50113
22,control,12,readout,48,651
22,control,13,entity,35,2549
22,control,13,entity,36,31762
22,control,13,entity,37,89186
22,control,13,entity,38,109040
22,control,13,readout,48,3829
22,control,14,entity,35,4650
22,control,14,entity,36,25545
22,control,14,entity,37,94738
22,control,14,entity,38,98734
22,control,14,readout,48,585
22,control,15,entity,35,5722
22,control,15,entity,36,35505
22,control,15,entity,37,87104
22,control,15,entity,38,84059
22,control,15,readout,48,2614
22,control,16,entity,35,14699
22,control,16,entity,36,39363
22,control,16,entity,37,105448
22,control,16,entity,38,89359
22,control,16,readout,48,6530
22,control,17,entity,35,10348
22,control,17,entity,36,39300
22,control,17,entity,37,104978
22,control,17,entity,38,95615
22,control,17,readout,48,4251
22,control,18,entity,35,12163
22,control,18,entity,36,42593
22,control,18,entity,37,121228
22,control,18,entity,38,107555
22,control,18,readout,48,4384
22,control,19,entity,35,15380
22,control,19,entity,36,16040
22,control,19,entity,37,80672
22,control,19,entity,38,122039
22,control,19,readout,48,3577
22,control,20,entity,35,21443
22,control,20,entity,36,24637
22,control,20,entity,37,95728
22,control,20,entity,38,125729
22,control,20,readout,48,3388
22,control,21,entity,35,20813
22,control,21,entity,36,12735
22,control,21,entity,37,43793
22,control,21,entity,38,116106
22,control,21,readout,48,3220
22,control,22,entity,35,20507
22,control,22,entity,36,12199
22,control,22,entity,37,46132
22,control,22,entity,38,107170
22,control,22,readout,48,7880
22,control,23,entity,35,13600
22,control,23,entity,36,7212
22,control,23,entity,37,57154
22,control,23,entity,38,102569
22,control,23,readout,48,13010
22,control,24,entity,35,20386
22,control,24,entity,36,14136
22,control,24,entity,37,91110
22,control,24,entity,38,81356
22,control,24,readout,48,12073
22,control,25,entity,35,13402
22,control,25,entity,36,16755
22,control,25,entity,37,83196
22,control,25,entity,38,57098
22,control,25,readout,48,12080
22,control,26,entity,35,13634
22,control,26,entity,36,30984
22,control,26,entity,37,98456
22,control,26,entity,38,54322
22,control,26,readout,48,16229
22,control,27,entity,35,6263
22,control,27,entity,36,17187
22,control,27,entity,37,93679
22,control,27,entity,38,24336
22,control,27,readout,48,3361
22,control,28,entity,35,6135
22,control,28,entity,36,12237
22,control,28,entity,37,57223
22,control,28,entity,38,5881
22,control,28,readout,48,4051
22,control,29,entity,35,7650
22,control,29,entity,36,16282
22,control,29,entity,37,79563
22,control,29,entity,38,10607
22,control,29,readout,48,4826
22,control,30,entity,35,5627
22,control,30,entity,36,16360
22,control,30,entity,37,79327
22,control,30,entity,38,15212
22,control,30,readout,48,1443
23,uncertain,0,entity,35,57701
23,uncertain,0,entity,36,75094
23,uncertain,0,readout,46,16570
23,uncertain,1,entity,35,58508
23,uncertain,1,entity,36,119867
23,uncertain,1,readout,46,14971
23,uncertain,2,entity,35,19367
23,uncertain,2,entity,36,99837
23,uncertain,2,readout,46,333
23,uncertain,3,entity,35,42882
23,uncertain,3,entity,36,104112
23,uncertain,3,readout,46,1051
23,uncertain,4,entity,35,16305
23,uncertain,4,entity,36,108466
23,uncertain,4,readout,46,541
23,uncertain,5,entity,35,13383
23,uncertain,5,entity,36,99724
23,uncertain,5,readout,46,452
23,uncertain,6,entity,35,38833
23,uncertain,6,entity,36,119063
23,uncertain,6,readout,46,347
23,uncertain,7,entity,35,6489
23,uncertain,7,entity,36,53103
23,uncertain,7,readout,46,773
23,uncertain,8,entity,35,519
23,uncertain,8,entity,36,92668
23,uncertain,8,readout,46,715
23,uncertain,9,entity,35,468
23,uncertain,9,entity,36,44130
23,uncertain,9,readout,46,178
23,uncertain,10,entity,35,305
23,uncertain,10,entity,36,23832
23,uncertain,10,readout,46,210
23,uncertain,11,entity,35,635
23,uncertain,11,entity,36,16326
23,uncertain,11,readout,46,337
23,uncertain,12,entity,35,450
23,uncertain,12,entity,36,21923
23,uncertain,12,readout,46,447
23,uncertain,13,entity,35,2549
23,uncertain,13,entity,36,31762
23,uncertain,13,readout,46,983
23,uncertain,14,entity,35,4650
23,uncertain,14,entity,36,25545
23,uncertain,14,readout,46,54
23,uncertain,15,entity,35,5722
23,uncertain,15,entity,36,35505
23,uncertain,15,readout,46,14
23,uncertain,16,entity,35,14699
23,uncertain,16,entity,36,39363
23,uncertain,16,readout,46,168
23,uncertain,17,entity,35,10348
23,uncertain,17,entity,36,39300
23,uncertain,17,readout,46,2
23,uncertain,18,entity,35,12163
23,uncertain,18,entity,36,42593
23,uncertain,18,readout,46,50
23,uncertain,19,entity,35,15380
23,uncertain,19,entity,36,16040
23,uncertain,19,readout,46,5
23,uncertain,20,entity,35,21443
23,uncertain,20,entity,36,24637
23,uncertain,20,readout,46,23
23,uncertain,21,entity,35,20813
23,uncertain,21,entity,36,12735
23,uncertain,21,readout,46,3
23,uncertain,22,entity,35,20507
23,uncertain,22,entity,36,12199
23,uncertain,22,readout,46,3
23,uncertain,23,entity,35,13600
23,uncertain,23,entity,36,7212
23,uncertain,23,readout,46,5
23,uncertain,24,entity,35,20386
23,uncertain,24,entity,36,14136
23,uncertain,24,readout,46,5
23,uncertain,25,entity,35,13402
23,uncertain,25,entity,36,16755
23,uncertain,25,readout,46,4
23,uncertain,26,entity,35,13634
23,uncertain,26,entity,36,30984
23,uncertain,26,readout,46,3
23,uncertain,27,entity,35,6263
23,uncertain,27,entity,36,17187
23,uncertain,27,readout,46,2
23,uncertain,28,entity,35,6135
23,uncertain,28,entity,36,12237
23,uncertain,28,readout,46,3
23,uncertain,29,entity,35,7650
23,uncertain,29,entity,36,16282
23,uncertain,29,readout,46,3
23,uncertain,30,entity,35,5627
23,uncertain,30,entity,36,16360
23,uncertain,30,readout,46,4
23,control,0,entity,35,57701
23,control,0,readout,45,17053
23,control,1,entity,35,58508
23,control,1,readout,45,15100
23,control,2,entity,35,19367
23,control,2,readout,45,312
23,control,3,entity,35,42882
23,control,3,readout,45,1022
23,control,4,entity,35,16305
23,control,4,readout,45,519
23,control,5,entity,35,13383
23,control,5,readout,45,466
23,control,6,entity,35,38833
23,control,6,readout,45,334
23,control,7,entity,35,6489
23,control,7,readout,45,732
23,control,8,entity,35,519
23,control,8,readout,45,683
23,control,9,entity,35,468
23,control,9,readout,45,186
23,control,10,entity,35,305
23,control,10,readout,45,242
23,control,11,entity,35,635
23,control,11,readout,45,407
23,control,12,entity,35,450
23,control,12,readout,45,463
23,control,13,entity,35,2549
23,control,13,readout,45,2786
23,control,14,entity,35,4650
23,control,14,readout,45,711
23,control,15,entity,35,5722
23,control,15,readout,45,982
23,control,16,entity,35,14699
23,control,16,readout,45,4506
23,control,17,entity,35,10348
23,control,17,readout,45,1059
23,control,18,entity,35,12163
23,control,18,readout,45,2413
23,control,19,entity,35,15380
23,control,19,readout,45,1137
23,control,20,entity,35,21443
23,control,20,readout,45,1195
23,control,21,entity,35,20813
23,control,21,readout,45,628
23,control,22,entity,35,20507
23,control,22,readout,45,950
23,control,23,entity,35,13600
23,control,23,readout,45,1091
23,control,24,entity,35,20386
23,control,24,readout,45,2641
23,control,25,entity,35,13402
23,control,25,readout,45,1431
23,control,26,entity,35,13634
23,control,26,readout,45,1133
23,control,27,entity,35,6263
23,control,27,readout,45,381
23,control,28,entity,35,6135
23,control,28,readout,45,346
23,control,29,entity,35,7650
23,control,29,readout,45,411
23,control,30,entity,35,5627
23,control,30,readout,45,196
24,uncertain,0,entity,35,57701
24,uncertain,0,entity,36,36031
24,uncertain,0,entity,37,70864
24,uncertain,0,readout,47,15941
24,uncertain,1,entity,35,58508
24,uncertain,1,entity,36,84344
24,uncertain,1,entity,37,108787
24,uncertain,1,readout,47,15283
24,uncertain,2,entity,35,19367
24,uncertain,2,entity,36,9928
24,uncertain,2,entity,37,26333
24,uncertain,2,readout,47,373
24,uncertain,3,entity,35,42882
24,uncertain,3,entity,36,32082
24,uncertain,3,entity,37,103275
24,uncertain,3,readout,47,1116
24,uncertain,4,entity,35,16305
24,uncertain,4,entity,36,56650
24,uncertain,4,entity,37,111092
24,uncertain,4,readout,47,571
24,uncertain,5,entity,35,13383
