pair,alpha,layer,rankunknown,rankI,ranknot
18,3.0,18,371,3059,1177
18,3.0,19,189,1588,927
18,3.0,20,209,2077,553
18,3.0,21,171,2098,817
18,3.0,22,250,4015,1527
18,3.0,23,216,7046,923
18,3.0,24,277,10372,713
18,3.0,25,378,11979,801
18,3.0,26,503,13741,926
18,3.0,27,330,3923,585
18,3.0,28,302,2971,283
18,3.0,29,233,2607,157
18,3.0,30,219,615,78
19,-3.0,16,120341,108272,16711
19,-3.0,17,110323,108969,9838
19,-3.0,18,94778,116725,11611
19,-3.0,19,58224,77260,2867
19,-3.0,20,46207,85461,2110
19,-3.0,21,12440,73643,1741
19,-3.0,22,22254,70335,2677
19,-3.0,23,20969,96739,2322
19,-3.0,24,14084,113069,2013
19,-3.0,25,9842,108097,1634
19,-3.0,26,6922,106266,2133
19,-3.0,27,1727,37685,628
19,-3.0,28,1699,22689,321
19,-3.0,29,1739,7748,130
19,-3.0,30,1209,892,31
19,0.0,16,6546,8409,2787
19,0.0,17,3375,11432,2500
19,0.0,18,2422,16808,2091
19,0.0,19,4933,9336,1665
19,0.0,20,6201,17600,2307
19,0.0,21,1951,21398,2788
19,0.0,22,4324,30952,4062
19,0.0,23,3101,50157,3008
19,0.0,24,4757,78687,3181
19,0.0,25,3164,65154,3513
19,0.0,26,2531,52901,4651
19,0.0,27,1235,11318,1699
19,0.0,28,1076,11763,1098
19,0.0,29,1175,7419,447
19,0.0,30,831,637,52
19,3.0,16,979,1774,3418
19,3.0,17,354,2820,3625
19,3.0,18,365,3570,3053
19,3.0,19,377,2898,2348
19,3.0,20,654,4700,2853
19,3.0,21,283,4957,3685
19,3.0,22,525,6959,4064
19,3.0,23,570,13728,3122
19,3.0,24,770,29641,2855
19,3.0,25,696,26710,3002
19,3.0,26,858,21131,4085
19,3.0,27,683,6547,2360
19,3.0,28,708,6074,1489
19,3.0,29,640,4260,741
19,3.0,30,429,468,93
20,-3.0,16,106434,112078,4531
20,-3.0,17,65691,111882,1230
20,-3.0,18,38494,117143,695
20,-3.0,19,12442,87567,288
20,-3.0,20,17929,102793,394
20,-3.0,21,6927,94385,483
20,-3.0,22,8851,75205,561
20,-3.0,23,4163,96146,315
20,-3.0,24,8444,114289,199
20,-3.0,25,3045,106293,97
20,-3.0,26,1940,81445,55
20,-3.0,27,359,37391,28
20,-3.0,28,297,31485,20
20,-3.0,29,195,9335,3
20,-3.0,30,601,863,1
20,0.0,16,2228,10668,1122
20,0.0,17,361,21326,810
20,0.0,18,407,45510,436
20,0.0,19,315,40726,560
20,0.0,20,871,64349,1007
20,0.0,21,847,74909,1590
20,0.0,22,829,43966,1337
20,0.0,23,573,51830,658
20,0.0,24,2162,86946,422
20,0.0,25,1380,78230,211
20,0.0,26,2280,59258,121
20,0.0,27,571,29681,59
20,0.0,28,729,24150,76
20,0.0,29,657,11321,25
20,0.0,30,829,1027,8
20,3.0,16,478,2739,2741
20,3.0,17,117,3832,2743
20,3.0,18,203,6964,1930
20,3.0,19,44,8449,1600
20,3.0,20,223,14095,1866
20,3.0,21,161,19627,2399
20,3.0,22,152,11648,2188
20,3.0,23,136,16710,1341
20,3.0,24,266,45809,841
20,3.0,25,271,45017,692
20,3.0,26,416,42411,523
20,3.0,27,157,18727,351
20,3.0,28,340,13229,269
20,3.0,29,559,7575,106
20,3.0,30,423,793,15
21,-3.0,16,115698,115724,32560
21,-3.0,17,68676,117276,8086
21,-3.0,18,43745,114446,2233
21,-3.0,19,19032,74529,1218
21,-3.0,20,32087,113572,1674
21,-3.0,21,7370,99343,791
21,-3.0,22,9087,75755,772
21,-3.0,23,6194,90997,466
21,-3.0,24,5789,115231,408
21,-3.0,25,1164,93382,229
21,-3.0,26,1284,72761,169
21,-3.0,27,202,24879,45
21,-3.0,28,142,19841,10
21,-3.0,29,102,12311,3
21,-3.0,30,159,1111,2
21,0.0,16,6552,11010,7532
21,0.0,17,2314,24869,4966
21,0.0,18,1885,24306,2469
21,0.0,19,1554,18151,3036
21,0.0,20,3151,68504,3829
21,0.0,21,1499,80725,3881
21,0.0,22,2090,46400,2921
21,0.0,23,2514,46658,1618
21,0.0,24,2722,78488,2420
21,0.0,25,2049,62494,1963
21,0.0,26,4735,66129,1501
21,0.0,27,769,19368,498
21,0.0,28,304,11905,310
21,0.0,29,427,5755,114
21,0.0,30,243,505,8
21,3.0,16,1835,3880,6981
21,3.0,17,873,5506,5745
21,3.0,18,837,6289,4110
21,3.0,19,264,6068,3788
21,3.0,20,598,15183,3313
21,3.0,21,348,21467,3926
21,3.0,22,556,11876,3528
21,3.0,23,928,14777,2261
21,3.0,24,860,33246,2718
21,3.0,25,929,29471,2351
21,3.0,26,1858,38203,2130
21,3.0,27,645,11026,1118
21,3.0,28,338,4086,784
21,3.0,29,313,2074,314
21,3.0,30,193,258,20
22,-3.0,16,30325,65359,1018
22,-3.0,17,1308,60457,175
22,-3.0,18,481,86071,65
22,-3.0,19,269,38727,60
22,-3.0,20,485,71195,202
22,-3.0,21,72,55695,103
22,-3.0,22,65,33901,140
22,-3.0,23,68,52744,114
22,-3.0,24,51,89196,54
22,-3.0,25,19,72361,49
22,-3.0,26,18,80386,50
22,-3.0,27,9,52380,24
22,-3.0,28,6,35939,7
22,-3.0,29,13,7320,2
22,-3.0,30,45,1042,1
22,0.0,16,491,2992,1109
22,0.0,17,10,4681,360
22,0.0,18,20,9353,163
22,0.0,19,8,6347,251
22,0.0,20,28,15130,575
22,0.0,21,4,12481,316
22,0.0,22,7,9225,438
22,0.0,23,12,15977,460
22,0.0,24,11,33157,192
22,0.0,25,6,28183,188
22,0.0,26,8,42686,218
22,0.0,27,7,25902,183
22,0.0,28,15,13579,79
22,0.0,29,16,4757,8
22,0.0,30,36,540,1
22,3.0,16,166,1250,2510
22,3.0,17,10,1727,1454
22,3.0,18,11,3907,612
22,3.0,19,1,2501,462
22,3.0,20,8,2742,957
22,3.0,21,2,2974,711
22,3.0,22,4,2683,845
22,3.0,23,4,5304,921
22,3.0,24,3,11102,482
22,3.0,25,2,11593,543
22,3.0,26,3,14327,575
22,3.0,27,1,8412,575
22,3.0,28,3,5109,293
22,3.0,29,6,3237,25
22,3.0,30,12,532,2
23,-3.0,16,115317,116861,43817
23,-3.0,17,80398,112619,15949
23,-3.0,18,58972,114372,4510
23,-3.0,19,21821,77160,1353
23,-3.0,20,19935,112946,1653
23,-3.0,21,9533,101130,771
23,-3.0,22,8914,94364,952
23,-3.0,23,4940,107066,634
23,-3.0,24,8707,119868,771
23,-3.0,25,4607,112356,1010
23,-3.0,26,4319,86796,675
23,-3.0,27,502,51248,170
23,-3.0,28,639,31984,48
23,-3.0,29,447,13587,40
23,-3.0,30,254,978,13
23,0.0,16,4092,12985,8667
23,0.0,17,1397,27728,6199
23,0.0,18,2242,40020,2637
23,0.0,19,1341,24490,1580
23,0.0,20,3534,89197,2472
23,0.0,21,4120,76301,1469
23,0.0,22,4051,72622,1782
23,0.0,23,2330,83311,1180
23,0.0,24,4846,100116,1944
23,0.0,25,3207,91033,3273
23,0.0,26,4388,67801,3526
23,0.0,27,1323,27406,1868
23,0.0,28,1597,11108,702
23,0.0,29,615,15397,305
23,0.0,30,152,711,13
23,3.0,16,793,3495,7274
23,3.0,17,584,5185,6213
23,3.0,18,1302,7585,4714
23,3.0,19,269,5909,2956
23,3.0,20,614,25434,3470
23,3.0,21,539,21986,2304
23,3.0,22,861,21893,2446
23,3.0,23,654,32805,1586
23,3.0,24,802,63466,2095
23,3.0,25,871,57534,2784
23,3.0,26,1381,48968,3460
23,3.0,27,877,18945,2238
23,3.0,28,1064,4236,870
23,3.0,29,713,1522,463
23,3.0,30,503,175,44
24,-3.0,16,95243,102890,10238
24,-3.0,17,52351,111107,3306
24,-3.0,18,31083,116319,2444
24,-3.0,19,11238,73527,966
24,-3.0,20,7244,76006,742
24,-3.0,21,1970,63842,895
24,-3.0,22,2775,60037,1532
24,-3.0,23,3594,81060,1785
24,-3.0,24,3119,96638,1369
24,-3.0,25,1265,75570,1051
24,-3.0,26,839,68867,1536
24,-3.0,27,157,37064,372
24,-3.0,28,190,18505,151
24,-3.0,29,223,4493,61
24,-3.0,30,343,448,20
24,0.0,16,1121,7334,2049
24,0.0,17,245,17671,1200
24,0.0,18,224,38530,772
24,0.0,19,195,15176,970
24,0.0,20,236,24062,945
24,0.0,21,83,33507,1249
24,0.0,22,123,29302,1669
24,0.0,23,325,31721,1878
24,0.0,24,558,47528,1580
24,0.0,25,333,32688,1652
24,0.0,26,214,20604,1728
24,0.0,27,47,9511,650
24,0.0,28,113,4621,383
24,0.0,29,164,1723,167
24,0.0,30,223,210,20
24,3.0,16,56,1360,2477
24,3.0,17,34,3810,2997
24,3.0,18,35,7137,2738
24,3.0,19,2,5061,2168
24,3.0,20,4,7845,2266
24,3.0,21,4,10922,2673
24,3.0,22,5,10585,3121
24,3.0,23,17,10970,3464
24,3.0,24,29,19215,2737
24,3.0,25,27,23345,3184
24,3.0,26,22,15598,2935
24,3.0,27,11,6527,1653
24,3.0,28,28,3251,960
24,3.0,29,68,1865,506
24,3.0,30,79,292,45
25,-3.0,16,126482,88261,14888
25,-3.0,17,123407,104615,16748
25,-3.0,18,120987,119361,31796
25,-3.0,19,95500,66481,7571
25,-3.0,20,90604,83889,4880
25,-3.0,21,36993,78189,4577
25,-3.0,22,42778,73773,7237
25,-3.0,23,16273,96366,2814
25,-3.0,24,13569,107590,2365
25,-3.0,25,6976,84604,1596
25,-3.0,26,7682,104996,3619
25,-3.0,27,1436,47147,1001
25,-3.0,28,1188,19522,330
25,-3.0,29,1546,10988,117
25,-3.0,30,665,331,43
25,0.0,16,24994,3678,1358
25,0.0,17,19846,12871,2599
25,0.0,18,18147,56625,7644
25,0.0,19,12040,12566,3824
25,0.0,20,15198,24107,2326
25,0.0,21,4016,22973,3303
25,0.0,22,5352,21928,5826
25,0.0,23,1699,36505,2609
25,0.0,24,2030,55452,2218
25,0.0,25,1517,38761,1810
25,0.0,26,1988,62392,3453
25,0.0,27,693,14055,1098
25,0.0,28,527,8123,391
25,0.0,29,719,7034,195
25,0.0,30,567,288,58
25,3.0,16,1565,520,2082
25,3.0,17,871,1416,3459
25,3.0,18,640,4231,4907
25,3.0,19,266,1951,3366
25,3.0,20,408,3957,1659
25,3.0,21,338,3196,1969
25,3.0,22,451,4120,3206
25,3.0,23,390,7357,2481
25,3.0,24,447,11690,1920
25,3.0,25,540,14594,1915
25,3.0,26,732,27593,3050
25,3.0,27,536,5583,1731
25,3.0,28,454,3903,745
25,3.0,29,441,1926,443
25,3.0,30,447,344,196
26,-3.0,16,126607,102515,16561
26,-3.0,17,125646,115615,16686
26,-3.0,18,123499,121765,28935
26,-3.0,19,112279,89066,6705
26,-3.0,20,109966,105633,3675
26,-3.0,21,45605,103801,2370
26,-3.0,22,54457,103681,4337
26,-3.0,23,34830,117805,1137
26,-3.0,24,34435,118494,1209
26,-3.0,25,15281,104649,1299
26,-3.0,26,17631,95396,2097
26,-3.0,27,2142,21946,724
26,-3.0,28,2765,8374,264
26,-3.0,29,2710,2788,95
26,-3.0,30,1705,232,28
26,0.0,16,21382,5300,789
26,0.0,17,22854,23944,1630
26,0.0,18,16613,59834,3196
26,0.0,19,10128,17961,1610
26,0.0,20,13268,34807,960
26,0.0,21,1991,41352,1328
26,0.0,22,3481,46297,2145
26,0.0,23,1891,67299,822
26,0.0,24,3039,69748,861
26,0.0,25,1974,49244,953
26,0.0,26,2986,42301,1507
26,0.0,27,694,4222,571
26,0.0,28,806,1805,211
26,0.0,29,840,927,89
26,0.0,30,836,204,29
26,3.0,16,721,462,1117
26,3.0,17,625,1311,1790
26,3.0,18,464,3139,1759
26,3.0,19,125,1498,1179
26,3.0,20,205,2724,549
26,3.0,21,188,3053,754
26,3.0,22,244,4670,1085
26,3.0,23,251,9428,724
26,3.0,24,350,11123,681
26,3.0,25,425,13234,757
26,3.0,26,569,21192,971
26,3.0,27,344,3851,618
26,3.0,28,300,2244,279
26,3.0,29,274,929,176
26,3.0,30,328,372,86
27,-3.0,16,119246,109319,51391
27,-3.0,17,72389,118924,14379
27,-3.0,18,33578,122435,8570
27,-3.0,19,20302,80277,3243
27,-3.0,20,17334,103256,2064
27,-3.0,21,3927,88918,1650
27,-3.0,22,9262,76308,3676
27,-3.0,23,6416,95597,1963
27,-3.0,24,23574,106102,3351
27,-3.0,25,2254,103508,1747
27,-3.0,26,1327,78451,931
27,-3.0,27,455,71464,198
27,-3.0,28,390,62292,141
27,-3.0,29,231,28383,9
27,-3.0,30,434,302,3
27,0.0,16,3744,4546,7757
27,0.0,17,140,7386,3749
27,0.0,18,165,17883,3646
27,0.0,19,15,6445,3312
27,0.0,20,44,16298,2944
27,0.0,21,10,16668,2206
27,0.0,22,59,23037,3936
27,0.0,23,79,29628,2921
27,0.0,24,189,36369,3250
27,0.0,25,124,42013,3371
27,0.0,26,46,19313,2573
27,0.0,27,12,18766,975
27,0.0,28,10,6976,354
27,0.0,29,24,4063,36
27,0.0,30,19,201,6
27,3.0,16,471,997,5627
27,3.0,17,3,1616,2964
27,3.0,18,2,4028,3182
27,3.0,19,1,2361,2447
27,3.0,20,1,1731,1682
27,3.0,21,1,2295,1374
27,3.0,22,3,4275,1376
27,3.0,23,3,7207,1051
27,3.0,24,5,8749,553
27,3.0,25,4,10127,410
27,3.0,26,1,7952,377
27,3.0,27,1,4421,279
27,3.0,28,1,2393,93
27,3.0,29,3,1993,8
27,3.0,30,5,43,2
28,-3.0,16,97789,93259,345
28,-3.0,17,60970,104079,171
28,-3.0,18,43222,106090,283
28,-3.0,19,87361,65939,261
28,-3.0,20,89431,75539,268
28,-3.0,21,29079,67426,189
28,-3.0,22,54178,60650,122
28,-3.0,23,28340,92155,96
28,-3.0,24,17598,97409,37
28,-3.0,25,2404,91002,30
28,-3.0,26,2491,107288,41
28,-3.0,27,789,90121,26
28,-3.0,28,790,60258,21
28,-3.0,29,879,19625,5
28,-3.0,30,1523,2283,4
28,0.0,16,1905,4627,86
28,0.0,17,203,9294,52
28,0.0,18,350,23871,119
28,0.0,19,6237,15444,212
28,0.0,20,11232,22851,221
28,0.0,21,2508,29071,221
28,0.0,22,3760,33653,208
28,0.0,23,2265,62229,191
28,0.0,24,1560,64880,56
28,0.0,25,576,66059,36
28,0.0,26,755,92842,41
28,0.0,27,361,70093,24
28,0.0,28,380,52285,21
28,0.0,29,532,17638,6
28,0.0,30,918,2516,2
28,3.0,16,197,838,460
28,3.0,17,8,1560,174
28,3.0,18,47,3951,183
28,3.0,19,220,3925,315
28,3.0,20,542,5624,289
28,3.0,21,96,8660,226
28,3.0,22,85,10633,145
28,3.0,23,77,22228,103
28,3.0,24,39,23051,29
28,3.0,25,30,21031,23
28,3.0,26,45,34011,16
28,3.0,27,32,19070,14
28,3.0,28,56,12664,9
28,3.0,29,90,7747,4
28,3.0,30,166,1783,1
29,-3.0,16,113658,120908,65921
29,-3.0,17,100500,123653,36505
29,-3.0,18,75807,123985,25152
29,-3.0,19,28806,97326,4971
29,-3.0,20,16682,97483,2084
29,-3.0,21,6365,77218,2865
29,-3.0,22,8863,76028,4458
29,-3.0,23,4618,94674,3864
29,-3.0,24,4199,112180,2981
29,-3.0,25,2478,110887,2294
29,-3.0,26,1746,107247,1976
29,-3.0,27,414,58966,457
29,-3.0,28,364,21280,254
29,-3.0,29,240,7842,119
29,-3.0,30,283,944,28
29,0.0,16,3898,25933,13172
29,0.0,17,2271,59299,9841
29,0.0,18,1302,75922,6506
29,0.0,19,860,20452,3475
29,0.0,20,955,27488,2749
29,0.0,21,578,31813,5069
29,0.0,22,619,23682,5623
29,0.0,23,594,37757,4707
29,0.0,24,821,66813,6145
29,0.0,25,799,61183,5645
29,0.0,26,783,67989,4499
29,0.0,27,405,33480,1163
29,0.0,28,377,27183,742
29,0.0,29,265,11179,346
29,0.0,30,215,1223,49
29,3.0,16,496,2646,7577
29,3.0,17,451,5113,7721
29,3.0,18,582,8731,7343
29,3.0,19,327,5018,6862
29,3.0,20,420,7013,6654
29,3.0,21,158,7402,9693
29,3.0,22,192,6768,10617
29,3.0,23,238,10701,8044
29,3.0,24,416,18990,12815
29,3.0,25,498,18038,13897
29,3.0,26,560,32751,14633
29,3.0,27,410,26362,6559
29,3.0,28,792,25544,3574
29,3.0,29,752,13494,1425
29,3.0,30,548,1538,202
30,-3.0,16,127386,124206,103576
30,-3.0,17,126587,126537,88592
30,-3.0,18,125710,126989,84280
30,-3.0,19,119586,120211,47387
30,-3.0,20,117503,125823,27995
30,-3.0,21,114052,120081,29794
30,-3.0,22,112871,117117,42232
30,-3.0,23,78937,122549,26643
30,-3.0,24,87467,123738,41231
30,-3.0,25,62485,121596,36559
30,-3.0,26,51592,119534,19115
30,-3.0,27,17078,90446,2210
30,-3.0,28,6786,63338,630
30,-3.0,29,4724,30473,442
30,-3.0,30,1688,1435,86
30,0.0,16,28833,26293,37518
30,0.0,17,63521,98410,55594
30,0.0,18,70168,85875,33797
30,0.0,19,30910,34033,40777
30,0.0,20,65767,89369,40781
30,0.0,21,56634,73653,54754
30,0.0,22,35428,68958,65189
30,0.0,23,17402,65984,38056
30,0.0,24,20004,69463,59248
30,0.0,25,23065,94885,63379
30,0.0,26,45749,100128,54970
30,0.0,27,16858,85191,11777
30,0.0,28,3495,41753,4774
30,0.0,29,1262,22996,1916
30,0.0,30,520,984,150
30,3.0,16,2198,3284,12333
30,3.0,17,2922,7855,11831
30,3.0,18,3000,7478,11314
30,3.0,19,1617,3814,20522
30,3.0,20,5371,14969,20621
30,3.0,21,3512,14886,27622
30,3.0,22,2410,19594,36219
30,3.0,23,1782,22515,25762
30,3.0,24,2130,24170,39743
30,3.0,25,2535,45424,41479
30,3.0,26,6496,44716,47373
30,3.0,27,2667,41206,13637
30,3.0,28,1465,13754,5669
30,3.0,29,925,9250,3321
30,3.0,30,475,788,309
31,-3.0,16,105610,121623,30043
31,-3.0,17,93395,124182,18255
31,-3.0,18,45723,123457,6478
31,-3.0,19,33531,104753,3378
31,-3.0,20,26713,112735,2059
31,-3.0,21,4800,105061,1856
31,-3.0,22,16112,104477,3578
31,-3.0,23,6694,116641,1142
31,-3.0,24,31317,114326,1420
31,-3.0,25,21404,113964,1814
31,-3.0,26,6705,108202,1869
31,-3.0,27,463,67064,256
31,-3.0,28,337,34722,203
31,-3.0,29,393,13843,127
31,-3.0,30,526,904,39
31,0.0,16,2274,21420,4676
31,0.0,17,705,51599,4113
31,0.0,18,477,57046,1981
31,0.0,19,570,30648,2362
31,0.0,20,957,53689,3258
31,0.0,21,161,47359,3051
31,0.0,22,375,48486,4222
31,0.0,23,85,65773,1144
31,0.0,24,910,78926,3016
31,0.0,25,1099,83577,2910
31,0.0,26,1314,76849,6910
31,0.0,27,285,26382,1721
31,0.0,28,155,17389,1317
31,0.0,29,329,7672,671
31,0.0,30,223,448,28
31,3.0,16,381,2815,4541
31,3.0,17,47,3898,3773
31,3.0,18,26,5436,1965
31,3.0,19,1,3733,1697
31,3.0,20,11,4477,2245
31,3.0,21,1,3709,2450
31,3.0,22,2,4368,2563
31,3.0,23,5,6184,1894
31,3.0,24,31,8256,1613
31,3.0,25,40,9527,1738
31,3.0,26,41,16035,2398
31,3.0,27,15,4753,1282
31,3.0,28,12,2888,711
31,3.0,29,17,1802,394
31,3.0,30,30,228,27
32,-3.0,16,112309,117336,17475
32,-3.0,17,106626,122738,14594
32,-3.0,18,78115,125270,9864
32,-3.0,19,51103,108047,3063
32,-3.0,20,33486,115669,1764
32,-3.0,21,8264,106924,1418
32,-3.0,22,17533,107866,3194
32,-3.0,23,15648,113817,1450
32,-3.0,24,15082,116652,898
32,-3.0,25,7769,107778,809
32,-3.0,26,4504,116279,1109
32,-3.0,27,581,85463,279
32,-3.0,28,731,40022,290
32,-3.0,29,1001,12596,183
32,-3.0,30,776,1097,43
32,0.0,16,2861,14170,1831
32,0.0,17,1270,51555,3237
32,0.0,18,574,85388,2436
32,0.0,19,643,37212,2509
32,0.0,20,587,63718,2679
32,0.0,21,238,68872,2654
32,0.0,22,730,57653,7098
32,0.0,23,691,61123,2305
32,0.0,24,1510,81781,2076
32,0.0,25,1331,69590,1767
32,0.0,26,1007,77767,2473
32,0.0,27,561,36318,851
32,0.0,28,456,23328,681
32,0.0,29,852,5648,357
32,0.0,30,412,535,39
32,3.0,16,343,1741,2179
32,3.0,17,123,3921,3093
32,3.0,18,79,7137,2222
32,3.0,19,1,4395,2000
32,3.0,20,8,6393,1873
32,3.0,21,1,7374,1712
32,3.0,22,22,8994,3850
32,3.0,23,71,10059,2652
32,3.0,24,125,17652,1777
32,3.0,25,184,14768,1708
32,3.0,26,218,29428,2119
32,3.0,27,240,8777,1341
32,3.0,28,280,7048,838
32,3.0,29,415,3007,348
32,3.0,30,163,360,26
33,-3.0,16,120968,120758,38174
33,-3.0,17,115613,123956,24828
33,-3.0,18,100274,124801,14043
33,-3.0,19,82680,92111,4679
33,-3.0,20,62619,108528,3160
33,-3.0,21,23955,91632,2904
33,-3.0,22,40232,97080,5615
33,-3.0,23,24984,93438,2319
33,-3.0,24,44095,104634,3028
33,-3.0,25,49734,111770,4936
33,-3.0,26,30581,90305,2711
33,-3.0,27,2740,45347,547
33,-3.0,28,4516,26115,429
33,-3.0,29,2296,4662,121
33,-3.0,30,1918,245,34
33,0.0,16,7196,13101,6255
33,0.0,17,6297,33780,8803
33,0.0,18,7704,45069,9874
33,0.0,19,10933,11943,6983
33,0.0,20,16509,31511,8020
33,0.0,21,9638,25863,8798
33,0.0,22,8058,26550,12393
33,0.0,23,6471,15086,7188
33,0.0,24,18866,26386,11813
33,0.0,25,45485,57730,21424
33,0.0,26,49425,48719,21811
33,0.0,27,9897,29467,13148
33,0.0,28,16387,21881,13100
33,0.0,29,5827,2789,2108
33,0.0,30,3810,269,208
33,3.0,16,1649,2320,4840
33,3.0,17,1099,4002,5641
33,3.0,18,1439,6169,6772
33,3.0,19,283,2949,4638
33,3.0,20,639,5247,4398
33,3.0,21,461,5174,3906
33,3.0,22,531,5843,4617
33,3.0,23,583,4340,2861
33,3.0,24,697,6350,2255
33,3.0,25,1435,13021,2715
33,3.0,26,1677,15438,2907
33,3.0,27,626,9073,2546
33,3.0,28,1400,4347,1608
33,3.0,29,853,977,605
33,3.0,30,562,186,64
34,-3.0,16,107034,119200,16104
34,-3.0,17,98756,123779,16778
34,-3.0,18,58215,124518,7866
34,-3.0,19,42164,105573,3072
34,-3.0,20,17391,118280,2477
34,-3.0,21,3598,116343,1409
34,-3.0,22,4472,114794,2783
34,-3.0,23,1728,118172,590
34,-3.0,24,7546,122170,966
34,-3.0,25,2418,117339,884
34,-3.0,26,1272,116773,1834
34,-3.0,27,156,88015,471
34,-3.0,28,151,64712,360
34,-3.0,29,223,23401,158
34,-3.0,30,349,1863,29
34,0.0,16,2881,15329,3333
34,0.0,17,1959,55121,6283
34,0.0,18,2042,56971,6240
34,0.0,19,1729,31537,2675
34,0.0,20,1802,84646,3871
34,0.0,21,624,90166,2747
34,0.0,22,459,78128,4021
34,0.0,23,122,98209,1420
34,0.0,24,653,115077,3456
34,0.0,25,861,117142,3208
34,0.0,26,435,110909,6168
34,0.0,27,73,94758,2164
34,0.0,28,103,69276,1083
34,0.0,29,232,29548,307
34,0.0,30,274,2809,29
34,3.0,16,518,2338,3893
34,3.0,17,172,3251,3953
34,3.0,18,231,5736,3535
34,3.0,19,33,4158,1938
34,3.0,20,69,10661,2505
34,3.0,21,22,11219,1878
34,3.0,22,15,10681,3049
34,3.0,23,14,22449,1531
34,3.0,24,31,42968,1957
34,3.0,25,43,60193,1641
34,3.0,26,35,64997,2024
34,3.0,27,10,28942,829
34,3.0,28,19,15265,572
34,3.0,29,56,8063,273
34,3.0,30,44,1222,31
35,-3.0,16,116113,102874,11611
35,-3.0,17,105855,114754,4981
35,-3.0,18,72755,118334,5779
35,-3.0,19,56948,97298,3387
35,-3.0,20,47125,100831,1981
35,-3.0,21,11678,92339,2065
35,-3.0,22,34804,92230,5411
35,-3.0,23,23433,94275,1291
35,-3.0,24,17782,98086,1151
35,-3.0,25,6943,76957,730
35,-3.0,26,5258,74292,566
35,-3.0,27,1061,45715,174
35,-3.0,28,963,29199,116
35,-3.0,29,413,9674,20
35,-3.0,30,929,1417,13
35,0.0,16,5317,6304,2335
35,0.0,17,1083,17284,1875
35,0.0,18,268,35112,1337
35,0.0,19,566,28796,3392
35,0.0,20,1306,41084,2758
35,0.0,21,599,50126,4614
35,0.0,22,1003,47186,7699
35,0.0,23,1335,45766,1955
35,0.0,24,2031,47236,1787
35,0.0,25,1307,33146,1188
35,0.0,26,1233,31328,827
35,0.0,27,247,13756,190
35,0.0,28,221,11806,96
35,0.0,29,112,5309,14
35,0.0,30,195,938,10
35,3.0,16,1029,1108,3079
35,3.0,17,59,1875,2423
35,3.0,18,29,3173,1637
35,3.0,19,35,4677,3035
35,3.0,20,129,6643,2394
35,3.0,21,51,9351,3032
35,3.0,22,47,11463,2685
35,3.0,23,122,17084,1631
35,3.0,24,210,20120,1049
35,3.0,25,314,18327,1003
35,3.0,26,325,22476,783
35,3.0,27,121,9076,270
35,3.0,28,130,6578,132
35,3.0,29,66,3742,13
35,3.0,30,76,640,6
36,-3.0,16,121372,105981,6570
36,-3.0,17,113466,113073,3569
36,-3.0,18,94582,118099,2166
36,-3.0,19,75996,76017,1020
36,-3.0,20,58513,92078,830
36,-3.0,21,17762,71921,876
36,-3.0,22,31645,86924,1840
36,-3.0,23,22719,93161,1060
36,-3.0,24,30302,94714,684
36,-3.0,25,16903,91204,583
36,-3.0,26,13128,100113,783
36,-3.0,27,1259,47286,148
36,-3.0,28,1522,17685,138
36,-3.0,29,1114,8209,109
36,-3.0,30,1414,720,34
36,0.0,16,9390,7475,1655
36,0.0,17,5578,14059,1839
36,0.0,18,3243,32164,1380
36,0.0,19,4709,9513,2073
36,0.0,20,4080,24612,1982
36,0.0,21,1187,20767,1882
36,0.0,22,1728,23629,2708
36,0.0,23,1420,34080,1467
36,0.0,24,3175,31049,1469
36,0.0,25,2936,33848,1331
36,0.0,26,2869,34170,1178
36,0.0,27,859,14205,414
36,0.0,28,928,11552,335
36,0.0,29,887,5247,247
36,0.0,30,1023,741,38
36,3.0,16,1494,1375,2032
36,3.0,17,826,2184,2700
36,3.0,18,735,4423,2666
36,3.0,19,81,2579,2288
36,3.0,20,182,4398,1645
36,3.0,21,57,4124,1647
36,3.0,22,118,5094,2006
36,3.0,23,132,6765,1361
36,3.0,24,275,7048,991
36,3.0,25,317,9128,886
36,3.0,26,231,11908,657
36,3.0,27,180,5866,462
36,3.0,28,249,4691,322
36,3.0,29,266,2799,191
36,3.0,30,285,785,21
37,-3.0,16,109027,103629,2993
37,-3.0,17,84785,114508,1899
37,-3.0,18,53400,118846,1296
37,-3.0,19,39958,85601,852
37,-3.0,20,31102,102051,820
37,-3.0,21,4083,91171,655
37,-3.0,22,11265,94867,1371
37,-3.0,23,5446,98824,442
37,-3.0,24,6185,100588,279
37,-3.0,25,802,93094,200
37,-3.0,26,1024,90149,172
37,-3.0,27,218,38594,63
37,-3.0,28,274,31737,52
37,-3.0,29,254,17382,25
37,-3.0,30,379,746,10
37,0.0,16,3810,5690,1353
37,0.0,17,1238,12568,1570
37,0.0,18,977,30151,1574
37,0.0,19,535,16699,1879
37,0.0,20,535,31847,1582
37,0.0,21,98,31007,837
37,0.0,22,115,34878,1146
37,0.0,23,59,47862,574
37,0.0,24,191,45125,489
37,0.0,25,102,52516,426
37,0.0,26,98,48735,360
37,0.0,27,57,23708,160
37,0.0,28,83,28324,172
37,0.0,29,89,12577,38
37,0.0,30,52,601,6
37,3.0,16,552,1059,1694
37,3.0,17,102,1759,1679
