pair,set,direction,logodds_rec,entropy_rec
0,circuit,control_to_uncertain,1.0182162833445572,-0.17545370625508364
0,circuit,uncertain_to_control,-1.0,0.823364749138834
0,random0,control_to_uncertain,0.5948490928401102,0.5065739246201554
0,random1,control_to_uncertain,-0.835527349946955,-0.07821311577219753
0,random2,control_to_uncertain,1.1443787641233476,-0.044925586687303704
0,random3,control_to_uncertain,0.6269142178657047,0.04673878373742167
0,random4,control_to_uncertain,2.0,-0.059964654957742114
0,random5,control_to_uncertain,-0.8819500152841607,-0.08115407411605739
0,random6,control_to_uncertain,0.026298617116983863,-0.07824205746493684
0,random7,control_to_uncertain,-0.02795464287557997,0.09980458327881643
0,random8,control_to_uncertain,2.0,0.3298591443991494
0,random9,control_to_uncertain,-0.18899285211718977,-0.06579857667166916
0,random10,control_to_uncertain,0.9406040694730358,-0.01529797583006885
0,random11,control_to_uncertain,0.3255186898893102,0.061980082085876034
0,random12,control_to_uncertain,-1.0,0.15757744766829443
0,random13,control_to_uncertain,0.9493395328441242,-0.03767533088494652
0,random14,control_to_uncertain,0.1845816171280047,0.11380331828566295
0,random15,control_to_uncertain,-0.011289977360880785,-0.017329079708436564
0,random16,control_to_uncertain,2.0,-0.025219911643423874
0,random17,control_to_uncertain,0.4063481180760867,-0.05313296838662725
0,random18,control_to_uncertain,0.07943355218395284,-0.01908801108466832
0,random19,control_to_uncertain,1.8687554632898822,-0.2086526014059633
0,random20,control_to_uncertain,0.0652340738755701,-0.0715102197337726
0,random21,control_to_uncertain,2.0,0.06244218444661373
0,random22,control_to_uncertain,2.0,0.06835256046552712
0,random23,control_to_uncertain,0.6505315813682891,-0.10656391561808301
0,random24,control_to_uncertain,0.3364528102264086,-0.07331883434920684
0,random25,control_to_uncertain,0.09516782704478578,0.007772170994756127
0,random26,control_to_uncertain,0.5971489674925914,-0.0218072037079132
0,random27,control_to_uncertain,-0.06862501138336445,-0.11815011935433495
0,random28,control_to_uncertain,0.31117797085510673,0.03626406159274576
0,random29,control_to_uncertain,-0.0007824794214872677,0.09556571060598477
1,circuit,control_to_uncertain,1.012848396559844,-0.07318203826098643
1,circuit,uncertain_to_control,1.3311910718385274,0.38792903856808403
1,random0,control_to_uncertain,0.17592603030739892,-0.05799847111764204
1,random1,control_to_uncertain,-0.07355510412656116,0.025649079771411943
1,random2,control_to_uncertain,0.14426936208414662,-0.09593710971425841
1,random3,control_to_uncertain,-0.4545572703049215,0.32577046447311203
1,random4,control_to_uncertain,-0.17745102889161773,0.1400096541246863
1,random5,control_to_uncertain,-0.07112241407733441,0.13792246683681492
1,random6,control_to_uncertain,0.019004624266263943,-0.015370810514519937
1,random7,control_to_uncertain,0.027403953338504858,-0.0309206004651345
1,random8,control_to_uncertain,-0.0976454000639522,0.08023889514015103
1,random9,control_to_uncertain,-0.20142182891872648,0.08411772530076306
1,random10,control_to_uncertain,-0.14620901545582118,0.014279427403899201
1,random11,control_to_uncertain,-0.08240032137901199,0.11075999958571589
1,random12,control_to_uncertain,0.12203350739594804,-0.06314777256095733
1,random13,control_to_uncertain,0.18567316979944448,-0.0866541009546775
1,random14,control_to_uncertain,-0.03412596301303168,0.057677699953316924
1,random15,control_to_uncertain,1.0288954638901529,0.14973804549073352
1,random16,control_to_uncertain,0.01267717655965041,-0.06449599007501397
