n_neurons,rec_top,rec_random_mean,rec_random_sd,frac_of_window
10,0.231462741398661,-0.012275411098770799,0.032717082122873685,4.650297619047619e-05
30,0.4329545575772239,0.009278986599658314,0.04801363268285299,0.00013950892857142856
100,0.5168891888738093,-0.006356470808228367,0.04167514774720951,0.0004650297619047619
300,0.6511049312749443,-0.009070292559268231,0.04222661569065675,0.0013950892857142857
