run,neuron_id,category,is_candidate,n_unc,n_ctrl,unc_mean,unc_dz,unc_p,unc_work_mean,unc_work_p,unc_held_mean,unc_held_p,ctrl_mean,ctrl_p,mean_abs_shift,interaction,interaction_t,interaction_p,slope,slope_p,slope_r,unc_p_fdr,ctrl_p_fdr,interaction_p_fdr,slope_p_fdr,unc_held_p_fdr
ablation_bf16_new,L20_N4060,ambiguity,True,120,120,0.003381145993868511,0.14021434624624135,0.13089345532723365,0.003765129972071878,0.14024298785060746,0.0024851833780606563,0.5931203439828009,0.0011067445079485547,0.6033198340082996,0.014760829508304544,0.002274401485919956,0.748658524851417,0.45735426457354267,0.055493455513278646,0.1641361584998138,0.1278235038168288,False,False,False,False,False
ablation_bf16_new,L20_N4060,contradictory_context,True,120,120,-0.0018155274602274104,-0.06633633859106425,0.46747662616869157,-0.0007373650247852029,0.8167591620418979,-0.004331239809592561,0.27238638068096593,-0.0022131797896387745,0.3320333983300835,0.015698771644383623,0.00039765232941136415,0.11800558596141462,0.9044095590440956,-0.059427008941922044,0.2950814631716636,-0.09636717976739793,False,False,False,False,False
ablation_bf16_new,L20_N4060,lack_of_knowledge,True,120,120,0.005540178219477332,0.24230510856189705,0.007899605019749012,0.00661845008532206,0.010449477526123694,0.003024210532506299,0.4222288885555722,0.0014336816500872321,0.5565221738913054,0.01513944466908768,0.0041064965693901,1.2907185063914381,0.18988101189881013,0.02467989128667216,0.6369055821385627,0.04352536671010983,False,False,False,False,False
ablation_bf16_new,L22_N11087,ambiguity,False,120,120,0.0007282189403970997,0.028324781097719232,0.7613619319034048,0.0027112610460746766,0.2818859057047148,-0.0038988793061839134,0.46907654617269134,0.004995966268082456,0.03619819009049548,0.01465300327787792,-0.004267747327685356,-1.2775449354721258,0.21397860213978603,-0.010556928117133109,0.8447183141967562,-0.01806730750257936,False,False,False,False,False
ablation_bf16_new,L22_N11087,contradictory_context,False,120,120,-0.002142252742002411,-0.10354096513999501,0.2631368431578421,-0.0019505379189338052,0.4064296785160742,-0.0025895873291624915,0.45862706864656766,-0.0026050090518159198,0.21793910304484776,0.010271522495895578,0.00046275630981350855,0.1656191633938796,0.8752124787521248,-0.040399679302862694,0.15348369625440555,-0.13110629960351047,False,False,False,False,False
ablation_bf16_new,L22_N11087,lack_of_knowledge,False,120,120,-0.001560960213343301,-0.09469280843009305,0.30818459077046145,-0.0006158621538253071,0.7194640267986601,-0.003766189018885286,0.24033798310084495,0.0030634896519283433,0.16439178041097946,0.010831671953201246,-0.004624449865271644,-1.747102078720757,0.0800919908009199,0.03948441103717821,0.5674872873431143,0.052709345446184615,False,False,False,False,False
ablation_bf16_new,L22_N2446,ambiguity,True,120,120,-0.0014367440715432102,-0.05553759490447835,0.5426228688565572,-0.0010811245689789362,0.6869156542172892,-0.0022665229108598506,0.6608669566521674,0.0031529805312554044,0.2166391680415979,0.014311388197044483,-0.004589724602798615,-1.3269041368874288,0.18738126187381263,0.060343229537683576,0.25536177180221675,0.10464191382942196,False,False,False,False,False
ablation_bf16_new,L22_N2446,contradictory_context,True,120,120,6.434839839736378e-05,0.002879485546027822,0.9744012799360032,-0.0016106739196748935,0.5016249187540623,0.0039727338072326306,0.35713214339283034,-0.00031452223969001466,0.8951052447377631,0.010692492282638903,0.0003788706380873784,0.12111386322063959,0.9053094690530947,0.025002791335900543,0.46470252915884636,0.0673716076008594,False,False,False,False,False
ablation_bf16_new,L22_N2446,lack_of_knowledge,True,120,120,0.0007907956838607831,0.04463772450588276,0.6220688965551723,0.0006045159839448535,0.7576621168941553,0.0012254483169979527,0.6867656617169141,0.004690839070826765,0.029548522573871305,0.011228870352109229,-0.003900043386965982,-1.449934725941226,0.14758524147585242,-0.08946977864541679,0.35817571073187815,-0.08461395391792685,False,False,False,False,False
ablation_bf16_new,L22_N409,ambiguity,False,120,120,0.002166682233413054,0.09020334347469942,0.33383330833458325,0.002882525502216237,0.2567871606419679,0.0004963812728722943,0.912154392280386,0.003711537023385367,0.08544572771361432,0.013526509205500241,-0.0015448547899723128,-0.5008591785983723,0.6205379462053795,0.004348129353217125,0.8965888424306614,0.01198980644434046,False,False,False,False,False
