pair,layer,positions,rec
7,19,all,0.10213135895396354
7,20,last,-0.23385944307648773
7,20,all,-0.07152084891122046
7,21,last,0.09822888057549047
7,21,all,0.20136246640824843
7,22,last,-0.17420893862618606
7,22,all,-0.07230440311923214
7,23,last,-0.011980879960456435
7,23,all,0.0451116967417772
7,24,last,0.004885775278603665
7,24,all,0.03875239210016148
7,25,last,0.09555716055736194
7,25,all,0.10483685026642639
7,26,last,0.06045567016270657
7,26,all,0.06775985420217162
7,27,last,0.14247713488232833
7,27,all,0.14247713488232833
8,0,last,0.011757391369324032
8,0,all,-0.01586910441995416
8,1,last,0.008447543550914698
8,1,all,-0.015968233723213706
8,2,last,0.0036137060458328483
8,2,all,0.007548001192444779
8,3,last,0.008448407007515486
8,3,all,0.00964221986102352
8,4,last,0.011757666105515192
8,4,all,0.07662525254073085
8,5,last,-1.048483015245173e-06
8,5,all,-0.00331185507466312
8,6,last,-6.335752979823772e-07
8,6,all,0.05357638874112474
8,7,last,0.011757806277041295
8,7,all,0.0013530196728550208
8,8,last,-8.186017124374078e-07
8,8,all,0.22584746345017645
8,9,last,-0.004208442617362801
8,9,all,0.08794256699356517
8,10,last,0.02894419784441648
8,10,all,-0.1149046385353964
8,11,last,0.017185572965662747
8,11,all,0.07324960820796911
8,12,last,0.019303542297624262
8,12,all,0.004430177151073501
8,13,last,0.027129615763550774
8,13,all,0.19074021515981632
8,14,last,-0.01990561825026093
8,14,all,-0.3438387294520948
8,15,last,0.021396695662604624
8,15,all,-0.15922136915139704
8,16,last,0.04490549588051864
8,16,all,0.4727781990305928
8,17,last,-0.0306055500198082
8,17,all,0.4256878327521345
8,18,last,-0.05856415140245004
8,18,all,0.30819300944078215
8,19,last,-0.01168924558019414
8,19,all,0.26116382523003706
8,20,last,-0.06801165619313435
8,20,all,0.08480727758004154
8,21,last,0.002683404447675043
8,21,all,0.19080895527621689
8,22,last,-0.03066820108511488
8,22,all,0.03979844725048029
8,23,last,0.032598542419096904
8,23,all,0.13541541651186825
8,24,last,0.0497342984243829
8,24,all,0.1084339620514076
