category_a,category_b,n_neurons,observed_r,ci_lower,ci_upper,p_value,significant_fdr
ambiguity,contradictory_context,17,0.456710801404388,-0.022623061477599085,0.7592802258542266,0.06769661516924154,False
ambiguity,lack_of_knowledge,17,-0.4499763495326632,-0.8466679845489044,0.09580259869046318,0.07209639518024098,False
contradictory_context,lack_of_knowledge,17,-0.1462137431526965,-0.6245499403122253,0.347092820872909,0.5794210289485525,False
