neuron_id,layer,neuron_idx,kind,matched_to,w_norm,logit_var,nullfrac_k16,nullfrac_k64,nullfrac_k256,nullfrac_bottom10pct,w_norm_pctile_random,w_norm_pctile_matched,logit_var_pctile_random,logit_var_pctile_matched,nullfrac_bottom10pct_pctile_random,nullfrac_bottom10pct_pctile_matched,nullfrac_k16_pctile_random,nullfrac_k16_pctile_matched,nullfrac_k64_pctile_random,nullfrac_k64_pctile_matched,nullfrac_k256_pctile_random,nullfrac_k256_pctile_matched
L31_N5145,31,5145,matched,L31_N3330,1.4076961278915405,0.00016894405416678637,0.027610210701823235,0.09341065585613251,0.22083625197410583,0.5380102396011353,4.3,,4.5,,95.89999999999999,,98.8,,97.6,,95.7,
L31_N4286,31,4286,matched,L31_N3330,1.5147024393081665,0.00019001017790287733,0.008459257893264294,0.020010825246572495,0.05628509819507599,0.29759231209754944,6.5,,22.7,,53.800000000000004,,94.6,,86.7,,57.9,
L31_N13834,31,13834,matched,L31_N3330,1.3883591890335083,0.00018981657922267914,0.0025194790214300156,0.007742547430098057,0.03707720711827278,0.25884711742401123,3.8,,21.7,,3.5000000000000004,,32.1,,2.4,,2.4,
L31_N14288,31,14288,matched,L31_N3330,1.5819934606552124,0.0001537283242214471,0.0034311991184949875,0.012454076670110226,0.21496693789958954,0.5598139762878418,8.799999999999999,,1.9,,96.2,,60.4,,46.6,,95.3,
L31_N12982,31,12982,matched,L31_N3330,1.5312352180480957,0.00013426081568468362,0.0279950350522995,0.08962525427341461,0.4643027186393738,0.7343509197235107,7.199999999999999,,0.7000000000000001,,98.9,,98.8,,97.39999999999999,,99.2,
L31_N13847,31,13847,matched,L31_N3330,1.362387776374817,0.00014557324175257236,0.0018954506376758218,0.024688471108675003,0.17356157302856445,0.5312001705169678,3.5000000000000004,,1.3,,95.7,,13.5,,90.4,,94.1,
L31_N8382,31,8382,matched,L31_N3330,1.5440398454666138,0.00015712871390860528,0.023689117282629013,0.08680342137813568,0.33587679266929626,0.6657103300094604,7.3999999999999995,,2.5,,98.2,,98.4,,97.39999999999999,,98.1,
L31_N13823,31,13823,matched,L31_N3330,1.5306360721588135,0.00013482426584232599,0.002184698125347495,0.014441444538533688,0.3515428304672241,0.7462334036827087,7.000000000000001,,1.0,,99.4,,20.5,,67.4,,98.3,
L31_N539,31,539,matched,L31_N3330,1.5526500940322876,0.0002010555035667494,0.0022859766613692045,0.00947471521794796,0.04765060544013977,0.28346019983291626,7.8,,90.60000000000001,,25.4,,23.3,,13.200000000000001,,21.9,
L31_N2352,31,2352,matched,L31_N3330,1.5106931924819946,0.0001937978231580928,0.0016346119809895754,0.007766270078718662,0.04242537543177605,0.2594539225101471,6.5,,56.00000000000001,,3.5999999999999996,,8.5,,2.4,,6.800000000000001,
L31_N10910,31,10910,matched,L31_N3330,1.5655289888381958,0.0001991690369322896,0.002517922315746546,0.014043246395885944,0.054795462638139725,0.2878723442554474,8.1,,87.1,,34.8,,32.1,,63.5,,52.900000000000006,
L31_N14058,31,14058,matched,L31_N3330,1.5300891399383545,0.00019347293709870428,0.004890208598226309,0.020262787118554115,0.07346295565366745,0.34537258744239807,7.000000000000001,,52.5,,83.7,,83.8,,87.3,,84.39999999999999,
L31_N12661,31,12661,matched,L31_N3330,1.3697683811187744,0.00017478108929935843,0.0051458426751196384,0.01978657953441143,0.09739739447832108,0.39727985858917236,3.5000000000000004,,6.800000000000001,,89.3,,86.5,,86.2,,89.1,
L31_N6599,31,6599,matched,L31_N3330,1.5552458763122559,0.00017129367915913463,0.005698732100427151,0.031986527144908905,0.11151787638664246,0.41794419288635254,7.8,,5.4,,90.7,,89.2,,93.10000000000001,,91.10000000000001,
