neuron_id,layer,neuron_idx,kind,matched_to,w_norm,logit_var,nullfrac_k16,nullfrac_k64,nullfrac_k256,nullfrac_bottom10pct,w_norm_pctile_random,w_norm_pctile_matched,logit_var_pctile_random,logit_var_pctile_matched,nullfrac_bottom10pct_pctile_random,nullfrac_bottom10pct_pctile_matched,nullfrac_k16_pctile_random,nullfrac_k16_pctile_matched,nullfrac_k64_pctile_random,nullfrac_k64_pctile_matched,nullfrac_k256_pctile_random,nullfrac_k256_pctile_matched
L30_N5509,30,5509,candidate,,1.1508668661117554,0.00020713738922495395,0.019282687455415726,0.10334208607673645,0.2045670598745346,0.5280055403709412,0.7000000000000001,18.0,95.3,80.0,95.5,94.0,97.6,100.0,97.8,100.0,95.3,96.0
L29_N9228,29,9228,candidate,,1.6300562620162964,0.0002073445648420602,0.007083682343363762,0.05293836444616318,0.1367555409669876,0.45466896891593933,10.100000000000001,44.0,95.3,92.0,92.80000000000001,82.0,92.7,70.0,95.89999999999999,94.0,92.60000000000001,80.0
L26_N11322,26,11322,candidate,,1.4989947080612183,0.0001939112989930436,0.0040180073119699955,0.03428025543689728,0.11198066174983978,0.4052804410457611,6.3,28.000000000000004,54.50000000000001,64.0,89.2,74.0,71.8,46.0,93.5,86.0,90.5,74.0
L29_N10092,29,10092,candidate,,1.610102891921997,0.0002734243462327868,0.012198320589959621,0.03393319249153137,0.11672698706388474,0.42268064618110657,9.700000000000001,32.0,99.5,100.0,90.8,74.0,96.2,94.0,93.5,86.0,91.4,74.0
L30_N7102,30,7102,candidate,,1.8946621417999268,0.00018457874830346555,0.01854507252573967,0.04779650643467903,0.1625755876302719,0.5049982666969299,62.3,8.0,12.7,14.000000000000002,94.6,100.0,97.6,100.0,95.3,98.0,93.8,98.0
L24_N7891,24,7891,candidate,,1.6864298582077026,0.00019430508837103844,0.004887348040938377,0.020724397152662277,0.09922955930233002,0.40556493401527405,11.600000000000001,4.0,58.4,56.00000000000001,89.2,90.0,83.5,80.0,88.8,92.0,88.8,90.0
L30_N13513,30,13513,candidate,,1.2379182577133179,0.00018951366655528545,0.07360345870256424,0.14344163239002228,0.2455713301897049,0.5295750498771667,1.6,42.0,18.5,34.0,95.6,98.0,99.4,100.0,98.4,100.0,96.5,100.0
L30_N6621,30,6621,candidate,,1.4605368375778198,0.00020540624973364174,0.019638318568468094,0.07823175191879272,0.18433213233947754,0.4884665906429291,5.4,48.0,94.0,72.0,93.8,80.0,97.6,92.0,96.8,92.0,94.8,86.0
L30_N3533,30,3533,candidate,,1.399950385093689,0.00022544575040228665,0.017913298681378365,0.06260103732347488,0.1607055962085724,0.47130274772644043,4.0,44.0,99.1,98.0,93.2,84.0,97.39999999999999,92.0,96.39999999999999,88.0,93.7,84.0
L29_N11308,29,11308,candidate,,1.967549443244934,0.00017577048856765032,0.006231547798961401,0.033409930765628815,0.12024535238742828,0.4528333842754364,71.39999999999999,40.0,7.199999999999999,4.0,92.80000000000001,96.0,91.4,96.0,93.4,94.0,91.7,96.0
