neuron_id,avg_entropy_shift
L24_N2321,-0.0013783772786458333
L31_N9981,0.0004722958519345238
L31_N12600,0.00013442266555059525
L31_N11738,-0.0003589448474702381
L31_N2395,-0.00020926339285714285
