twin,layer,d_hedge_lp,d_answer_lp,d_hedge_mlogit,d_answer_mlogit,gap
ale_14_0,27,9.86323070526123,-0.4412502348466205,0.8703126907348633,-1.390625,10.304480940107851
ale_14_3,24,1.05548095703125,-1.194636344909668,-1.4031249582767487,-3.2469483613967896,2.250117301940918
ale_14_3,25,1.7391328811645508,-3.8126773834228516,-2.10429684817791,-4.416015783324838,5.551810264587402
ale_14_3,26,0.564697265625,-7.174840450286865,-0.8972655981779099,-2.6171875596046448,7.739537715911865
ale_14_3,27,10.586893558502197,-2.758885622077287,0.7375001907348633,-1.970376968383789,13.345779180579484
ale_14_5,24,0.14124393463134766,-2.6701297760009766,-1.7928710579872131,-3.5690104961395264,2.811373710632324
ale_14_5,25,1.6105155944824219,-4.120425224304199,-2.0867186546092853,-4.194986820220947,5.730940818786621
ale_14_5,26,0.030847549438476562,-7.153605699539185,-1.134374976158142,-2.693359375,7.184453248977661
ale_14_5,27,7.673755645751953,-3.911815456172917,0.6296877861022949,-1.598794937133789,11.58557110192487
ale_17_1,24,11.488332748413086,12.280945777893066,1.8035156726837158,1.2677409648895264,-0.7926130294799805
ale_17_1,25,10.617960929870605,10.764618873596191,0.4664062261581421,0.5507812574505806,-0.14665794372558594
ale_17_1,26,4.430837631225586,3.767637252807617,1.4742188453674316,1.2130534201860428,0.6632003784179688
ale_17_1,27,5.825623512268066,6.31089973449707,3.5625,4.213541507720947,-0.4852762222290039
ale_18_1,24,2.412515640258789,2.6253128051757812,0.7755859643220901,1.29296875,-0.2127971649169922
ale_18_1,25,2.3188209533691406,3.700305938720703,0.3414795398712158,0.8649088144302368,-1.3814849853515625
ale_18_1,26,1.5727977752685547,1.3732776641845703,0.8658202886581421,1.3493245840072632,0.19952011108398438
ale_18_1,27,3.5134286880493164,5.950528144836426,0.6160159111022949,1.1145830154418945,-2.4370994567871094
ale_18_5,24,7.0547332763671875,7.516958236694336,-0.09843754768371582,-0.42252612113952637,-0.46222496032714844
ale_18_5,25,3.744044303894043,3.0290184020996094,-0.9874999523162842,-1.787109136581421,0.7150259017944336
ale_18_5,26,2.998201370239258,0.4078807830810547,2.905859351158142,2.0292967967689037,2.590320587158203
ale_18_5,27,12.642276763916016,8.406035423278809,2.2718749046325684,0.7109375,4.236241340637207
ale_19_0,24,0.0773935317993164,-1.4319028854370117,-2.054687410593033,-1.785156324505806,1.5092964172363281
ale_19_0,25,1.8167047500610352,-3.1614418029785156,-1.9734375476837158,-2.076822817325592,4.978146553039551
ale_19_0,26,0.14842987060546875,-6.063373565673828,-1.19921875,-1.382161557674408,6.211803436279297
ale_19_0,27,7.591852188110352,-0.09087717785587301,-0.025390625,0.11328125,7.682729365966225
ale_19_2,24,0.4770164489746094,0.8513269424438477,-0.9871094226837158,-0.4451497793197632,-0.3743104934692383
ale_19_2,25,2.832986831665039,-1.3008356094360352,-1.50830078125,-1.2867025136947632,4.133822441101074
ale_19_2,26,3.02606201171875,-3.625779151916504,1.599023461341858,1.0232747793197632,6.651841163635254
ale_19_2,27,11.123693466186523,-0.011903823022294091,1.6781251430511475,1.0475263595581055,11.135597289208818
ale_19_3,24,0.165618896484375,1.737497329711914,-1.3664063215255737,-1.259765625,-1.571878433227539
ale_19_3,25,1.7884225845336914,0.23752593994140625,-1.90234375,-2.5006511211395264,1.5508966445922852
ale_19_3,26,-0.42771434783935547,-6.7751898765563965,-1.0966797471046448,-2.0730795115232468,6.347475528717041
ale_19_3,27,8.926392555236816,-3.3707402988657122,0.6304688453674316,-0.7779941558837891,12.297132854102529
ale_19_4,24,-0.8221654891967773,-1.2520437240600586,-2.2585937082767487,-1.4120279550552368,0.42987823486328125
ale_19_4,25,0.3699312210083008,-2.2206344604492188,-2.506250023841858,-1.8308919072151184,2.5905656814575195
ale_19_4,26,-1.019669532775879,-4.11111307144165,-1.0921874642372131,-0.8921712636947632,3.0914435386657715
ale_19_4,27,4.992892265319824,-0.050660357024753466,-0.3722653388977051,0.30647850036621094,5.043552622344578
ale_19_5,24,-0.33559608459472656,-0.9019927978515625,-2.095312476158142,-2.2408854365348816,0.5663967132568359
ale_19_5,25,0.7940807342529297,-1.9292221069335938,-2.290624976158142,-2.8626301288604736,2.7233028411865234
ale_19_5,26,-1.7697334289550781,-7.861972093582153,-1.895312488079071,-2.7067056596279144,6.092238664627075
ale_19_5,27,6.109734535217285,-3.808046604099218,-0.087890625,-0.9557285308837891,9.917781139316503
