layer,gap,d_hedge_lp,d_answer_lp,frac_pairs_hedge_up,frac_pairs_answer_down,d_hedge_mlogit,d_answer_mlogit,share_hedge,share_answer
24,0.7222320116483248,1.245211919148763,0.5229799075004382,0.6666666666666666,0.48717948717948717,-0.5719325922143,-1.1454129161743016,1.7241162106714978,-0.724116210671498
25,2.4213560422261557,2.6285357108482947,0.20717966862213918,0.8717948717948718,0.5128205128205128,-1.27229409727853,-2.1068999360387144,1.0855634879832299,-0.08556348798323006
26,3.673941031480447,2.908662184690818,-0.765278846789629,0.7948717948717948,0.5128205128205128,0.20732015485946947,-0.6739867231211601,0.7917008356333762,0.2082991643666238
27,6.374118040382474,8.954659975492037,2.5805419351095633,1.0,0.38461538461538464,1.0846255192389855,-0.14883809211926582,1.4048469009768634,-0.4048469009768636
