n_neurons,rec_top,rec_random_mean,rec_random_sd,frac_of_window
10,0.007858620067455786,-0.011266984074671258,0.0112828998885293,4.650297619047619e-05
30,0.19883662635117635,-0.0074024104263691,0.007760169858521188,0.00013950892857142856
100,0.16357480583619607,-0.01562883599407589,0.014439576690913666,0.0004650297619047619
300,0.5362388590583751,-0.004335109504508239,0.027243357728328754,0.0013950892857142857
