pair,set,direction,logodds_rec,entropy_rec
0,circuit,control_to_uncertain,0.569824845777955,-0.49440672664681606
0,circuit,uncertain_to_control,0.9830957731102806,0.4731356527211717
0,random0,control_to_uncertain,-0.030929694066122605,0.07334169313359269
0,random1,control_to_uncertain,0.017957212702486774,-0.18436137772280176
0,random2,control_to_uncertain,0.03474920080849905,-0.06433102541108389
0,random3,control_to_uncertain,0.021961510966663593,0.005294985348300337
0,random4,control_to_uncertain,-0.028680688666619217,0.08995003964132867
0,random5,control_to_uncertain,0.07885334562428221,-0.255593226104878
0,random6,control_to_uncertain,-0.03789855504381154,0.0674212914095965
0,random7,control_to_uncertain,0.031280243345595364,0.008134268345808462
0,random8,control_to_uncertain,0.08027444702491261,-0.20166680683664087
0,random9,control_to_uncertain,0.04696018054539546,0.08665354423717138
0,random10,control_to_uncertain,-0.004131017383178546,-0.1617940748734454
0,random11,control_to_uncertain,0.04044920891835003,-0.006560559571136577
0,random12,control_to_uncertain,-0.1075808202326582,-0.044016370593032386
0,random13,control_to_uncertain,0.1069740272850951,0.4690504885947314
0,random14,control_to_uncertain,0.005339596664611221,0.10065106275614488
0,random15,control_to_uncertain,0.005370283753715522,-0.06589528452457337
0,random16,control_to_uncertain,0.039518065092279446,-0.20678822080834292
0,random17,control_to_uncertain,-0.004161877114134348,0.027432895593528493
0,random18,control_to_uncertain,0.04133335100034947,-0.12091317745802224
0,random19,control_to_uncertain,0.04719052793576066,-0.18450531496193204
0,random20,control_to_uncertain,-0.05834815499595522,0.12569863707536766
0,random21,control_to_uncertain,-0.04638934026340744,0.23540330681443417
0,random22,control_to_uncertain,0.08687801942505688,0.06724333539020959
0,random23,control_to_uncertain,0.04770355477772729,0.029618640023661953
0,random24,control_to_uncertain,-0.01911883340031118,0.14974447171196678
0,random25,control_to_uncertain,-0.04111426849079471,0.012023522096615226
0,random26,control_to_uncertain,-0.05944037366947623,-0.019940599429807443
0,random27,control_to_uncertain,0.05642842076772709,-0.27385813601653314
0,random28,control_to_uncertain,-0.023014842063134002,-0.0015255533012863824
0,random29,control_to_uncertain,-0.03139587022563815,0.04388619206058367
1,circuit,control_to_uncertain,0.8276685784750722,0.28888437375856224
1,circuit,uncertain_to_control,0.9180353005986596,0.9931734977197699
1,random0,control_to_uncertain,-0.05340080447064321,-0.22074597091542214
1,random1,control_to_uncertain,0.009584312500182239,0.06832900202056544
1,random2,control_to_uncertain,-0.0992670181922333,0.1986782268280121
1,random3,control_to_uncertain,-0.11142446837500174,0.0713697549087319
1,random4,control_to_uncertain,-0.07416760778713177,-0.593668787885602
1,random5,control_to_uncertain,0.0036006330304406368,-0.01643328975251018
1,random6,control_to_uncertain,0.047402341263197235,0.3919227709265583
1,random7,control_to_uncertain,-0.11377027411863218,-0.6842274897552942
1,random8,control_to_uncertain,-0.09665331475186315,-0.20896549619497654
1,random9,control_to_uncertain,0.019828138281864697,-0.08277840061591375
1,random10,control_to_uncertain,-0.09089788800750871,0.13939933954172676
1,random11,control_to_uncertain,0.0422597490437505,-0.35332697288887316
1,random12,control_to_uncertain,0.12385994490525543,-0.5776257981340555
1,random13,control_to_uncertain,0.061185951438644394,0.022511850878630085
1,random14,control_to_uncertain,-0.013168294642654807,-0.2984986567041119
