rand,layer,norm,cos_real,max_abs_proj_err,span_frac_real
0,13,1.0,0.014424290508031845,8.381903171539307e-09,0.001699958462268114
0,14,1.0,0.008662151172757149,1.4901161193847656e-08,0.001505138585343957
0,15,1.0,0.0022195400670170784,1.3969838619232178e-08,0.0015370019245892763
0,16,0.9999999403953552,0.004209686070680618,1.862645149230957e-08,0.0021817933302372694
0,17,1.0,0.00273236446082592,2.9802322387695312e-08,0.0077630095183849335
0,18,1.0,0.038263071328401566,1.862645149230957e-08,0.004775844980031252
0,19,1.0,0.014172120951116085,2.2351741790771484e-08,0.008041108958423138
1,13,1.0,-0.005399854853749275,1.30385160446167e-08,0.001699958462268114
1,14,1.0,0.0330500602722168,1.4435499906539917e-08,0.001505138585343957
1,15,1.0,0.02590908855199814,1.257285475730896e-08,0.0015370019245892763
1,16,1.0,-0.020234424620866776,1.30385160446167e-08,0.0021817933302372694
1,17,1.0,0.03511560335755348,2.2351741790771484e-08,0.0077630095183849335
1,18,1.0,0.020895622670650482,1.862645149230957e-08,0.004775844980031252
1,19,1.0,0.0188024640083313,2.2351741790771484e-08,0.008041108958423138
2,13,1.0,-0.008088527247309685,2.7939677238464355e-08,0.001699958462268114
2,14,1.0,0.004183890763670206,1.5366822481155396e-08,0.001505138585343957
2,15,1.0,-0.004464444704353809,1.909211277961731e-08,0.0015370019245892763
2,16,1.0,0.023342670872807503,2.0489096641540527e-08,0.0021817933302372694
2,17,1.0,-0.006636784411966801,7.450580596923828e-09,0.0077630095183849335
2,18,1.0,-0.007816977798938751,3.3527612686157227e-08,0.004775844980031252
2,19,1.0,-0.0275734830647707,2.2351741790771484e-08,0.008041108958423138
3,13,0.9999999403953552,0.000489311758428812,2.2351741790771484e-08,0.001699958462268114
3,14,0.9999999403953552,0.014023184776306152,1.816079020500183e-08,0.001505138585343957
3,15,1.0,-0.002777683548629284,1.1175870895385742e-08,0.0015370019245892763
3,16,1.0,0.015267569571733475,1.5832483768463135e-08,0.0021817933302372694
3,17,1.0,-0.020899981260299683,2.9802322387695312e-08,0.0077630095183849335
3,18,1.0,0.0010281270369887352,2.421438694000244e-08,0.004775844980031252
3,19,1.0,0.0029821889474987984,2.60770320892334e-08,0.008041108958423138
4,13,1.0,0.018281519412994385,1.6763806343078613e-08,0.001699958462268114
4,14,1.0,-0.0006795423105359077,1.4901161193847656e-08,0.001505138585343957
4,15,1.0,0.004254158586263657,1.909211277961731e-08,0.0015370019245892763
4,16,1.0,0.005699370056390762,8.381903171539307e-09,0.0021817933302372694
4,17,1.0,0.024393655359745026,2.2351741790771484e-08,0.0077630095183849335
4,18,0.9999999403953552,0.011852027848362923,2.421438694000244e-08,0.004775844980031252
4,19,1.0,-0.010990187525749207,1.862645149230957e-08,0.008041108958423138
5,13,1.0,0.004152633249759674,2.2351741790771484e-08,0.001699958462268114
5,14,1.0,-0.02425934374332428,1.4435499906539917e-08,0.001505138585343957
5,15,1.0,0.02035023458302021,7.450580596923828e-09,0.0015370019245892763
5,16,1.0,0.007941748946905136,1.862645149230957e-08,0.0021817933302372694
5,17,1.0,0.012044984847307205,1.4901161193847656e-08,0.0077630095183849335
5,18,1.0,0.03283454477787018,2.7939677238464355e-08,0.004775844980031252
5,19,1.0,0.01835072971880436,1.862645149230957e-08,0.008041108958423138
6,13,1.0,-0.0034396748524159193,1.0244548320770264e-08,0.001699958462268114
6,14,1.0,0.02544063702225685,8.847564458847046e-09,0.001505138585343957
6,15,1.0,0.0027483347803354263,1.4901161193847656e-08,0.0015370019245892763
6,16,1.0,0.00412527471780777,1.210719347000122e-08,0.0021817933302372694
6,17,1.0,-0.0012641758657991886,4.470348358154297e-08,0.0077630095183849335
6,18,1.0,0.013896753080189228,1.862645149230957e-08,0.004775844980031252
6,19,1.0,-0.01350279152393341,2.2351741790771484e-08,0.008041108958423138
7,13,1.0,0.002313959412276745,1.30385160446167e-08,0.001699958462268114
7,14,1.0,-0.004597403574734926,1.862645149230957e-08,0.001505138585343957
7,15,1.0,0.009791409596800804,9.313225746154785e-09,0.0015370019245892763
7,16,1.0,0.003974982537329197,1.210719347000122e-08,0.0021817933302372694
7,17,1.0,0.006417277734726667,2.2351741790771484e-08,0.0077630095183849335
7,18,1.0,-0.0023820395581424236,1.4901161193847656e-08,0.004775844980031252
7,19,1.0,0.006329042837023735,2.2351741790771484e-08,0.008041108958423138
8,13,1.0,0.006472984328866005,1.4901161193847656e-08,0.001699958462268114
8,14,0.9999999403953552,0.009992646053433418,1.1175870895385742e-08,0.001505138585343957
8,15,0.9999998807907104,-0.0020027211867272854,1.210719347000122e-08,0.0015370019245892763
8,16,1.0,0.0044739264994859695,1.1175870895385742e-08,0.0021817933302372694
8,17,1.0,0.050389133393764496,2.2351741790771484e-08,0.0077630095183849335
8,18,1.0,0.03049568645656109,1.6763806343078613e-08,0.004775844980031252
8,19,1.0,0.025089986622333527,3.3527612686157227e-08,0.008041108958423138
9,13,1.0,0.015689264982938766,1.1175870895385742e-08,0.001699958462268114
9,14,1.0,-0.013492018915712833,2.1420419216156006e-08,0.001505138585343957
9,15,0.9999999403953552,-0.008834931999444962,1.3969838619232178e-08,0.0015370019245892763
9,16,1.0,0.048375800251960754,1.30385160446167e-08,0.0021817933302372694
9,17,1.0,0.009300288744270802,2.9802322387695312e-08,0.0077630095183849335
9,18,1.0,0.029832173138856888,2.60770320892334e-08,0.004775844980031252
9,19,0.9999999403953552,0.013439223170280457,1.862645149230957e-08,0.008041108958423138
