layer,head,proj_dir_uncertain,proj_dir_control,proj_dir_diff,attn_to_entity_uncertain,attn_to_entity_control,rec_control_to_uncertain
17,20,0.18204335442278535,-0.040864345617592335,0.2229077000403777,0.005343055725097657,0.0052245140075683595,0.19251014583190457
31,26,0.09022869884502142,-0.2942781989462674,0.3845068977912888,0.0020886898040771485,0.0039771080017089845,0.1455556143405234
21,9,0.28858161233365537,0.02836830184678547,0.2602133104868699,0.0027723312377929688,0.0054492950439453125,0.12459821273131885
13,11,0.04913932979106903,-0.05391757939942181,0.10305690919049085,0.118157958984375,0.10339584350585937,0.11970119321200352
15,7,0.009956578235141933,-0.08619326574262232,0.09614984397776424,0.0034600257873535155,0.004276561737060547,0.11834622295254116
31,24,0.1636380324140191,-0.12416697121225298,0.2878050036262721,0.0012284040451049805,0.001633894443511963,0.11703898867308501
23,30,0.12497048573568463,-0.0727543263696134,0.19772481210529802,0.0006401896476745606,0.0006954789161682129,0.10467009057494225
12,28,0.022960910107940435,0.0016873020082130096,0.021273608099727427,0.116156005859375,0.126593017578125,0.07208225648961945
13,30,0.1351203415542841,0.010141115251462907,0.12497922630282118,0.3288818359375,0.17935791015625,0.06765255471230563
29,0,0.19644777688663453,-0.3661289076320827,0.5625766845187172,0.009177953004837036,0.0029030799865722655,0.06586938741584716
15,4,0.014746762844151818,-0.027825709350872786,0.04257247219502461,0.244024658203125,0.0736419677734375,0.05801817473877967
12,22,0.0008590903540607542,-0.019277337682433428,0.02013642803649418,0.07989501953125,0.078875732421875,0.057416047102436064
8,19,0.04361766232177615,0.036235459800809625,0.007382202520966524,0.010695266723632812,0.01097869873046875,0.05547776050975452
8,16,-0.08806277923285961,-0.09516658931970597,0.007103810086846352,0.004992389678955078,0.008696937561035156,0.04294975488033308
13,28,-0.06592010287567973,-0.03080386152723804,-0.03511624134844169,0.014464187622070312,0.0159210205078125,0.04194044370019219
7,1,-0.004537964533665217,-0.006899795692879707,0.0023618311592144897,0.0058155059814453125,0.008966445922851562,0.032526445411357977
8,6,-0.001121198413602542,-0.009091463495860808,0.007970265082258267,0.017774200439453124,0.026839065551757812,0.030512640071348275
14,24,0.0623419115319848,-0.022444749833084643,0.08478666136506945,0.173565673828125,0.244866943359375,0.026108144314195725
10,27,0.04341317461803555,-0.02214195716078393,0.06555513177881948,0.07587432861328125,0.117352294921875,0.02451017010920355
12,31,-0.020374235475901514,-0.07182869734242558,0.05145446186652407,0.1181182861328125,0.1283935546875,0.004944232101544782
15,10,-0.13836406590417027,0.12047157287597657,-0.2588356387801468,0.059039306640625,0.0843536376953125,-0.011585297659656813
13,0,-0.08877950478345156,-0.027442335395608097,-0.06133716938784346,0.108416748046875,0.07968292236328126,-0.02144610165941844
0,2,-0.004976681689731777,-0.00497750760987401,8.259201422326778e-07,0.002133464813232422,0.0018176555633544922,-0.022740339169287076
15,11,0.16587771503254772,-0.1886420735390857,0.3545197885716334,0.214703369140625,0.14788818359375,-0.02862357614452518
1,24,0.012905958155170084,0.012836360349319875,6.959780585020885e-05,5.4769963026046756e-05,8.876770734786988e-05,-0.02877602105256507
12,30,0.0013651067740283907,0.019384331977926196,-0.018019225203897805,0.013939666748046874,0.014841461181640625,-0.03561516669102367
12,12,-0.06242348323576152,-0.032517888490110634,-0.02990559474565089,0.0012248754501342773,0.0012328624725341797,-0.04820511632138836
1,18,-0.001989074528682977,-0.0019838342268485576,-5.240301834419543e-06,4.9161165952682496e-05,3.7295371294021605e-05,-0.0485872019183766
31,25,0.02107047908939421,0.16753700226545334,-0.14646652317605913,0.0014730513095855713,0.002626675367355347,-0.07272920181423967
15,6,0.054102786956354974,0.20119448509067298,-0.147091698134318,0.01678924560546875,0.00895862579345703,-0.07690380121362513
